Assessed Governorate,Assessed District,District PCode,Site Name,Site Name A,Site PCode,Latitude,Longitude,Year of Displacement,Month of displacement  (2015 - 2016),Governorate of Orgin,District of Orgin,District of Orgin PCode,# Conflict IDPs HHs,# Conflict IDP Individuals,# Natural Disaster IDP HHs,# Natural Disaster IDP Individuals,Total IDP HHs,Total IDP Individuals,Avg Family Size,School Buildings,Health Facilities,Religious Buildings,Other Private Building,Other Public Building,Settlements (Grouped of Families) Urban and Rural,Isolated/dispersed settlements (detatched from a location),Rented Accomodation,Host Families Who are Relatives (no rent fee),Host Families Who are not Relatives (no rent fee),Second Home,Unknown,Main Needs,Interview Date,New Round,Source Of Info
Dhamar,Utmah,2005,Salaf Ghorabi,سلف غرابى,2005471082,14.46767,44.0097,2015,5,Al Hudaydah,Al Hali,1823,5,30,0,0,5,30,6,0,0,0,0,0,0,0,2,3,0,0,0,Food,19-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Raymoun,ريمون,2005471102,14.46256,44.00636,2015,7,Sana'a,Sanhan,2305,4,24,0,0,4,24,6,0,0,0,0,0,0,0,1,3,0,0,0,Food,19-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Dabi Fort,حصن الدبي,2005471112,14.45775,44.00712,2015,5,Amanat Al Asimah,Az'zal,1303,5,30,0,0,5,30,6,0,0,0,0,0,0,0,0,5,0,0,0,Food,18-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Bani Obad,بني عباد,2005481012,14.4715,43.9781,2015,5,Ibb,Ibb,1120,8,48,0,0,8,48,6,0,0,0,0,0,0,0,0,8,0,0,0,Food,20-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Maseehq,مسيحق,2005481022,14.4676,43.98044,2015,6,Al Bayda,Rada',1413,6,36,0,0,6,36,6,0,0,0,0,0,0,0,0,6,0,0,0,Food,20-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Hejabi,الحجابي,2005481032,14.46669,43.9734,2015,4,Amanat Al Asimah,Old City,1301,7,42,0,0,7,42,6,0,0,0,0,0,0,0,0,7,0,0,0,Food,20-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Taqrom,تعقرم,2005481042,14.46697,43.97566,2015,4,Ibb,Ibb,1120,5,30,0,0,5,30,6,0,0,0,0,0,0,0,0,5,0,0,0,Food,20-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Harazi Mountain,جبل حرازى,2005481052,14.47152,43.97842,2015,5,Taizz,At Ta'iziyah,1502,6,36,0,0,6,36,6,0,0,0,0,0,0,0,0,0,6,0,0,Food,20-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Jodod,الجدد,2005481062,14.46273,43.97648,2015,5,Al Hudaydah,Al Hali,1823,8,48,0,0,8,48,6,0,0,0,0,0,0,0,0,8,0,0,0,Food,20-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Shadhof,شظوف,2005481082,14.44875,43.97841,2015,4,Dhamar,Dhamar City,2008,6,36,0,0,6,36,6,0,0,0,0,0,0,0,0,6,0,0,0,Food,20-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Mahmay,المحماى,2005481092,14.45183,43.97855,2015,6,Taizz,At Ta'iziyah,1502,5,30,0,0,5,30,6,0,0,0,0,0,0,0,0,5,0,0,0,Food,20-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Salfahi Al-Ali,سلفحي العالى,2005481102,14.46152,43.97457,2015,5,Sa'ada,Sa'adah,2215,7,42,0,0,7,42,6,0,0,0,0,0,0,0,0,7,0,0,0,Food,20-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Mathenah,الماذنه,2005481112,14.46062,43.97354,2015,5,Dhamar,Dhamar City,2008,8,48,0,0,8,48,6,0,0,0,0,0,0,0,0,8,0,0,0,Food,20-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Heyaj,الهياج,2005481122,14.44333,43.98811,2015,8,Taizz,At Ta'iziyah,1502,6,36,0,0,6,36,6,0,0,0,0,0,0,0,0,6,0,0,0,Food,20-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Neyah,النياح,2005481132,14.45645,43.98344,2015,5,Sana'a,Sanhan,2305,3,18,0,0,3,18,6,0,0,0,0,0,0,0,0,3,0,0,0,Food,20-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Kemat Falah,كمة فلاح,2005481142,14.46377,43.97999,2015,4,Sana'a,Bani Hushaysh,2304,2,12,0,0,2,12,6,0,0,0,0,0,0,0,0,2,0,0,0,Food,20-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Dhabrah,الظبرة,2005481152,14.46261,43.99165,2015,5,Amanat Al Asimah,At Tahrir,1307,7,42,0,0,7,42,6,0,0,0,0,0,0,0,0,7,0,0,0,Food,20-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Nablah,النبلة,2005481162,14.45414,43.98575,2015,6,Dhamar,Dhamar City,2008,6,36,0,0,6,36,6,0,0,0,0,0,0,0,0,6,0,0,0,Food,20-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Shajbah,شجبة,2005481172,14.45711,43.98373,2015,5,Amanat Al Asimah,Old City,1301,7,42,0,0,7,42,6,0,0,0,0,0,0,0,0,7,0,0,0,Food,20-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Neqarah,النقارة,2005481182,14.45825,43.98409,2015,5,Sana'a,Bani Hushaysh,2304,5,30,0,0,5,30,6,0,0,0,0,0,0,0,0,5,0,0,0,Food,20-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Bait Al-Khamri,بيت الخمرى,2005481192,14.46034,43.9818,2015,6,Dhamar,Dhamar City,2008,5,30,0,0,5,30,6,0,0,0,0,0,0,0,0,5,0,0,0,Food,20-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Rabahah,رباحه,2005481202,14.45952,43.98133,2015,4,Al Bayda,Rada',1413,2,12,0,0,2,12,6,0,0,0,0,0,0,0,0,2,0,0,0,Food,20-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Meshrah,المشراح,2005481212,14.45175,43.98077,2015,5,Taizz,At Ta'iziyah,1502,3,18,0,0,3,18,6,0,0,0,0,0,0,0,0,3,0,0,0,Food,20-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Aredhah,العارضه,2005481222,14.46563,43.98823,2015,5,Dhamar,Dhamar City,2008,3,18,0,0,3,18,6,0,0,0,0,0,0,0,0,3,0,0,0,Food,20-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Jabal Hashem,جبل هاشم,2005481232,14.46552,43.98287,2015,6,Ibb,Ibb,1120,3,18,0,0,3,18,6,0,0,0,0,0,0,0,0,3,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Seifarah Al-Alyah,الصيفره العاليه,2005481242,14.46527,43.9867,2015,6,Ibb,Ibb,1120,6,36,0,0,6,36,6,0,0,0,0,0,0,0,0,6,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Sahlah,السهله,2005481252,,,2015,6,Amanat Al Asimah,Old City,1301,2,12,0,0,2,12,6,0,0,0,0,0,0,0,0,2,0,0,0,Food,13-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Bait Al-Mawed,بيت الموعد,2005481272,14.47159,43.99344,2015,6,Taizz,At Ta'iziyah,1502,2,12,0,0,2,12,6,0,0,0,0,0,0,0,0,2,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Maqre Mountain,جبل مقرئ,2005481282,14.46968,43.9942,2015,5,Shabwah,Ataq,2113,2,12,0,0,2,12,6,0,0,0,0,0,0,0,0,2,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Majarein,المجارين,2005481302,14.463,43.99923,2015,6,Taizz,At Ta'iziyah,1502,3,18,0,0,3,18,6,0,0,0,0,0,0,0,0,3,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Mansad,المنصد,2005481312,14.46745,43.99969,2015,4,Dhamar,Dhamar City,2008,2,12,0,0,2,12,6,0,0,0,0,0,0,0,0,2,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Ajwas,الاجواس,2005481322,14.46403,43.997,2015,5,Dhamar,Dhamar City,2008,3,18,0,0,3,18,6,0,0,0,0,0,0,0,0,3,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Qasou,القصوع,2005481332,14.46511,43.99559,2015,6,Dhamar,Dhamar City,2008,2,12,0,0,2,12,6,0,0,0,0,0,0,0,0,2,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Qase'e,القصيع,2005481342,14.46555,43.99647,2015,6,Sana'a,Sanhan,2305,2,12,0,0,2,12,6,0,0,0,0,0,0,0,0,2,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Aramyah,العرامية,2005491012,14.48726,43.89925,2015,12,Dhamar,Dhamar City,2008,33,198,0,0,33,198,6,0,0,0,0,0,0,0,0,33,0,0,0,Food,22-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Aqrun,الاقرن,2005491022,14.49589,43.89708,2015,7,Dhamar,Dhamar City,2008,17,102,0,0,17,102,6,0,0,0,0,0,0,0,2,15,0,0,0,Food,22-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Hadbah,الحدبه,2005491032,14.48843,43.89281,2015,7,Dhamar,Dhamar City,2008,18,108,0,0,18,108,6,0,0,0,0,0,0,0,2,16,0,0,0,Food,22-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Barorah,البروره,2005491042,14.483,43.89253,2015,7,Dhamar,Jahran,2002,7,42,0,0,7,42,6,0,0,0,0,0,0,0,4,0,0,3,0,Food,17-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Juareerah,الجعريره,2005491052,14.47584,43.87923,2015,5,Dhamar,Jahran,2002,13,78,0,0,13,78,6,0,0,0,0,0,0,0,4,0,0,9,0,Food,17-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Mahsen,المحصن,2005491062,14.47807,43.87836,2015,5,Dhamar,Jahran,2002,5,30,0,0,5,30,6,0,0,0,0,0,0,0,1,0,0,4,0,Food,17-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Hawrah,حورة,2005491072,14.47654,43.87279,2015,5,Dhamar,Jahran,2002,10,60,0,0,10,60,6,0,0,0,0,0,0,0,3,0,0,7,0,Food,17-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Sawla,سوله,2005491082,14.47852,43.87255,2015,5,Dhamar,Jahran,2002,5,30,0,0,5,30,6,0,0,0,0,0,0,0,3,0,0,2,0,Food,17-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Qura'ah,قراعة,2005491102,14.48308,43.87501,2015,4,Dhamar,Jahran,2002,8,48,0,0,8,48,6,0,0,0,0,0,0,0,3,5,0,0,0,Food,17-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Qara'a,القرعاء,2005491122,14.52096,43.87582,2015,6,Al Hudaydah,Al Marawi'ah,1813,3,18,0,0,3,18,6,0,0,0,0,0,0,0,0,3,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Bani Al-Absi,بنى العبسي,2005491132,14.50974,43.88838,2015,5,Amanat Al Asimah,Bani Al Harith,1310,25,150,0,0,25,150,6,0,0,0,0,0,0,0,9,16,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Bani Baheer,بنى بحير,2005491152,14.51857,43.89189,2015,7,Lahj,Yafa'a,2502,23,138,0,0,23,138,6,0,0,0,0,0,0,0,4,19,0,0,0,Food,14-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Jarandab,جرندب,2005491182,14.5107,43.89072,2015,8,Amanat Al Asimah,Bani Al Harith,1310,5,30,0,0,5,30,6,0,0,0,0,0,0,0,3,2,0,0,0,Food,14-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Sawah,صعوة,2005491192,14.50599,43.88789,2015,5,Sana'a,Arhab,2302,7,42,0,0,7,42,6,0,0,0,0,0,0,0,7,0,0,0,0,Food,14-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Sheeb,شيب,2005491202,14.5148,43.8895,2015,7,Lahj,Yafa'a,2502,6,36,0,0,6,36,6,0,0,0,0,0,0,0,0,6,0,0,0,Food,14-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Dhabry,الضبري,2005491212,14.50493,43.89134,2015,5,Taizz,At Ta'iziyah,1502,9,54,0,0,9,54,6,0,0,0,0,0,0,0,4,5,0,0,0,Food,14-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Mahaqerah,المحاقرة,2005491222,14.50302,43.89322,2015,4,Taizz,At Ta'iziyah,1502,3,18,0,0,3,18,6,0,0,0,0,0,0,0,3,0,0,0,0,Food,14-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Qarn,القرن,2005491232,14.47138,43.88827,2015,7,Lahj,Yafa'a,2502,13,78,0,0,13,78,6,0,0,0,0,0,0,0,0,13,0,0,0,Food,14-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Bani Al-Jamal,بنى الجمل,2005491242,14.50199,43.89548,2015,6,Lahj,Yafa'a,2502,11,66,0,0,11,66,6,0,0,0,0,0,0,0,1,10,0,0,0,Food,14-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Ashry,العشرى,2005491252,14.50574,43.89595,2015,5,Lahj,Yafa'a,2502,5,30,0,0,5,30,6,0,0,0,0,0,0,0,2,3,0,0,0,Food,14-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Dhahd,الضهد,2005491272,14.51773,43.90467,2015,6,Amanat Al Asimah,Ma'ain,1308,3,18,0,0,3,18,6,0,0,0,0,0,0,0,0,0,0,3,0,Food,15-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Masw,المسو,2005491282,14.51251,43.90522,2015,5,Sana'a,Hamdan,2301,1,6,0,0,1,6,6,0,0,0,0,0,0,0,0,0,0,1,0,Food,15-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Sawman Mountain,جبل سومان,2005491322,14.50565,43.90234,2015,8,Sana'a,Sanhan,2305,3,18,0,0,3,18,6,0,0,0,0,0,0,0,0,0,0,3,0,Food,15-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Makad,مكعد,2005491352,14.49492,43.91298,2015,6,Amanat Al Asimah,Assafi'yah,1304,6,36,0,0,6,36,6,0,0,0,0,0,0,0,0,6,0,0,0,Food,20-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Hajl,حجل,2005491362,14.49512,43.91104,2015,5,Sana'a,Sanhan,2305,9,54,0,0,9,54,6,0,0,0,0,0,0,0,0,9,0,0,0,Food,20-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Mehdhar,المحضار,2005491382,14.49933,43.90761,2015,6,Sana'a,Sanhan,2305,6,36,0,0,6,36,6,0,0,0,0,0,0,0,0,6,0,0,0,Food,20-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Abzar,ابزار,2005491392,14.47215,43.92346,2015,5,Hadramaut,Sayun,1910,16,96,0,0,16,96,6,0,0,0,0,0,0,0,0,16,0,0,0,Food,22-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Bani Al-Samhi,بني السمحي,2005491402,14.47919,43.91986,2015,5,Sana'a,Arhab,2302,35,210,0,0,35,210,6,0,0,0,0,0,0,0,0,35,0,0,0,Food,22-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Bait Senan,بيت سنان,2005491412,14.48062,43.91864,2015,4,Amanat Al Asimah,Ma'ain,1308,23,138,0,0,23,138,6,0,0,0,0,0,0,0,0,23,0,0,0,Food,22-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Sahmah,سهمة,2005501012,14.48715,43.87103,2015,7,Dhamar,Jahran,2002,8,48,0,0,8,48,6,0,0,0,0,0,0,0,0,8,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Haleel,هليل,2005501022,14.49248,43.88135,2015,5,Sana'a,Sanhan,2305,10,60,0,0,10,60,6,0,0,0,0,0,0,0,2,8,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Sarj,السرج,2005501032,14.4919,43.86821,2015,5,Dhamar,Jahran,2002,7,42,0,0,7,42,6,0,0,0,0,0,0,0,0,7,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Abr Shuayb,عبر شعيب,2005501042,14.50117,43.87773,2015,6,Sana'a,Sanhan,2305,2,12,0,0,2,12,6,0,0,0,0,0,0,0,0,2,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Demnah,الدمنة,2005501052,14.49393,43.85768,2015,5,Amanat Al Asimah,Bani Al Harith,1310,7,42,0,0,7,42,6,0,0,0,0,0,0,1,0,6,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Wahtah,الوهطة,2005501062,14.4966,43.87953,2015,7,Dhamar,Jahran,2002,8,48,0,0,8,48,6,0,0,0,0,0,0,0,0,8,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Masanae,المصانع,2005501072,14.50301,43.8851,2015,6,Amanat Al Asimah,Ma'ain,1308,6,36,0,0,6,36,6,0,0,0,0,0,0,0,0,6,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Salheef,صلحيف,2005501082,14.493,43.88388,2015,6,Dhamar,Jahran,2002,9,54,0,0,9,54,6,0,0,0,0,0,0,0,0,9,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Mawsal,الموسل,2005511022,14.50702,43.9333,2015,4,Amanat Al Asimah,As Sabain,1305,3,18,0,0,3,18,6,0,0,0,0,0,0,0,2,1,0,0,0,Food,17-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Mefrah,المفراح,2005521022,14.49743,43.96181,2015,5,Amran,Amran,2915,6,36,0,0,6,36,6,0,0,0,0,0,0,0,4,2,0,0,0,Food,17-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Labat,لبات,2005521032,14.50241,43.96299,2015,5,Amanat Al Asimah,As Sabain,1305,2,12,0,0,2,12,6,1,0,0,0,0,0,0,0,1,0,0,0,Food,17-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Sahah,الساحه,2005521042,14.50167,43.95527,2015,5,Marib,Marib City,2612,9,54,0,0,9,54,6,0,0,0,0,0,0,0,1,8,0,0,0,Food,17-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Cawlah,الكوله,2005521052,14.49695,43.95597,2015,5,Taizz,Al Mudhaffar,1518,8,48,0,0,8,48,6,0,0,0,0,0,0,0,0,8,0,0,0,Food,17-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Nawshan,نوشان,2005521062,14.50036,43.95878,2015,5,Amanat Al Asimah,As Sabain,1305,7,42,0,0,7,42,6,0,0,0,0,0,0,0,5,2,0,0,0,Food,17-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Sarhah,الصرحه,2005531012,14.47867,43.94941,2015,5,Taizz,At Ta'iziyah,1502,30,180,0,0,30,180,6,0,0,0,0,0,0,0,0,30,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Qaryah,القريه,2005531022,14.48952,43.95412,2015,4,Sa'ada,Majz,2210,30,180,0,0,30,180,6,0,0,0,0,0,0,0,2,28,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Jobjob,الجبجب,2005531032,,,2015,6,Amanat Al Asimah,As Sabain,1305,6,36,0,0,6,36,6,0,0,0,0,0,0,0,0,6,0,0,0,Food,13-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Najareen,النجارين,2005531042,14.48738,43.95213,2015,4,Sana'a,Bani Hushaysh,2304,15,90,0,0,15,90,6,0,0,0,0,0,0,0,3,12,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Atarah,العتره,2005531052,14.47953,43.94867,2015,5,Taizz,Salh,1520,30,180,0,0,30,180,6,0,0,0,0,0,0,0,2,25,3,0,0,Food,21-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Rakb,الركب,2005541022,14.4767,43.9595,2015,4,Taizz,Salh,1520,6,36,0,0,6,36,6,0,0,0,0,0,0,0,0,6,0,0,0,Food,18-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Muadalah,المعداله,2005541042,14.47937,43.95864,2015,4,Hadramaut,Sayun,1910,5,30,0,0,5,30,6,0,0,0,0,0,0,0,0,5,0,0,0,Food,18-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Qehs,قحص,2005551012,14.48773,43.93678,2015,4,Sana'a,Bani Matar,2307,25,150,0,0,25,150,6,0,0,0,0,0,0,0,0,25,0,0,0,Food,17-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Jawfah,جوفه,2005551022,14.49302,43.93333,2015,5,Sana'a,Sanhan,2305,13,78,0,0,13,78,6,0,0,0,0,0,0,0,0,13,0,0,0,Food,17-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Hulboub,حلبوب,2005551032,14.49425,43.9278,2015,5,Sana'a,Nihm,2303,12,72,0,0,12,72,6,0,0,0,0,0,0,0,0,12,0,0,0,Food,17-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Thera,الذراع,2005561012,14.50037,43.94313,2015,5,Amanat Al Asimah,As Sabain,1305,22,132,0,0,22,132,6,0,0,0,0,0,0,0,0,22,0,0,0,Food,17-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Meinah,مينه,2005561022,14.49517,43.94581,2015,5,Shabwah,Ataq,2113,30,180,0,0,30,180,6,0,0,0,0,0,0,0,0,30,0,0,0,Food,17-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Maghrabat Al-Heim,مغربه الحيم,2005571012,14.48219,43.93873,2015,5,Dhamar,Dhamar City,2008,37,222,0,0,37,222,6,0,0,0,0,0,0,0,4,33,0,0,0,Food,17-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Rahb,الرحب,2005571022,14.47613,43.94503,2015,5,Taizz,Salh,1520,25,150,0,0,25,150,6,0,0,0,0,0,0,0,5,20,0,0,0,Food,17-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Bahadh,باحظ,2005571052,14.4609,43.93773,2015,5,Taizz,Salh,1520,9,54,0,0,9,54,6,0,0,0,0,0,0,0,0,9,0,0,0,Food,17-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Masraei,المصرعي,2005571062,14.45681,43.94317,2015,4,Al Dhale'e,Damt,3002,4,24,0,0,4,24,6,0,0,0,0,0,0,0,0,4,0,0,0,Food,17-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Shamah,الشامه,2005571072,14.47109,43.9329,2015,5,Amanat Al Asimah,Bani Al Harith,1310,10,60,0,0,10,60,6,0,0,0,0,0,0,0,0,10,0,0,0,Food,17-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Maqalehah,المقالحه,2005571082,14.46458,43.93041,2015,4,Al Bayda,As Sawadiyah,1411,10,60,0,0,10,60,6,0,0,0,0,0,0,0,0,10,0,0,0,Food,17-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Mazabah Al-Jaradi,معزبه الجرادي,2005581032,14.43243,43.99996,2015,6,Amanat Al Asimah,As Sabain,1305,2,12,0,0,2,12,6,0,0,0,0,0,0,0,0,2,0,0,0,Food,18-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Malam,مالم,2005581062,14.43719,44.01381,2015,6,Dhamar,Dhamar City,2008,5,30,0,0,5,30,6,0,0,0,0,0,0,0,0,5,0,0,0,Food,18-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Bani Matar,بني مطر,2005591012,14.4071,43.96313,2015,8,Amanat Al Asimah,Bani Al Harith,1310,14,84,0,0,14,84,6,0,0,0,0,0,0,0,0,14,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Sublah,السبله,2005591022,14.38569,43.98573,2015,8,Dhamar,Dhamar City,2008,7,42,0,0,7,42,6,0,0,0,0,0,0,0,0,7,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Thari Mountain,جبل ذري,2005591032,14.38146,43.96597,2015,8,Al Bayda,Rada',1413,39,234,0,0,39,234,6,0,0,0,0,0,0,0,0,39,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Mathrah,المذره,2005591042,14.40409,43.97395,2015,8,Taizz,Maqbanah,1505,16,96,0,0,16,96,6,0,0,0,0,0,0,0,0,16,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Dhuhrah,الظهره,2005601012,,,2015,7,Sana'a,Sanhan,2305,7,42,0,0,7,42,6,0,0,0,0,0,0,0,0,7,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Adanah,عدانه,2005601022,14.40727,44.01761,2015,5,Taizz,Al Qahirah,1519,7,42,0,0,7,42,6,0,0,0,0,0,0,0,0,7,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Esaq,عساق,2005601032,14.4092,43.993,2015,4,Taizz,As Silw,1514,13,78,0,0,13,78,6,0,0,0,0,0,0,0,0,13,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Mazeb,المعازب,2005601042,14.39661,43.9899,2015,5,Taizz,At Ta'iziyah,1502,11,66,0,0,11,66,6,0,0,0,0,0,0,0,0,11,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Abasi,العباصي,2005601052,14.4116,43.9759,2015,5,Ibb,As Sayyani,1115,8,48,0,0,8,48,6,0,0,0,0,0,0,0,0,8,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Hawf,الحوف,2005601062,14.43209,43.98415,2015,5,Taizz,Hayfan,1517,8,48,0,0,8,48,6,0,0,0,0,0,0,0,0,8,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Saqmah,سقمه,2005611012,14.43769,43.95688,2015,5,Shabwah,Rudum,2117,2,12,0,0,2,12,6,0,0,0,0,0,0,0,2,0,0,0,0,Shelter/Housing,21-Nov-16,7,UNHCR/PMT
Dhamar,Utmah,2005,Al-Ajbar,الاجبار,2005611022,14.44432,43.96635,2015,4,Amanat Al Asimah,Ath'thaorah,1309,4,24,0,0,4,24,6,0,0,0,0,0,0,0,0,4,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
