Assessed Governorate,Assessed District,District PCode,Site Name,Site Name A,Site PCode,Latitude,Longitude,Year of Displacement,Month of displacement  (2015 - 2016),Governorate of Orgin,District of Orgin,District of Orgin PCode,# Conflict IDPs HHs,# Conflict IDP Individuals,# Natural Disaster IDP HHs,# Natural Disaster IDP Individuals,Total IDP HHs,Total IDP Individuals,Avg Family Size,School Buildings,Health Facilities,Religious Buildings,Other Private Building,Other Public Building,Settlements (Grouped of Families) Urban and Rural,Isolated/dispersed settlements (detatched from a location),Rented Accomodation,Host Families Who are Relatives (no rent fee),Host Families Who are not Relatives (no rent fee),Second Home,Unknown,Main Needs,Interview Date,New Round,Source Of Info
Amran,As Sawd,2914,Qadhwa,قضوى,2914281162,15.75074,43.75153,2015,3,Amran,Amran,2915,6,36,0,0,6,36,6,0,0,0,0,0,0,0,0,6,0,0,0,Food,22-Nov-16,7,UNHCR/PMT
Amran,As Sawd,2914,Towah,توة,2914281172,15.75892,43.761,2015,3,Amran,Amran,2915,6,36,0,0,6,36,6,0,0,0,0,0,0,0,0,6,0,0,0,Food,22-Nov-16,7,UNHCR/PMT
Amran,As Sawd,2914,Al-Rakhmi,الرخمي,2914281182,15.75315,43.76046,2015,3,Amran,Amran,2915,4,24,0,0,4,24,6,0,0,0,0,0,0,0,0,4,0,0,0,Food,22-Nov-16,7,UNHCR/PMT
Amran,As Sawd,2914,Jahwer,جحاور,2914281192,15.76671,43.74896,2015,3,Amran,Amran,2915,5,30,0,0,5,30,6,0,0,0,0,0,0,0,0,5,0,0,0,Access to income,22-Nov-16,7,UNHCR/PMT
Amran,As Sawd,2914,Rahabah,رحبة,2914291012,15.77229,43.7959,2015,3,Amanat Al Asimah,As Sabain,1305,10,60,0,0,10,60,6,0,0,0,0,0,0,0,0,10,0,0,0,Food,16-Nov-16,7,UNHCR/PMT
Amran,As Sawd,2914,Bait Hazeb,بيت حازب,2914291022,15.77528,43.77781,2015,3,Sa'ada,Sa'adah,2215,8,48,0,0,8,48,6,0,0,0,0,0,0,0,0,8,0,0,0,Food,16-Nov-16,7,UNHCR/PMT
Amran,As Sawd,2914,Mamar Wathab,معمر وثاب,2914291052,15.76681,43.76571,2015,3,Amran,As Sawd,2914,2,12,1,6,3,18,6,0,0,0,0,0,0,0,0,3,0,0,0,Access to income,16-Nov-16,7,UNHCR/PMT
Amran,As Sawd,2914,Al-Madarah,المدارة,2914291062,15.78883,43.76506,2015,3,Amran,Amran,2915,5,30,0,0,5,30,6,0,0,0,0,0,0,0,0,5,0,0,0,Access to income,16-Nov-16,7,UNHCR/PMT
Amran,As Sawd,2914,Gheil Al-Bouni,غيل البوني,2914291112,15.77713,43.76825,2015,3,Amran,Amran,2915,4,24,0,0,4,24,6,0,0,0,0,0,0,0,0,4,0,0,0,Food,22-Nov-16,7,UNHCR/PMT
Amran,As Sawd,2914,Al-Masam,المصام,2914291132,15.78178,43.76455,2015,3,Amran,Amran,2915,7,42,0,0,7,42,6,0,0,0,0,0,0,0,0,7,0,0,0,Food,19-Nov-16,7,UNHCR/PMT
Amran,As Sawd,2914,Al-Manawer,المناور,2914301012,15.75841,43.72971,2015,3,Amran,As Sawd,2914,10,60,0,0,10,60,6,0,0,0,0,0,0,0,0,4,6,0,0,Food,21-Nov-16,7,UNHCR/PMT
Amran,As Sawd,2914,Al-Hawayer,الحواير,2914301032,15.76348,43.71996,2015,3,Amran,Amran,2915,3,18,0,0,3,18,6,0,0,0,0,0,0,0,0,2,1,0,0,Food,21-Nov-16,7,UNHCR/PMT
Amran,As Sawd,2914,Ghobarah,غبارة,2914301042,15.75442,43.71741,2015,3,Amran,Amran,2915,12,72,0,0,12,72,6,0,0,0,0,0,0,4,0,6,2,0,0,Food,21-Nov-16,7,UNHCR/PMT
Amran,As Sawd,2914,Bait Sarqatt,بيت سرقط,2914311052,15.79299,43.73994,2015,3,Amran,Amran,2915,3,18,1,6,4,24,6,0,0,0,0,0,0,0,0,4,0,0,0,Food,9-Nov-16,7,UNHCR/PMT
Amran,As Sawd,2914,Al-Shajaei,الشجاعي,2914311062,15.79226,43.73683,2015,3,Amran,Amran,2915,3,18,1,6,4,24,6,0,0,0,0,0,0,0,0,4,0,0,0,Food,9-Nov-16,7,UNHCR/PMT
Amran,As Sawd,2914,Bait Al-Raheimi,بيت الرحيمي,2914311072,15.77656,43.73551,2015,3,Amran,Amran,2915,1,6,0,0,1,6,6,0,0,0,0,0,0,0,0,1,0,0,0,Food,9-Nov-16,7,UNHCR/PMT
Amran,As Sawd,2914,,الصعتر,2914999001,,,2015,3,Amanat Al Asimah,Shu'aub,1302,4,24,0,0,4,24,6,0,0,0,0,0,0,0,0,4,0,0,0,Access to income,22-Nov-16,7,UNHCR/PMT
Amran,As Sawd,2914,,الظرفه,2914999002,,,2015,3,Amanat Al Asimah,Shu'aub,1302,1,6,0,0,1,6,6,0,0,0,0,0,0,0,0,1,0,0,0,Food,9-Nov-16,7,UNHCR/PMT
Amran,As Sawd,2914,,العارضه,2914999003,,,2015,3,Amanat Al Asimah,Shu'aub,1302,1,6,0,0,1,6,6,0,0,0,0,0,0,0,0,1,0,0,0,Food,9-Nov-16,7,UNHCR/PMT
Amran,As Sawd,2914,,العكشه,2914999004,,,2015,3,Amanat Al Asimah,Ath'thaorah,1309,1,6,0,0,1,6,6,0,0,0,0,0,0,0,0,1,0,0,0,Food,17-Nov-16,7,UNHCR/PMT
Amran,As Sawd,2914,,معمر السود,2914999006,,,2015,3,Amran,Amran,2915,2,12,0,0,2,12,6,0,0,0,0,0,0,0,0,2,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Al-Dhulah,الضلاعه,2913211012,15.96009,43.81492,2015,5,Amanat Al Asimah,Az'zal,1303,28,168,0,0,28,168,6,0,0,0,0,0,0,0,0,28,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Marqas,مرقص,2913211022,15.96018,43.7951,2015,6,Amran,Amran,2915,17,102,0,0,17,102,6,0,0,0,0,0,0,0,0,17,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Akhwa,اخوع,2913211032,15.95453,43.78494,2015,6,Sa'ada,Sa'adah,2215,7,42,0,0,7,42,6,0,0,0,0,0,0,0,0,0,7,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Bani Hajaj,بني حجاج,2913211052,15.95087,43.80246,2015,6,Marib,Marib City,2612,46,276,0,0,46,276,6,0,0,0,0,0,0,0,0,46,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Al-Sawdah,السوده,2913220011,15.95337617,43.78037722,2015,6,Amanat Al Asimah,Bani Al Harith,1310,36,216,0,0,36,216,6,0,0,0,0,0,0,0,0,0,36,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Al-Mashaerah,المشاعره,2913221012,16.02473,43.77325,2015,6,Amanat Al Asimah,Ma'ain,1308,4,24,0,0,4,24,6,0,0,0,0,0,0,0,0,2,0,2,0,Food,23-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Al-Mahdour,المحدور,2913221022,16.00872,43.78086,2015,7,Amanat Al Asimah,Ath'thaorah,1309,8,48,0,0,8,48,6,0,0,0,0,0,0,0,0,4,0,4,0,Food,20-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Bani Haydarah Alhejrah Alsofla,بني حيدرة    الهجرة السفلى,2913221032,16.00807,43.76911,2015,5,Sa'ada,Sa'adah,2215,6,36,0,0,6,36,6,0,0,0,0,0,0,0,0,3,0,3,0,Food,23-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Al-Hejrah Al-Olya,الهجره العليا,2913221042,16.00063,43.78662,2015,5,Amanat Al Asimah,Bani Al Harith,1310,4,24,0,0,4,24,6,0,0,0,0,0,0,0,0,4,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Al-Mawsem,الموسم,2913221052,15.99298,43.76492,2015,5,Sa'ada,Sa'adah,2215,9,54,0,0,9,54,6,0,0,0,0,0,0,0,0,5,0,4,0,Food,20-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Al-Qaratein,القارتين,2913231012,15.93207,43.82383,2015,6,Marib,Marib City,2612,30,180,0,0,30,180,6,0,0,0,0,0,0,0,0,30,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Al-Dhawalae,الضوالع,2913231022,15.94252,43.80822,2015,4,Amanat Al Asimah,Bani Al Harith,1310,8,48,0,0,8,48,6,0,0,0,0,0,0,0,0,8,0,0,0,Food,16-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Al-Masafi,المعصفي,2913231032,15.93562,43.80678,2015,6,Amanat Al Asimah,Ath'thaorah,1309,6,36,0,0,6,36,6,0,0,0,0,0,0,0,0,6,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Bani Mansour,بني منصور,2913231042,15.92951,43.81235,2015,6,Amanat Al Asimah,Az'zal,1303,20,120,0,0,20,120,6,0,0,0,0,0,0,0,0,0,20,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Shaer,شعر,2913231052,15.91874,43.82075,2015,7,Amanat Al Asimah,Bani Al Harith,1310,10,60,0,0,10,60,6,0,0,0,0,0,0,0,0,5,0,5,0,Food,20-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Lesan,لسان,2913231062,15.90061,43.7972,2015,7,Amanat Al Asimah,At Tahrir,1307,15,90,0,0,15,90,6,0,0,0,0,0,0,0,0,6,0,9,0,Food,20-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Nukhbah,نخبه,2913231072,15.94336,43.79645,2015,7,Sana'a,Hamdan,2301,10,60,0,0,10,60,6,0,0,0,0,0,0,0,0,4,0,6,0,Food,20-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Raheikah,رهيقه,2913231082,15.93329,43.79514,2015,6,Amran,Amran,2915,2,12,0,0,2,12,6,0,0,0,0,0,0,0,0,2,0,0,0,Food,22-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Al-Qead,القعاد,2913231092,15.93614,43.78673,2015,8,Amanat Al Asimah,Bani Al Harith,1310,12,72,0,0,12,72,6,0,0,0,0,0,0,0,0,7,0,5,0,Food,20-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Al-Cadmi,الكدمي,2913231102,15.93277,43.78022,2015,6,Amran,Amran,2915,12,72,0,0,12,72,6,0,0,0,0,0,0,0,0,12,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Bani Amran,بني عمران,2913231112,15.9369,43.77021,2015,5,Amran,Amran,2915,8,48,0,0,8,48,6,0,0,0,0,0,0,0,0,8,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Bait Jameil,بيت جميل,2913231132,15.90502,43.76718,2015,7,Sana'a,Hamdan,2301,7,42,0,0,7,42,6,0,0,0,0,0,0,0,0,3,0,4,0,Food,23-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Al-Maamerah,المعامره,2913231162,15.89674,43.77993,2015,9,Amanat Al Asimah,Az'zal,1303,8,48,0,0,8,48,6,0,0,0,0,0,0,0,0,4,0,4,0,Food,20-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Bait Al-Dawli,بيت الداولي,2913231182,15.92389,43.77142,2015,6,Amanat Al Asimah,Bani Al Harith,1310,6,36,0,0,6,36,6,0,0,0,0,0,0,0,0,6,0,0,0,Food,20-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Al-Ajeerat,العجيرات,2913231202,15.88544,43.7531,2015,7,Amanat Al Asimah,As Sabain,1305,5,30,0,0,5,30,6,0,0,0,0,0,0,0,0,3,0,2,0,Food,20-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Al-Eshaq,العشاق,2913231212,15.93107,43.79908,2015,7,Sana'a,Arhab,2302,8,48,0,0,8,48,6,0,0,0,0,0,0,0,0,5,0,3,0,Food,20-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Al-Nejd,النجد,2913241092,15.93976,43.74207,2015,5,Amanat Al Asimah,Ath'thaorah,1309,4,24,0,0,4,24,6,0,0,0,0,0,0,0,0,2,0,2,0,Food,20-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Bait Abo Ahmed,بيت ابو احمد,2913241162,15.91363,43.74247,2015,6,Sa'ada,Sa'adah,2215,16,96,0,0,16,96,6,0,0,0,0,0,0,0,0,16,0,0,0,Food,17-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,Bani Qahman,بني قحمان,2913241182,15.90853,43.75293,2015,7,Amran,Amran,2915,12,72,0,0,12,72,6,0,0,0,0,0,0,0,0,12,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,,الخف,2913999001,,,2015,5,Amran,Amran,2915,4,24,0,0,4,24,6,0,0,0,0,0,0,0,0,4,0,0,0,Food,20-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,,الرأس,2913999002,,,2015,6,Amanat Al Asimah,Shu'aub,1302,3,18,0,0,3,18,6,0,0,0,0,0,0,0,0,3,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,,بني احمد,2913999004,,,2015,5,Sana'a,Hamdan,2301,5,30,0,0,5,30,6,0,0,0,0,0,0,0,0,3,0,2,0,Food,23-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,,بيت المرقصي,2913999005,,,2015,5,Amanat Al Asimah,Bani Al Harith,1310,3,18,0,0,3,18,6,0,0,0,0,0,0,0,0,3,0,0,0,Food,17-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,,جبل سيد,2913999007,,,2015,8,Amanat Al Asimah,Bani Al Harith,1310,6,36,0,0,6,36,6,0,0,0,0,0,0,0,0,3,0,3,0,Food,20-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,,ذبيل,2913999008,,,2015,4,Al Hudaydah,Al Mina,1822,6,36,0,0,6,36,6,0,0,0,0,0,0,0,0,6,0,0,0,Access to income,15-Nov-16,7,UNHCR/PMT
Amran,As Sudah,2913,,بيت قيفان,2913999018,,,2015,5,Sa'ada,Sa'adah,2215,3,18,0,0,3,18,6,0,0,0,0,0,0,0,0,3,0,0,0,Household Items (NFI),15-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Al-Sana'anyah,الصنعانيه,2920210012,16.14157,43.97166,2015,4,Sa'ada,Haydan,2208,5,30,0,0,5,30,6,0,0,0,2,0,0,0,0,3,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Al-Mahaser,المهاصر,2920211012,,,2015,5,Sa'ada,Razih,2205,7,42,0,0,7,42,6,0,0,0,4,0,0,0,0,3,0,0,0,Food,19-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Bait Al-Qadhi,بيت القاضي,2920211022,16.17225,43.96695,2015,4,Amanat Al Asimah,Ma'ain,1308,3,18,0,0,3,18,6,0,0,0,1,0,0,0,0,2,0,0,0,Food,16-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Bani Showaitt,بنى شويط,2920211032,16.16445,43.98997,2015,4,Sa'ada,Razih,2205,7,42,0,0,7,42,6,0,0,0,2,0,0,0,0,5,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Bani Nasher,بني ناشر,2920211042,16.15214,43.98396,2015,4,Sa'ada,Sa'adah,2215,9,54,0,0,9,54,6,0,0,0,4,0,0,0,0,5,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Al-Qatarein,القطارين,2920211052,16.18931,43.97477,2015,5,Sa'ada,Razih,2205,5,30,0,0,5,30,6,0,0,0,2,0,0,0,0,3,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Al-Halabah,الحبله,2920211062,16.18183,44.01143,2015,4,Sa'ada,Razih,2205,22,132,0,0,22,132,6,0,0,0,11,0,0,0,0,11,0,0,0,Food,24-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Al-Masra,المصرع,2920211072,16.16776,44.01445,2015,4,Sa'ada,Sa'adah,2215,11,66,0,0,11,66,6,0,0,0,0,7,0,0,0,4,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Al-Mawsem,الموسم,2920211082,16.18851,43.98761,2015,5,Sa'ada,Razih,2205,5,30,0,0,5,30,6,0,0,0,1,0,0,0,0,4,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Bait Al-Jobi,بيت الجوبي,2920211092,16.13209,43.9789,2015,3,Sa'ada,Razih,2205,3,18,0,0,3,18,6,0,0,0,0,0,0,0,0,3,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Al-Qobah,القبه,2920211102,16.16122,43.99913,2015,4,Sa'ada,Sa'adah,2215,25,150,0,0,25,150,6,0,0,0,8,0,0,0,0,17,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Al-Souq (Market),السوق,2920211112,16.14092,43.96817,2015,4,Sa'ada,Sa'adah,2215,4,24,0,0,4,24,6,0,0,0,1,0,0,0,0,3,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Bait Mosaed,بيت مسعد,2920211122,16.15174,43.96543,2015,5,Sa'ada,Haydan,2208,4,24,0,0,4,24,6,0,0,0,1,0,0,0,0,3,0,0,0,Food,24-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Bait Al-Sham,بيت الشام,2920211142,16.14495,43.96308,2015,4,Sa'ada,Sa'adah,2215,4,24,0,0,4,24,6,0,0,0,0,0,0,0,0,4,0,0,0,Food,16-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Bait Al-Hadhwari,بيت الحضوري,2920211202,16.13634,43.97832,2015,4,Taizz,As Silw,1514,8,48,0,0,8,48,6,0,0,0,3,0,0,0,0,5,0,0,0,Food,14-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Bait Mardem,بيت مردم,2920211212,16.13109,43.96729,2015,4,Sa'ada,Razih,2205,3,18,0,0,3,18,6,0,0,0,0,0,0,0,0,3,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Al-Qasem,القاسم,2920221012,16.1396,43.95546,2015,5,Sa'ada,Haydan,2208,21,126,0,0,21,126,6,0,0,0,7,0,0,0,0,14,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Al-Hayfah,الحيفه,2920221042,16.13158,43.92493,2015,5,Amanat Al Asimah,Az'zal,1303,3,18,0,0,3,18,6,0,0,0,0,0,0,0,0,1,2,0,0,Food,21-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Al-Hejrah,الهجره,2920221062,16.15097,43.91224,2015,5,Amanat Al Asimah,Ma'ain,1308,12,72,0,0,12,72,6,0,0,0,5,0,0,0,0,7,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Al-Qohm,القحم,2920221072,16.17863,43.91068,2015,4,Amanat Al Asimah,Ma'ain,1308,22,132,0,0,22,132,6,0,0,0,9,0,0,0,0,13,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Al-Hasawi,الحسوي,2920221082,16.15097,43.90822,2015,5,Amanat Al Asimah,Az'zal,1303,19,114,0,0,19,114,6,0,0,0,4,0,0,0,0,15,0,0,0,Food,16-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Al-Thaeer,المذاعير,2920221092,16.14274,43.90681,2015,4,Amanat Al Asimah,Ma'ain,1308,15,90,0,0,15,90,6,0,0,0,6,0,0,0,0,9,0,0,0,Food,22-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Bani Qabeidhah,بني قبيضه,2920221112,16.16117,43.93774,2015,5,Amanat Al Asimah,Ath'thaorah,1309,11,66,0,0,11,66,6,0,0,0,3,0,0,0,0,8,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Bait Abo Salaah,بيت ابوصلاح,2920221142,16.16747,43.96323,2015,3,Amanat Al Asimah,Ath'thaorah,1309,14,84,0,0,14,84,6,0,0,0,5,0,0,0,0,9,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Bani Rasheed,بني رشيد,2920221152,16.19003,43.95702,2015,4,Amanat Al Asimah,Az'zal,1303,14,84,0,0,14,84,6,0,0,0,5,0,0,0,0,9,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Bait Abo Farae,بيت ابوفارع,2920221162,16.19809,43.94816,2015,3,Amanat Al Asimah,Shu'aub,1302,14,84,0,0,14,84,6,0,0,0,2,0,0,0,0,12,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Al-Hazeez,الحزيز,2920221172,16.12986,43.87337,2015,3,Amanat Al Asimah,Shu'aub,1302,8,48,0,0,8,48,6,0,0,0,2,0,0,0,0,6,0,0,0,Food,16-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Bait Al-Khebat,بيت الخباط,2920221192,16.1426,43.90134,2015,5,Amanat Al Asimah,Az'zal,1303,9,54,0,0,9,54,6,0,0,0,4,0,0,0,0,5,0,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Bait Shabeel,بيت شبيل,2920231032,16.08419,44.04077,2015,4,Amanat Al Asimah,Az'zal,1303,3,18,0,0,3,18,6,0,0,0,0,0,0,0,0,3,0,0,0,Food,24-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Radhah,راضه,2920231052,16.06136,44.05318,2015,5,Amanat Al Asimah,Bani Al Harith,1310,12,72,0,0,12,72,6,0,0,0,0,0,0,0,0,7,5,0,0,Food,17-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Bani Heidan,بنى حيدان,2920231062,16.05166,44.05197,2015,4,Amanat Al Asimah,Ath'thaorah,1309,15,90,0,0,15,90,6,0,0,0,0,0,0,0,0,7,8,0,0,Food,17-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Al-Sabee'e,السبيع,2920231082,16.10544,44.03965,2015,5,Amanat Al Asimah,Az'zal,1303,12,72,0,0,12,72,6,0,0,0,0,0,0,0,0,10,2,0,0,Food,17-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Bani Hawmi,بني حومي,2920231102,16.13648,44.04129,2015,5,Amanat Al Asimah,Ath'thaorah,1309,10,60,0,0,10,60,6,0,0,0,0,0,0,0,0,6,4,0,0,Food,17-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Bani Mesmar,بنى مسمار,2920231122,16.11821,44.01232,2015,4,Amanat Al Asimah,Bani Al Harith,1310,4,24,0,0,4,24,6,0,0,0,0,0,0,0,0,2,2,0,0,Food,24-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Bait Ateefah,بيت عطيفه,2920231142,16.12034,44.00312,2015,5,Sa'ada,Sa'adah,2215,2,12,0,0,2,12,6,0,0,0,0,0,0,0,0,2,0,0,0,Food,17-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Qarfan,قرفان,2920231152,16.13056,43.97903,2015,4,Sa'ada,Sa'adah,2215,16,96,0,0,16,96,6,0,0,0,0,0,0,0,0,7,9,0,0,Food,15-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Al-Cawlah,الكوله,2920231172,16.06011,44.0065,2015,4,Amanat Al Asimah,Ath'thaorah,1309,15,90,0,0,15,90,6,0,0,0,0,0,0,0,0,8,7,0,0,Food,17-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Gheil Al-Qosham,غيل القشام,2920231182,16.11948,43.98039,2015,4,Amanat Al Asimah,Ath'thaorah,1309,8,48,0,0,8,48,6,0,0,0,0,0,0,0,0,4,4,0,0,Food,17-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Al-Bashah,الباشه,2920231192,16.11815,44.00148,2015,5,Amanat Al Asimah,Ath'thaorah,1309,2,12,0,0,2,12,6,0,0,0,0,0,0,0,0,1,1,0,0,Food,21-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Al-Jadoum,الجدوم,2920241042,16.08967,43.9147,2015,10,Amanat Al Asimah,Az'zal,1303,12,72,0,0,12,72,6,0,0,0,0,0,0,0,0,12,0,0,0,Food,21-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Al-Masbh,المسبح,2920241062,16.10903,43.95668,2015,4,Amanat Al Asimah,Az'zal,1303,20,120,0,0,20,120,6,0,0,0,0,0,0,0,0,11,9,0,0,Food,24-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Al-Henkah,الحنكه,2920241072,16.10069,43.96237,2015,4,Amanat Al Asimah,Ath'thaorah,1309,10,60,0,0,10,60,6,0,0,0,0,0,0,0,0,7,3,0,0,Food,21-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Al-Darb,الدرب,2920251032,16.08671,43.98825,2015,4,Sa'ada,Razih,2205,20,120,0,0,20,120,6,11,0,0,0,0,0,0,0,5,4,0,0,Food,17-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Al-Afeirah,العفيرة,2920251052,16.11244,43.9705,2015,5,Amanat Al Asimah,Ath'thaorah,1309,6,36,0,0,6,36,6,0,0,0,0,0,0,0,0,6,0,0,0,Food,17-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Jamdan,جمدان,2920251062,16.08655,43.97449,2015,4,Amanat Al Asimah,Ath'thaorah,1309,20,120,0,0,20,120,6,0,0,0,0,0,0,0,0,12,8,0,0,Food,17-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Bani Wahas,بنى وهاس,2920251072,,,2015,4,Amanat Al Asimah,Ath'thaorah,1309,5,30,0,0,5,30,6,0,0,0,0,0,0,0,0,5,0,0,0,Food,24-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Al-Badw,البدو,2920251082,16.07348,43.98665,2015,4,Amanat Al Asimah,Az'zal,1303,12,72,0,0,12,72,6,0,0,0,0,0,0,0,0,7,5,0,0,Food,17-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,Bait Al Muqbel,بيت ال مقبل,2920251102,16.07733,43.98322,2015,5,Amanat Al Asimah,Ma'ain,1308,1,6,0,0,1,6,6,0,0,0,0,0,0,0,0,1,0,0,0,Food,17-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,,بيت العرق,2920999003,,,2015,4,Amanat Al Asimah,Bani Al Harith,1310,8,48,0,0,8,48,6,0,0,0,0,2,0,0,0,6,0,0,0,Food,23-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,,بيت شالف,2920999004,,,2015,3,Amanat Al Asimah,Az'zal,1303,6,36,0,0,6,36,6,0,0,0,2,0,0,0,0,4,0,0,0,Food,16-Nov-16,7,UNHCR/PMT
Amran,Bani Suraim,2920,,بيت غلاب,2920999005,,,2015,4,Amanat Al Asimah,Az'zal,1303,6,36,0,0,6,36,6,0,0,0,0,0,0,0,0,4,2,0,0,Food,21-Nov-16,7,UNHCR/PMT
