"Destination","Origin","Flow","Date","DataDate","DestFood","DestFuel","OrigFood","OrigFuel","DestConflict3","OrigConflict3","DestConflict","OrigConflict","OrigLon","OrigLat","DestLon","DestLat","dist"
"Abyan","Abyan",72,Mar 2015,Dec 2014,250,150,250,150,0.346701202559683,0.346701202559683,3.55213809696849,3.55213809696849,46.05632,13.63434,46.05632,13.63434,0
"Abyan","Abyan",612,Apr 2015,Jan 2015,225,150,225,150,2.66173895963271,2.66173895963271,1.94941964976409,1.94941964976409,46.05632,13.63434,46.05632,13.63434,0
"Abyan","Abyan",120,May 2015,Feb 2015,212.5,150,212.5,150,0.346701202559683,0.346701202559683,1.41518016736262,1.41518016736262,46.05632,13.63434,46.05632,13.63434,0
"Abyan","Abyan",48,Jun 2015,Mar 2015,228.75,206.25,228.75,206.25,3.55213809696849,3.55213809696849,0.524781030026838,0.524781030026838,46.05632,13.63434,46.05632,13.63434,0
"Abyan","Abyan",66,Jul 2015,Apr 2015,252.5,496.25,252.5,496.25,1.94941964976409,1.94941964976409,-0.00945845237462912,-0.00945845237462912,46.05632,13.63434,46.05632,13.63434,0
"Abyan","Abyan",90,Aug 2015,May 2015,270,907.5,270,907.5,1.41518016736262,1.41518016736262,-0.00945845237462912,-0.00945845237462912,46.05632,13.63434,46.05632,13.63434,0
"Abyan","Abyan",18,Dec 2015,Sep 2015,275,562.5,275,562.5,0.702860857493994,0.702860857493994,0.346701202559683,0.346701202559683,46.05632,13.63434,46.05632,13.63434,0
"Abyan","Abyan",30,Jan 2017,Oct 2016,306.5,185,306.5,185,-0.721777762243253,-0.721777762243253,-0.126169480179153,-0.126169480179153,46.05632,13.63434,46.05632,13.63434,0
"Abyan","Abyan",18,Feb 2017,Nov 2016,301.5,185,301.5,185,-0.543697934776097,-0.543697934776097,-0.178892816030553,-0.178892816030553,46.05632,13.63434,46.05632,13.63434,0
"Abyan","Abyan",198,Mar 2017,Dec 2016,270,190,270,190,-0.543697934776097,-0.543697934776097,-0.178892816030553,-0.178892816030553,46.05632,13.63434,46.05632,13.63434,0
"Abyan","Abyan",24,May 2017,Feb 2017,250.5,329,250.5,329,-0.178892816030553,-0.178892816030553,-0.653402838693155,-0.653402838693155,46.05632,13.63434,46.05632,13.63434,0
"Abyan","Abyan",30,Jun 2017,Mar 2017,225,221,225,221,-0.178892816030553,-0.178892816030553,-0.627041170767455,-0.627041170767455,46.05632,13.63434,46.05632,13.63434,0
"Abyan","Abyan",66,Jul 2017,Apr 2017,258,195,258,195,-0.416147827361854,-0.416147827361854,-0.600679502841755,-0.600679502841755,46.05632,13.63434,46.05632,13.63434,0
"Abyan","Aden",126,Mar 2015,Dec 2014,250,150,235,150,0.346701202559683,0.346701202559683,3.55213809696849,3.55213809696849,45.0187,12.7855,46.05632,13.63434,146880.035893542
"Abyan","Aden",834,Apr 2015,Jan 2015,225,150,225,150,2.66173895963271,2.66173895963271,1.94941964976409,1.94941964976409,45.0187,12.7855,46.05632,13.63434,146880.035893542
"Abyan","Aden",192,May 2015,Feb 2015,212.5,150,196.25,150,0.346701202559683,0.346701202559683,1.41518016736262,1.41518016736262,45.0187,12.7855,46.05632,13.63434,146880.035893542
"Abyan","Aden",102,Jun 2015,Mar 2015,228.75,206.25,227.5,202.5,3.55213809696849,3.55213809696849,0.524781030026838,0.524781030026838,45.0187,12.7855,46.05632,13.63434,146880.035893542
"Abyan","Aden",42,Jul 2015,Apr 2015,252.5,496.25,257.5,540,1.94941964976409,1.94941964976409,-0.00945845237462912,-0.00945845237462912,45.0187,12.7855,46.05632,13.63434,146880.035893542
"Abyan","Aden",132,Aug 2015,May 2015,270,907.5,410,1315,1.41518016736262,1.41518016736262,-0.00945845237462912,0.168621375092527,45.0187,12.7855,46.05632,13.63434,146880.035893542
"Abyan","Aden",6,May 2017,Feb 2017,250.5,329,321.5,343,-0.178892816030553,-0.363424491510454,-0.653402838693155,-0.178892816030553,45.0187,12.7855,46.05632,13.63434,146880.035893542
"Abyan","Al Bayda",30,Mar 2015,Dec 2014,250,150,250,150,0.346701202559683,0.346701202559683,3.55213809696849,3.55213809696849,45.5771,13.9889,46.05632,13.63434,65126.6925131465
"Abyan","Al Bayda",270,Apr 2015,Jan 2015,225,150,225,150,2.66173895963271,2.66173895963271,1.94941964976409,1.94941964976409,45.5771,13.9889,46.05632,13.63434,65126.6925131465
"Abyan","Al Bayda",144,May 2015,Feb 2015,212.5,150,212.5,150,0.346701202559683,0.346701202559683,1.41518016736262,1.41518016736262,45.5771,13.9889,46.05632,13.63434,65126.6925131465
"Abyan","Al Bayda",54,Jul 2015,Apr 2015,252.5,496.25,252.5,496.25,1.94941964976409,1.94941964976409,-0.00945845237462912,-0.00945845237462912,45.5771,13.9889,46.05632,13.63434,65126.6925131465
"Abyan","Al Bayda",318,Aug 2015,May 2015,270,907.5,270,907.5,1.41518016736262,1.41518016736262,-0.00945845237462912,0.168621375092527,45.5771,13.9889,46.05632,13.63434,65126.6925131465
"Abyan","Al Bayda",48,Jan 2017,Oct 2016,306.5,185,300.5,190,-0.721777762243253,-0.543697934776097,-0.126169480179153,0.0583621953007479,45.5771,13.9889,46.05632,13.63434,65126.6925131465
"Abyan","Al Bayda",72,Feb 2017,Nov 2016,301.5,185,304.5,245,-0.543697934776097,-0.721777762243253,-0.178892816030553,0.0583621953007479,45.5771,13.9889,46.05632,13.63434,65126.6925131465
"Abyan","Al Bayda",6,Mar 2017,Dec 2016,270,190,294,244,-0.543697934776097,-0.543697934776097,-0.178892816030553,0.137447199077848,45.5771,13.9889,46.05632,13.63434,65126.6925131465
"Abyan","Al Bayda",12,May 2017,Feb 2017,250.5,329,286.5,278,-0.178892816030553,0.0583621953007479,-0.653402838693155,-0.231616151881953,45.5771,13.9889,46.05632,13.63434,65126.6925131465
"Abyan","Al Bayda",48,Jun 2017,Mar 2017,225,221,246.5,240,-0.178892816030553,0.137447199077848,-0.627041170767455,-0.0734461443277527,45.5771,13.9889,46.05632,13.63434,65126.6925131465
"Abyan","Al Bayda",30,Jul 2017,Apr 2017,258,195,264,223,-0.416147827361854,-0.0998078122534528,-0.600679502841755,-0.257977819807654,45.5771,13.9889,46.05632,13.63434,65126.6925131465
"Abyan","Al Hudaydah",24,Mar 2015,Dec 2014,250,150,255,150,0.346701202559683,0.346701202559683,3.55213809696849,3.55213809696849,42.97088,14.79091,46.05632,13.63434,356973.580558879
"Abyan","Al Hudaydah",138,Apr 2015,Jan 2015,225,150,210,150,2.66173895963271,2.48365913216555,1.94941964976409,1.94941964976409,42.97088,14.79091,46.05632,13.63434,356973.580558879
"Abyan","Al Hudaydah",18,May 2015,Feb 2015,212.5,150,195,150,0.346701202559683,0.346701202559683,1.41518016736262,1.41518016736262,42.97088,14.79091,46.05632,13.63434,356973.580558879
"Abyan","Al Hudaydah",216,Aug 2015,May 2015,270,907.5,240,750,1.41518016736262,1.41518016736262,-0.00945845237462912,-0.00945845237462912,42.97088,14.79091,46.05632,13.63434,356973.580558879
"Abyan","Al Hudaydah",1260,Oct 2015,Jul 2015,271.25,725,278.75,650,-0.00945845237462912,0.168621375092527,-0.00945845237462912,-0.00945845237462912,42.97088,14.79091,46.05632,13.63434,356973.580558879
"Abyan","Al Hudaydah",12,Dec 2015,Sep 2015,275,562.5,350,700,0.702860857493994,0.524781030026838,0.346701202559683,0.346701202559683,42.97088,14.79091,46.05632,13.63434,356973.580558879
"Abyan","Al Hudaydah",6,Nov 2016,Aug 2016,275,193,249,260,-0.543697934776097,-0.543697934776097,-0.543697934776097,-0.721777762243253,42.97088,14.79091,46.05632,13.63434,356973.580558879
"Abyan","Al Hudaydah",18,Dec 2016,Sep 2016,300,185,296.5,210,-0.365618107308941,-0.543697934776097,-0.543697934776097,-0.543697934776097,42.97088,14.79091,46.05632,13.63434,356973.580558879
"Abyan","Al Hudaydah",288,Feb 2017,Nov 2016,301.5,185,309,286,-0.543697934776097,-0.721777762243253,-0.178892816030553,1.45553059536285,42.97088,14.79091,46.05632,13.63434,356973.580558879
"Abyan","Al Hudaydah",24,May 2017,Feb 2017,250.5,329,275,300,-0.178892816030553,1.45553059536285,-0.653402838693155,-0.495232831138955,42.97088,14.79091,46.05632,13.63434,356973.580558879
"Abyan","Amanat Al Asimah",84,Mar 2015,Dec 2014,250,150,245,150,0.346701202559683,0.168621375092527,3.55213809696849,3.55213809696849,44.22894,15.43293,46.05632,13.63434,280817.056547301
"Abyan","Amanat Al Asimah",510,Apr 2015,Jan 2015,225,150,225,150,2.66173895963271,2.48365913216555,1.94941964976409,2.12749947723124,44.22894,15.43293,46.05632,13.63434,280817.056547301
"Abyan","Amanat Al Asimah",162,May 2015,Feb 2015,212.5,150,222.5,150,0.346701202559683,0.346701202559683,1.41518016736262,1.23710033989546,44.22894,15.43293,46.05632,13.63434,280817.056547301
"Abyan","Amanat Al Asimah",36,Jun 2015,Mar 2015,228.75,206.25,235,190,3.55213809696849,3.55213809696849,0.524781030026838,0.524781030026838,44.22894,15.43293,46.05632,13.63434,280817.056547301
"Abyan","Amanat Al Asimah",54,Jul 2015,Apr 2015,252.5,496.25,257.5,475,1.94941964976409,2.12749947723124,-0.00945845237462912,0.168621375092527,44.22894,15.43293,46.05632,13.63434,280817.056547301
"Abyan","Amanat Al Asimah",300,Aug 2015,May 2015,270,907.5,280,275,1.41518016736262,1.23710033989546,-0.00945845237462912,-0.00945845237462912,44.22894,15.43293,46.05632,13.63434,280817.056547301
"Abyan","Amanat Al Asimah",30,Sep 2015,Jun 2015,285,926.25,300,272,0.524781030026838,0.524781030026838,0.702860857493994,0.524781030026838,44.22894,15.43293,46.05632,13.63434,280817.056547301
"Abyan","Amanat Al Asimah",18,Dec 2015,Sep 2015,275,562.5,250,625,0.702860857493994,0.524781030026838,0.346701202559683,0.346701202559683,44.22894,15.43293,46.05632,13.63434,280817.056547301
"Abyan","Amanat Al Asimah",24,Nov 2016,Aug 2016,275,193,250,190,-0.543697934776097,-0.543697934776097,-0.543697934776097,-0.721777762243253,44.22894,15.43293,46.05632,13.63434,280817.056547301
"Abyan","Amanat Al Asimah",6,Mar 2017,Dec 2016,270,190,275,214,-0.543697934776097,-0.543697934776097,-0.178892816030553,-0.284339487733354,44.22894,15.43293,46.05632,13.63434,280817.056547301
"Abyan","Amanat Al Asimah",66,Jun 2017,Mar 2017,225,221,242.5,243,-0.178892816030553,-0.284339487733354,-0.627041170767455,-0.337062823584754,44.22894,15.43293,46.05632,13.63434,280817.056547301
"Abyan","Amanat Al Asimah",30,Jul 2017,Apr 2017,258,195,274,225,-0.416147827361854,-0.0470844764020526,-0.600679502841755,-0.389786159436154,44.22894,15.43293,46.05632,13.63434,280817.056547301
"Abyan","Hajjah",12,Aug 2015,May 2015,270,907.5,260,940,1.41518016736262,1.23710033989546,-0.00945845237462912,-0.00945845237462912,43.60393,15.70304,46.05632,13.63434,350387.3922211
"Abyan","Ibb",60,Mar 2015,Dec 2014,250,150,250,150,0.346701202559683,0.168621375092527,3.55213809696849,3.55213809696849,44.16253,13.97209,46.05632,13.63434,208150.517992759
"Abyan","Ibb",120,Apr 2015,Jan 2015,225,150,225,150,2.66173895963271,2.48365913216555,1.94941964976409,2.12749947723124,44.16253,13.97209,46.05632,13.63434,208150.517992759
"Abyan","Ibb",36,Aug 2015,May 2015,270,907.5,270,907.5,1.41518016736262,1.23710033989546,-0.00945845237462912,-0.00945845237462912,44.16253,13.97209,46.05632,13.63434,208150.517992759
"Abyan","Lahj",60,Mar 2015,Dec 2014,250,150,250,150,0.346701202559683,0.168621375092527,3.55213809696849,3.55213809696849,44.85055,13.14896,46.05632,13.63434,141313.262785593
"Abyan","Lahj",114,Apr 2015,Jan 2015,225,150,225,150,2.66173895963271,2.48365913216555,1.94941964976409,2.12749947723124,44.85055,13.14896,46.05632,13.63434,141313.262785593
"Abyan","Lahj",24,May 2015,Feb 2015,212.5,150,212.5,150,0.346701202559683,0.346701202559683,1.41518016736262,1.23710033989546,44.85055,13.14896,46.05632,13.63434,141313.262785593
"Abyan","Lahj",42,Jul 2015,Apr 2015,252.5,496.25,252.5,496.25,1.94941964976409,2.12749947723124,-0.00945845237462912,0.168621375092527,44.85055,13.14896,46.05632,13.63434,141313.262785593
"Abyan","Lahj",60,Aug 2015,May 2015,270,907.5,270,907.5,1.41518016736262,1.23710033989546,-0.00945845237462912,-0.00945845237462912,44.85055,13.14896,46.05632,13.63434,141313.262785593
"Abyan","Sana'a",120,Apr 2015,Jan 2015,225,150,225,150,2.66173895963271,2.48365913216555,1.94941964976409,1.94941964976409,44.191,15.3694,46.05632,13.63434,278773.750666474
"Abyan","Sana'a",66,Jun 2015,Mar 2015,228.75,206.25,228.75,206.25,3.55213809696849,3.55213809696849,0.524781030026838,0.524781030026838,44.191,15.3694,46.05632,13.63434,278773.750666474
"Abyan","Shabwah",12,Mar 2015,Dec 2014,250,150,250,150,0.346701202559683,0.168621375092527,3.55213809696849,3.55213809696849,46.51626,14.75463,46.05632,13.63434,134225.028638981
"Abyan","Shabwah",24,May 2015,Feb 2015,212.5,150,212.5,150,0.346701202559683,0.524781030026838,1.41518016736262,1.23710033989546,46.51626,14.75463,46.05632,13.63434,134225.028638981
"Abyan","Shabwah",12,Jun 2015,Mar 2015,228.75,206.25,228.75,206.25,3.55213809696849,3.55213809696849,0.524781030026838,0.524781030026838,46.51626,14.75463,46.05632,13.63434,134225.028638981
"Abyan","Shabwah",12,Aug 2015,May 2015,270,907.5,270,907.5,1.41518016736262,1.23710033989546,-0.00945845237462912,-0.00945845237462912,46.51626,14.75463,46.05632,13.63434,134225.028638981
"Abyan","Shabwah",36,Feb 2017,Nov 2016,301.5,185,311.5,231,-0.543697934776097,-0.543697934776097,-0.178892816030553,-0.468871163213254,46.51626,14.75463,46.05632,13.63434,134225.028638981
"Abyan","Taizz",1818,Mar 2015,Dec 2014,250,150,250,150,0.346701202559683,0.168621375092527,3.55213809696849,3.55213809696849,44.0178,13.57759,46.05632,13.63434,220648.446155837
"Abyan","Taizz",2070,Apr 2015,Jan 2015,225,150,225,150,2.66173895963271,2.66173895963271,1.94941964976409,1.94941964976409,44.0178,13.57759,46.05632,13.63434,220648.446155837
"Abyan","Taizz",90,May 2015,Feb 2015,212.5,150,212.5,150,0.346701202559683,0.346701202559683,1.41518016736262,1.23710033989546,44.0178,13.57759,46.05632,13.63434,220648.446155837
"Abyan","Taizz",108,Jul 2015,Apr 2015,252.5,496.25,252.5,496.25,1.94941964976409,1.94941964976409,-0.00945845237462912,-0.00945845237462912,44.0178,13.57759,46.05632,13.63434,220648.446155837
"Abyan","Taizz",696,Aug 2015,May 2015,270,907.5,270,907.5,1.41518016736262,1.23710033989546,-0.00945845237462912,-0.00945845237462912,44.0178,13.57759,46.05632,13.63434,220648.446155837
"Abyan","Taizz",60,Sep 2015,Jun 2015,285,926.25,285,926.25,0.524781030026838,0.702860857493994,0.702860857493994,0.702860857493994,44.0178,13.57759,46.05632,13.63434,220648.446155837
"Abyan","Taizz",36,Oct 2015,Jul 2015,271.25,725,271.25,725,-0.00945845237462912,-0.00945845237462912,-0.00945845237462912,-0.00945845237462912,44.0178,13.57759,46.05632,13.63434,220648.446155837
"Abyan","Taizz",60,Dec 2015,Sep 2015,275,562.5,275,562.5,0.702860857493994,0.702860857493994,0.346701202559683,0.168621375092527,44.0178,13.57759,46.05632,13.63434,220648.446155837
"Abyan","Taizz",6,Nov 2016,Aug 2016,275,193,314,331,-0.543697934776097,-0.543697934776097,-0.543697934776097,-0.543697934776097,44.0178,13.57759,46.05632,13.63434,220648.446155837
"Abyan","Taizz",1200,Jan 2017,Oct 2016,306.5,185,369,300,-0.721777762243253,-0.721777762243253,-0.126169480179153,4.11805905585857,44.0178,13.57759,46.05632,13.63434,220648.446155837
"Abyan","Taizz",924,Feb 2017,Nov 2016,301.5,185,365.5,300,-0.543697934776097,-0.543697934776097,-0.178892816030553,3.11631567468196,44.0178,13.57759,46.05632,13.63434,220648.446155837
"Abyan","Taizz",546,Mar 2017,Dec 2016,270,190,325.5,315,-0.543697934776097,-0.721777762243253,-0.178892816030553,3.35357068601326,44.0178,13.57759,46.05632,13.63434,220648.446155837
"Abyan","Taizz",192,Jul 2017,Apr 2017,258,195,287.5,300,-0.416147827361854,3.88080404452726,-0.600679502841755,2.77361399164786,44.0178,13.57759,46.05632,13.63434,220648.446155837
"Aden","Abyan",498,Sep 2015,Jun 2015,452,1362.5,285,926.25,0.524781030026838,0.524781030026838,0.524781030026838,0.702860857493994,46.05632,13.63434,45.0187,12.7855,146880.035893542
"Aden","Abyan",204,Dec 2015,Sep 2015,300,350,275,562.5,0.524781030026838,0.702860857493994,0.346701202559683,0.346701202559683,46.05632,13.63434,45.0187,12.7855,146880.035893542
"Aden","Abyan",276,Jan 2016,Oct 2015,335,369,342.5,603.25,-0.00945845237462912,-0.00945845237462912,-0.365618107308941,-0.365618107308941,46.05632,13.63434,45.0187,12.7855,146880.035893542
"Aden","Abyan",42,Feb 2016,Nov 2015,383,399,391.5,618.75,-0.00945845237462912,-0.00945845237462912,0.168621375092527,0.168621375092527,46.05632,13.63434,45.0187,12.7855,146880.035893542
"Aden","Abyan",78,Mar 2016,Dec 2015,359,156.5,366,301.75,0.346701202559683,0.346701202559683,-0.721777762243253,-0.721777762243253,46.05632,13.63434,45.0187,12.7855,146880.035893542
"Aden","Abyan",12,Jul 2016,Apr 2016,225,150,250,223.25,-0.365618107308941,-0.365618107308941,-0.543697934776097,-0.543697934776097,46.05632,13.63434,45.0187,12.7855,146880.035893542
"Aden","Abyan",1440,Aug 2016,May 2016,240,179.5,266.5,292.75,-0.365618107308941,-0.365618107308941,-0.543697934776097,-0.543697934776097,46.05632,13.63434,45.0187,12.7855,146880.035893542
"Aden","Abyan",66,Oct 2016,Jul 2016,250,201.5,263,310,-0.543697934776097,-0.543697934776097,-0.721777762243253,-0.721777762243253,46.05632,13.63434,45.0187,12.7855,146880.035893542
"Aden","Aden",246,Sep 2015,Jun 2015,452,1362.5,452,1362.5,0.524781030026838,0.524781030026838,0.524781030026838,0.524781030026838,45.0187,12.7855,45.0187,12.7855,0
"Aden","Aden",12,Oct 2015,Jul 2015,455,983.75,455,983.75,-0.00945845237462912,-0.00945845237462912,-0.00945845237462912,-0.00945845237462912,45.0187,12.7855,45.0187,12.7855,0
"Aden","Aden",12,Jul 2016,Apr 2016,225,150,225,150,-0.365618107308941,-0.365618107308941,-0.543697934776097,-0.543697934776097,45.0187,12.7855,45.0187,12.7855,0
"Aden","Aden",1950,Aug 2016,May 2016,240,179.5,240,179.5,-0.365618107308941,-0.365618107308941,-0.543697934776097,-0.543697934776097,45.0187,12.7855,45.0187,12.7855,0
"Aden","Aden",6,Sep 2016,Jun 2016,243,209.5,243,209.5,-0.899857589710408,-0.899857589710408,-0.365618107308941,-0.365618107308941,45.0187,12.7855,45.0187,12.7855,0
"Aden","Aden",18,Oct 2016,Jul 2016,250,201.5,250,201.5,-0.543697934776097,-0.543697934776097,-0.721777762243253,-0.721777762243253,45.0187,12.7855,45.0187,12.7855,0
"Aden","Al Bayda",1074,Sep 2015,Jun 2015,452,1362.5,285,926.25,0.524781030026838,0.524781030026838,0.524781030026838,0.524781030026838,45.5771,13.9889,45.0187,12.7855,146977.744516387
"Aden","Al Bayda",222,Oct 2015,Jul 2015,455,983.75,271.25,725,-0.00945845237462912,-0.00945845237462912,-0.00945845237462912,-0.00945845237462912,45.5771,13.9889,45.0187,12.7855,146977.744516387
"Aden","Al Bayda",1182,Dec 2015,Sep 2015,300,350,275,562.5,0.524781030026838,0.524781030026838,0.346701202559683,0.346701202559683,45.5771,13.9889,45.0187,12.7855,146977.744516387
"Aden","Al Bayda",984,Jan 2016,Oct 2015,335,369,342.5,603.25,-0.00945845237462912,-0.00945845237462912,-0.365618107308941,-0.365618107308941,45.5771,13.9889,45.0187,12.7855,146977.744516387
"Aden","Al Bayda",84,Feb 2016,Nov 2015,383,399,391.5,618.75,-0.00945845237462912,-0.00945845237462912,0.168621375092527,0.168621375092527,45.5771,13.9889,45.0187,12.7855,146977.744516387
"Aden","Al Bayda",210,Mar 2016,Dec 2015,359,156.5,366,301.75,0.346701202559683,0.346701202559683,-0.721777762243253,-0.543697934776097,45.5771,13.9889,45.0187,12.7855,146977.744516387
"Aden","Al Bayda",3972,Aug 2016,May 2016,240,179.5,266.5,292.75,-0.365618107308941,-0.365618107308941,-0.543697934776097,-0.543697934776097,45.5771,13.9889,45.0187,12.7855,146977.744516387
"Aden","Al Bayda",48,Oct 2016,Jul 2016,250,201.5,294,309,-0.543697934776097,-0.365618107308941,-0.721777762243253,-0.543697934776097,45.5771,13.9889,45.0187,12.7855,146977.744516387
"Aden","Al Dhale'e",90,Sep 2015,Jun 2015,452,1362.5,285,926.25,0.524781030026838,0.524781030026838,0.524781030026838,0.524781030026838,44.77564,13.80498,45.0187,12.7855,116502.722160137
"Aden","Al Dhale'e",72,Oct 2015,Jul 2015,455,983.75,271.25,725,-0.00945845237462912,0.168621375092527,-0.00945845237462912,-0.00945845237462912,44.77564,13.80498,45.0187,12.7855,116502.722160137
"Aden","Al Dhale'e",18,Mar 2016,Dec 2015,359,156.5,366,301.75,0.346701202559683,0.346701202559683,-0.721777762243253,-0.543697934776097,44.77564,13.80498,45.0187,12.7855,116502.722160137
"Aden","Al Dhale'e",750,Aug 2016,May 2016,240,179.5,266.5,292.75,-0.365618107308941,-0.365618107308941,-0.543697934776097,-0.543697934776097,44.77564,13.80498,45.0187,12.7855,116502.722160137
"Aden","Al Hudaydah",72,Feb 2015,Nov 2014,225,150,250,150,-0.365618107308941,-0.365618107308941,0.346701202559683,0.346701202559683,42.97088,14.79091,45.0187,12.7855,314396.843072014
"Aden","Al Hudaydah",126,Aug 2015,May 2015,410,1315,240,750,1.41518016736262,1.41518016736262,0.168621375092527,-0.00945845237462912,42.97088,14.79091,45.0187,12.7855,314396.843072014
"Aden","Al Hudaydah",54,Sep 2015,Jun 2015,452,1362.5,265,787.5,0.524781030026838,0.524781030026838,0.524781030026838,0.524781030026838,42.97088,14.79091,45.0187,12.7855,314396.843072014
"Aden","Al Hudaydah",294,Dec 2015,Sep 2015,300,350,350,700,0.524781030026838,0.524781030026838,0.346701202559683,0.346701202559683,42.97088,14.79091,45.0187,12.7855,314396.843072014
"Aden","Al Hudaydah",138,Jan 2016,Oct 2015,335,369,350,694,-0.00945845237462912,-0.00945845237462912,-0.365618107308941,-0.187538279841785,42.97088,14.79091,45.0187,12.7855,314396.843072014
"Aden","Al Hudaydah",90,Feb 2016,Nov 2015,383,399,400,668.5,-0.00945845237462912,-0.00945845237462912,0.168621375092527,-0.00945845237462912,42.97088,14.79091,45.0187,12.7855,314396.843072014
"Aden","Al Hudaydah",642,Mar 2016,Dec 2015,359,156.5,330,291,0.346701202559683,0.346701202559683,-0.721777762243253,-0.543697934776097,42.97088,14.79091,45.0187,12.7855,314396.843072014
"Aden","Al Hudaydah",1686,Aug 2016,May 2016,240,179.5,259,306,-0.365618107308941,-0.365618107308941,-0.543697934776097,-0.543697934776097,42.97088,14.79091,45.0187,12.7855,314396.843072014
"Aden","Al Hudaydah",6,Oct 2016,Jul 2016,250,201.5,319,349,-0.543697934776097,-0.365618107308941,-0.721777762243253,-0.543697934776097,42.97088,14.79091,45.0187,12.7855,314396.843072014
"Aden","Al Hudaydah",594,Feb 2017,Nov 2016,306.5,239.5,309,286,-0.543697934776097,-0.721777762243253,-0.363424491510454,1.45553059536285,42.97088,14.79091,45.0187,12.7855,314396.843072014
"Aden","Al Mahwit",18,Feb 2017,Nov 2016,306.5,239.5,314,240,-0.543697934776097,-0.721777762243253,-0.363424491510454,-0.627041170767455,43.54627,15.46878,45.0187,12.7855,338353.311930984
"Aden","Amanat Al Asimah",18,Feb 2015,Nov 2014,225,150,250,150,-0.365618107308941,-0.187538279841785,0.346701202559683,0.346701202559683,44.22894,15.43293,45.0187,12.7855,306794.124782037
"Aden","Amanat Al Asimah",120,Sep 2015,Jun 2015,452,1362.5,300,272,0.524781030026838,0.524781030026838,0.524781030026838,0.524781030026838,44.22894,15.43293,45.0187,12.7855,306794.124782037
"Aden","Dhamar",6,Mar 2016,Dec 2015,359,156.5,366,301.75,0.346701202559683,0.346701202559683,-0.721777762243253,-0.543697934776097,44.40873,14.54554,45.0187,12.7855,206736.944274138
"Aden","Dhamar",12,Feb 2017,Nov 2016,306.5,239.5,300,190,-0.543697934776097,-0.721777762243253,-0.363424491510454,-0.363424491510454,44.40873,14.54554,45.0187,12.7855,206736.944274138
"Aden","Ibb",6,Feb 2015,Nov 2014,225,150,250,150,-0.365618107308941,-0.365618107308941,0.346701202559683,0.346701202559683,44.16253,13.97209,45.0187,12.7855,161384.342032525
"Aden","Ibb",6,Aug 2015,May 2015,410,1315,270,907.5,1.41518016736262,1.23710033989546,0.168621375092527,-0.00945845237462912,44.16253,13.97209,45.0187,12.7855,161384.342032525
"Aden","Ibb",36,Dec 2015,Sep 2015,300,350,275,562.5,0.524781030026838,0.524781030026838,0.346701202559683,0.168621375092527,44.16253,13.97209,45.0187,12.7855,161384.342032525
"Aden","Ibb",18,Feb 2017,Nov 2016,306.5,239.5,262.5,264,-0.543697934776097,-0.721777762243253,-0.363424491510454,-0.416147827361854,44.16253,13.97209,45.0187,12.7855,161384.342032525
"Aden","Lahj",96,Sep 2015,Jun 2015,452,1362.5,285,926.25,0.524781030026838,0.524781030026838,0.524781030026838,0.524781030026838,44.85055,13.14896,45.0187,12.7855,44381.9794383809
"Aden","Lahj",960,Dec 2015,Sep 2015,300,350,275,562.5,0.524781030026838,0.524781030026838,0.346701202559683,0.168621375092527,44.85055,13.14896,45.0187,12.7855,44381.9794383809
"Aden","Lahj",48,Jan 2016,Oct 2015,335,369,342.5,603.25,-0.00945845237462912,0.168621375092527,-0.365618107308941,-0.365618107308941,44.85055,13.14896,45.0187,12.7855,44381.9794383809
"Aden","Lahj",258,Feb 2016,Nov 2015,383,399,391.5,618.75,-0.00945845237462912,-0.00945845237462912,0.168621375092527,-0.00945845237462912,44.85055,13.14896,45.0187,12.7855,44381.9794383809
"Aden","Lahj",6,Jul 2016,Apr 2016,225,150,250,223.25,-0.365618107308941,-0.365618107308941,-0.543697934776097,-0.543697934776097,44.85055,13.14896,45.0187,12.7855,44381.9794383809
"Aden","Lahj",1860,Aug 2016,May 2016,240,179.5,266.5,292.75,-0.365618107308941,-0.365618107308941,-0.543697934776097,-0.543697934776097,44.85055,13.14896,45.0187,12.7855,44381.9794383809
"Aden","Lahj",36,Oct 2016,Jul 2016,250,201.5,263,345,-0.543697934776097,-0.543697934776097,-0.721777762243253,-0.543697934776097,44.85055,13.14896,45.0187,12.7855,44381.9794383809
"Aden","Sana'a",24,Mar 2016,Dec 2015,359,156.5,366,301.75,0.346701202559683,0.168621375092527,-0.721777762243253,-0.721777762243253,44.191,15.3694,45.0187,12.7855,301200.274347868
"Aden","Sana'a",6,Oct 2016,Jul 2016,250,201.5,264.5,296,-0.543697934776097,-0.543697934776097,-0.721777762243253,-0.721777762243253,44.191,15.3694,45.0187,12.7855,301200.274347868
"Aden","Shabwah",6,Sep 2015,Jun 2015,452,1362.5,285,926.25,0.524781030026838,0.524781030026838,0.524781030026838,0.702860857493994,46.51626,14.75463,45.0187,12.7855,272513.29231926
"Aden","Shabwah",300,Dec 2015,Sep 2015,300,350,275,562.5,0.524781030026838,0.702860857493994,0.346701202559683,0.168621375092527,46.51626,14.75463,45.0187,12.7855,272513.29231926
"Aden","Shabwah",6,Jul 2016,Apr 2016,225,150,250,223.25,-0.365618107308941,-0.365618107308941,-0.543697934776097,-0.543697934776097,46.51626,14.75463,45.0187,12.7855,272513.29231926
