"Destination","Origin","Flow","Date","DataDate","DestFood","DestFuel","OrigFood","OrigFuel","DestConflict3","OrigConflict3","DestConflict","OrigConflict","dist","NumMonths","logFlow","flowLag1"
"Amran","Amran",360,Jan 2015,Oct 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,0.467670748963201,0.449854643404067,1.87757855929404,1.77653468493751,-1.10754755629097,12,5.88887795833288,4.11087386417331
"Amran","Hajjah",30,Jan 2015,Oct 2014,-0.493875178486537,-0.835651750825249,-1.28751592181769,-0.836865975581499,0.467670748963201,0.449854643404067,1.87757855929404,1.77653468493751,-0.670638601782761,12,3.43398720448515,3.73766961828337
"Amran","Sa'ada",522,Jan 2015,Oct 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.785292680357401,0.467670748963201,0.449854643404067,1.87757855929404,1.77653468493751,-0.619039578545529,12,6.25958146406492,3.73766961828337
"Amran","Taizz",60,Jan 2015,Oct 2014,-0.493875178486537,-0.835651750825249,-0.605203924055378,-0.836865975581499,0.467670748963201,0.449854643404067,1.87757855929404,1.92825760384674,0.71364281250957,12,4.11087386417331,3.73766961828337
"Dhamar","Aden",6,Jan 2015,Oct 2014,-0.599031993474015,-0.835651750825249,-0.800150209130325,-0.836865975581499,0.616650053280226,0.449854643404067,1.87757855929404,1.92825760384674,0.15435048728394,12,1.94591014905531,3.73766961828337
"Dhamar","Sa'ada",6,Jan 2015,Oct 2014,-0.599031993474015,-0.835651750825249,-0.507730781517904,-0.785292680357401,0.616650053280226,0.449854643404067,1.87757855929404,1.77653468493751,0.583027224981711,12,1.94591014905531,3.73766961828337
"Dhamar","Sana'a",6,Jan 2015,Oct 2014,-0.599031993474015,-0.835651750825249,-0.605203924055378,-0.836865975581499,0.616650053280226,0.449854643404067,1.87757855929404,1.77653468493751,-0.529791731010151,12,1.94591014905531,3.73766961828337
"Dhamar","Shabwah",6,Jan 2015,Oct 2014,-0.599031993474015,-0.835651750825249,-0.605203924055378,-0.836865975581499,0.616650053280226,0.449854643404067,1.87757855929404,1.77653468493751,0.285181323090052,12,1.94591014905531,3.73766961828337
"Dhamar","Taizz",6,Jan 2015,Oct 2014,-0.599031993474015,-0.835651750825249,-0.605203924055378,-0.836865975581499,0.616650053280226,0.449854643404067,1.87757855929404,1.92825760384674,-0.401172194263444,12,1.94591014905531,3.73766961828337
"Hadramaut","Abyan",42,Jan 2015,Oct 2014,-0.599031993474015,-0.835651750825249,-0.605203924055378,-0.836865975581499,0.467670748963201,0.449854643404067,1.87757855929404,1.92825760384674,2.00986005097295,12,3.76120011569356,3.73766961828337
"Hadramaut","Aden",18,Jan 2015,Oct 2014,-0.599031993474015,-0.835651750825249,-0.800150209130325,-0.836865975581499,0.467670748963201,0.449854643404067,1.87757855929404,1.92825760384674,2.90202307398895,12,2.94443897916644,3.73766961828337
"Hadramaut","Amanat Al Asimah",54,Jan 2015,Oct 2014,-0.599031993474015,-0.835651750825249,-0.507730781517904,-0.836865975581499,0.467670748963201,0.449854643404067,1.87757855929404,1.77653468493751,2.39508656597731,12,4.00733318523247,3.73766961828337
"Hadramaut","Dhamar",6,Jan 2015,Oct 2014,-0.599031993474015,-0.835651750825249,-0.605203924055378,-0.836865975581499,0.467670748963201,0.598105898776232,1.87757855929404,1.77653468493751,2.51623323902583,12,1.94591014905531,3.73766961828337
"Hadramaut","Taizz",156,Jan 2015,Oct 2014,-0.599031993474015,-0.835651750825249,-0.605203924055378,-0.836865975581499,0.467670748963201,0.449854643404067,1.87757855929404,1.92825760384674,3.07261661247423,12,5.05624580534831,3.73766961828337
"Hajjah","Al Hudaydah",42,Jan 2015,Oct 2014,-1.33512969838636,-0.835651750825249,-0.702677066592851,-0.836865975581499,0.467670748963201,0.449854643404067,1.87757855929404,1.77653468493751,-0.361661717349873,12,3.76120011569356,3.73766961828337
"Hajjah","Amanat Al Asimah",54,Jan 2015,Oct 2014,-1.33512969838636,-0.835651750825249,-0.507730781517904,-0.836865975581499,0.467670748963201,0.449854643404067,1.87757855929404,1.77653468493751,-0.659162756029016,12,4.00733318523247,3.73766961828337
"Hajjah","Hajjah",90,Jan 2015,Oct 2014,-1.33512969838636,-0.835651750825249,-1.28751592181769,-0.836865975581499,0.467670748963201,0.449854643404067,1.87757855929404,1.77653468493751,-1.10754755629097,12,4.51085950651685,3.2188758248682
"Ibb","Amanat Al Asimah",6,Jan 2015,Oct 2014,-0.599031993474015,-0.835651750825249,-0.507730781517904,-0.836865975581499,0.467670748963201,0.449854643404067,1.87757855929404,1.77653468493751,-0.113975291974604,12,1.94591014905531,3.73766961828337
"Ibb","Taizz",60,Jan 2015,Oct 2014,-0.599031993474015,-0.835651750825249,-0.605203924055378,-0.836865975581499,0.467670748963201,0.449854643404067,1.87757855929404,1.92825760384674,-0.822984183412094,12,4.11087386417331,3.73766961828337
"Aden","Al Hudaydah",72,Feb 2015,Nov 2014,-1.01965925342393,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,0.811493873733368,13,4.29045944114839,3.40119738166216
"Aden","Amanat Al Asimah",18,Feb 2015,Nov 2014,-1.01965925342393,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.587904144201086,-0.00630805885167207,-0.0441403419732459,0.765087773606186,13,2.94443897916644,3.40119738166216
"Aden","Ibb",6,Feb 2015,Nov 2014,-1.01965925342393,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,-0.122476473860624,13,1.94591014905531,3.40119738166216
"Aden","Taizz",354,Feb 2015,Nov 2014,-1.01965925342393,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,-0.254238889079942,13,5.87211778947542,3.40119738166216
"Al Bayda","Marib",48,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,0.107582576935984,-0.0873747473214432,13,3.89182029811063,3.40119738166216
"Al Dhale'e","Aden",6,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.995096494205272,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,-0.396428613901635,13,1.94591014905531,3.40119738166216
"Al Dhale'e","Al Dhale'e",54,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,-1.10754755629097,13,4.00733318523247,3.40119738166216
"Al Dhale'e","Al Hudaydah",6,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,0.256577828569781,13,1.94591014905531,3.40119738166216
"Al Dhale'e","Amanat Al Asimah",90,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.587904144201086,-0.00630805885167207,-0.0441403419732459,0.0555447756281517,13,4.51085950651685,3.40119738166216
"Al Dhale'e","Ibb",6,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,-0.687492484121692,13,1.94591014905531,3.40119738166216
"Al Dhale'e","Sana'a",6,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,0.107582576935984,0.0228258169899322,13,1.94591014905531,3.40119738166216
"Al Dhale'e","Shabwah",6,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,0.107582576935984,0.207765676302885,13,1.94591014905531,3.40119738166216
"Al Dhale'e","Taizz",66,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,-0.583927419290768,13,4.20469261939097,3.40119738166216
"Al Hudaydah","Abyan",12,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,1.07137728221228,13,2.56494935746154,3.40119738166216
"Al Hudaydah","Aden",90,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.995096494205272,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,0.811493873733368,13,4.51085950651685,2.56494935746154
"Al Hudaydah","Al Hudaydah",36,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,-1.10754755629097,13,3.61091791264422,4.11087386417331
"Al Hudaydah","Hajjah",24,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,-0.361661717349873,13,3.2188758248682,4.57471097850338
"Al Hudaydah","Sana'a",12,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,0.107582576935984,-0.215753975096687,13,2.56494935746154,3.40119738166216
"Al Hudaydah","Taizz",444,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,-0.0326936080836038,13,6.09807428216624,4.89034912822175
"Al Mahwit","Al Hudaydah",6,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.57518438125598,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,-0.512071434238047,13,1.94591014905531,3.40119738166216
"Al Mahwit","Amanat Al Asimah",6,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.57518438125598,-0.587904144201086,-0.00630805885167207,-0.0441403419732459,-0.659787550387151,13,1.94591014905531,3.40119738166216
"Amanat Al Asimah","Sa'ada",48,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,0.46700064385683,-0.836865975581499,-0.57518438125598,-0.736155399573251,-0.00630805885167207,0.107582576935984,-0.02939459126813,13,3.89182029811063,3.40119738166216
"Amanat Al Asimah","Taizz",12,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.57518438125598,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,0.160748206451225,13,2.56494935746154,3.40119738166216
"Amran","Al Jawf",138,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.57518438125598,-0.587904144201086,-0.00630805885167207,-0.0441403419732459,-0.152980265954826,13,4.93447393313069,3.40119738166216
"Amran","Amanat Al Asimah",60,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.57518438125598,-0.587904144201086,-0.00630805885167207,-0.0441403419732459,-0.517445912831104,13,4.11087386417331,5.12989871492307
"Amran","Amran",18,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.57518438125598,-0.587904144201086,-0.00630805885167207,-0.0441403419732459,-1.10754755629097,13,2.94443897916644,5.88887795833288
"Amran","Hajjah",822,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.57518438125598,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,-0.670638601782761,13,6.71295620067707,3.43398720448515
"Amran","Sa'ada",1074,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,0.46700064385683,-0.836865975581499,-0.57518438125598,-0.736155399573251,-0.00630805885167207,0.107582576935984,-0.619039578545529,13,6.98007594056176,6.25958146406492
"Amran","Sana'a",96,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.57518438125598,-0.736155399573251,-0.00630805885167207,0.107582576935984,-0.483211717893563,13,4.57471097850338,3.40119738166216
"Amran","Taizz",30,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.57518438125598,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,0.71364281250957,13,3.43398720448515,4.11087386417331
"Dhamar","Amanat Al Asimah",96,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.587904144201086,-0.00630805885167207,-0.0441403419732459,-0.493143910676,13,4.57471097850338,3.40119738166216
"Dhamar","Dhamar",6,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,-1.10754755629097,13,1.94591014905531,3.40119738166216
"Dhamar","Sana'a",24,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,0.107582576935984,-0.529791731010151,13,3.2188758248682,1.94591014905531
"Hajjah","Al Hudaydah",18,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,-0.361661717349873,13,2.94443897916644,3.76120011569356
"Hajjah","Amanat Al Asimah",42,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.587904144201086,-0.00630805885167207,-0.0441403419732459,-0.659162756029016,13,3.76120011569356,4.00733318523247
"Hajjah","Amran",18,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.587904144201086,-0.00630805885167207,-0.0441403419732459,-0.670638601782761,13,2.94443897916644,3.40119738166216
"Hajjah","Hajjah",12,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,-1.10754755629097,13,2.56494935746154,4.51085950651685
"Ibb","Abyan",12,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,0.162978775354269,13,2.56494935746154,3.40119738166216
"Ibb","Aden",96,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.995096494205272,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,-0.122476473860624,13,4.57471097850338,3.40119738166216
"Ibb","Al Hudaydah",6,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,-0.145928748241309,13,1.94591014905531,3.40119738166216
"Ibb","Amanat Al Asimah",396,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.587904144201086,-0.00630805885167207,-0.0441403419732459,-0.113975291974604,13,5.98393628068719,1.94591014905531
"Ibb","Hadramaut",42,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,2.84811856195129,13,3.76120011569356,3.40119738166216
"Ibb","Hajjah",66,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,0.12449479054618,13,4.20469261939097,3.40119738166216
"Ibb","Ibb",30,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,-1.10754755629097,13,3.43398720448515,3.40119738166216
"Ibb","Lahj",18,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,-0.386887289778157,13,2.94443897916644,3.40119738166216
"Ibb","Marib",42,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,0.107582576935984,0.164219067927134,13,3.76120011569356,3.40119738166216
"Ibb","Sa'ada",66,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,0.46700064385683,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,0.107582576935984,0.934634177734014,13,4.20469261939097,3.40119738166216
"Ibb","Sana'a",30,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,0.107582576935984,-0.157917407093604,13,3.43398720448515,3.40119738166216
"Ibb","Shabwah",12,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,0.107582576935984,0.530459091447909,13,2.56494935746154,3.40119738166216
"Ibb","Taizz",768,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,-0.822984183412094,13,6.64509096950564,4.11087386417331
"Marib","Amanat Al Asimah",60,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.587904144201086,0.150682492660471,-0.0441403419732459,-0.390672459108276,13,4.11087386417331,3.40119738166216
"Marib","Ibb",24,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,0.150682492660471,-0.0441403419732459,0.164219067927134,13,3.2188758248682,3.89182029811063
"Marib","Marib",12,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,0.150682492660471,0.107582576935984,-1.10754755629097,13,2.56494935746154,2.94443897916644
"Sana'a","Amanat Al Asimah",54,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.587904144201086,0.150682492660471,-0.0441403419732459,-1.05773654073699,13,4.00733318523247,3.40119738166216
"Sana'a","Sana'a",60,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,0.150682492660471,0.107582576935984,-1.10754755629097,13,4.11087386417331,2.94443897916644
"Taizz","Al Hudaydah",12,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,-0.0326936080836038,13,2.56494935746154,3.40119738166216
"Taizz","Taizz",450,Feb 2015,Nov 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.724163685573006,-0.736155399573251,-0.00630805885167207,-0.0441403419732459,-1.10754755629097,13,6.11146733950268,3.40119738166216
"Abyan","Abyan",72,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.128246468304903,-0.143150378084592,2.8195218683669,2.68687219839288,-1.10754755629097,14,4.29045944114839,4.49980967033027
"Abyan","Aden",126,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.800150209130325,-0.836865975581499,-0.128246468304903,-0.143150378084592,2.8195218683669,2.68687219839288,-0.211009056193486,14,4.84418708645859,4.49980967033027
"Abyan","Al Bayda",30,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.128246468304903,-0.143150378084592,2.8195218683669,2.68687219839288,-0.710021868971789,14,3.43398720448515,4.49980967033027
"Abyan","Al Hudaydah",24,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.410257638980431,-0.836865975581499,-0.128246468304903,-0.143150378084592,2.8195218683669,2.68687219839288,1.07137728221228,14,3.2188758248682,4.49980967033027
"Abyan","Amanat Al Asimah",84,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.605203924055378,-0.836865975581499,-0.128246468304903,-0.291401633456757,2.8195218683669,2.68687219839288,0.606526797974481,14,4.44265125649032,4.49980967033027
