"Destination","Origin","Flow","Date","DataDate","DestFood","DestFuel","OrigFood","OrigFuel","DestConflict3","OrigConflict3","DestConflict","OrigConflict","dist","NumMonths","logFlow","flowLag1"
"Dhamar","Al Hudaydah",222,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.410257638980431,-0.836865975581499,-0.277225772621928,-0.143150378084592,2.8195218683669,2.68687219839288,-0.147807450615006,14,5.40717177146012,4.49980967033027
"Dhamar","Amanat Al Asimah",738,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.605203924055378,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,-0.493143910676,14,6.6052979209482,4.57471097850338
"Dhamar","Amran",18,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,0.0945263470870575,14,2.94443897916644,4.49980967033027
"Dhamar","Dhamar",720,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,-1.10754755629097,14,6.58063913728495,1.94591014905531
"Dhamar","Hadramaut",36,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,2.51623323902583,14,3.61091791264422,4.49980967033027
"Dhamar","Hajjah",378,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,-0.160313228118844,14,5.93753620508243,4.49980967033027
"Dhamar","Ibb",144,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,-0.685512874580572,14,4.97673374242057,4.49980967033027
"Dhamar","Lahj",18,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,-0.114842571228691,14,2.94443897916644,4.49980967033027
"Dhamar","Marib",18,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.53514927948365,-0.238911250991476,14,2.94443897916644,4.49980967033027
"Dhamar","Raymah",12,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.53514927948365,-0.498313996224488,14,2.56494935746154,4.49980967033027
"Dhamar","Sa'ada",246,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,0.0771080737069362,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.53514927948365,0.583027224981711,14,5.50938833662798,1.94591014905531
"Dhamar","Sana'a",114,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,-0.529791731010151,14,4.74493212836325,3.2188758248682
"Dhamar","Shabwah",6,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,0.285181323090052,14,1.94591014905531,1.94591014905531
"Dhamar","Taizz",174,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,-0.401172194263444,14,5.16478597392351,1.94591014905531
"Hadramaut","Al Hudaydah",6,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.410257638980431,-0.836865975581499,-0.277225772621928,-0.143150378084592,2.8195218683669,2.68687219839288,3.31709889882393,14,1.94591014905531,4.49980967033027
"Hadramaut","Hadramaut",6,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,-1.10754755629097,14,1.94591014905531,4.49980967033027
"Hadramaut","Hajjah",24,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,2.74075782422819,14,3.2188758248682,4.49980967033027
"Hadramaut","Lahj",24,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,2.81351941585085,14,3.2188758248682,4.49980967033027
"Hajjah","Aden",72,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.800150209130325,-0.836865975581499,-0.277225772621928,-0.143150378084592,2.8195218683669,2.68687219839288,1.08286392821142,14,4.29045944114839,4.49980967033027
"Hajjah","Al Hudaydah",204,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.410257638980431,-0.836865975581499,-0.277225772621928,-0.143150378084592,2.8195218683669,2.68687219839288,-0.361661717349873,14,5.32300997913841,2.94443897916644
"Hajjah","Amanat Al Asimah",1518,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.605203924055378,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,-0.659162756029016,14,7.32580750259577,3.76120011569356
"Hajjah","Amran",702,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,-0.670638601782761,14,6.55535689181067,2.94443897916644
"Hajjah","Hadramaut",12,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,2.74075782422819,14,2.56494935746154,4.49980967033027
"Hajjah","Hajjah",15534,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,-1.10754755629097,14,9.65085082182715,2.56494935746154
"Hajjah","Ibb",12,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,0.12449479054618,14,2.56494935746154,4.49980967033027
"Hajjah","Sa'ada",5844,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,0.0771080737069362,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.53514927948365,-0.254476291838783,14,8.67334187390617,4.49980967033027
"Hajjah","Sana'a",474,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,-0.66134029686875,14,6.16331480403464,4.49980967033027
"Hajjah","Shabwah",18,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,0.907614177728442,14,2.94443897916644,4.49980967033027
"Hajjah","Taizz",96,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,0.362058950058209,14,4.57471097850338,4.49980967033027
"Ibb","Aden",6,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.800150209130325,-0.836865975581499,-0.277225772621928,-0.143150378084592,2.8195218683669,2.68687219839288,-0.122476473860624,14,1.94591014905531,4.57471097850338
"Ibb","Al Bayda",12,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.143150378084592,2.8195218683669,2.68687219839288,-0.174777276418026,14,2.56494935746154,4.49980967033027
"Ibb","Al Dhale'e",18,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.143150378084592,2.8195218683669,2.68687219839288,-0.687492484121692,14,2.94443897916644,4.49980967033027
"Ibb","Amanat Al Asimah",270,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.605203924055378,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,-0.113975291974604,14,5.6021188208797,5.98393628068719
"Ibb","Amran",6,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,0.451558864636822,14,1.94591014905531,4.49980967033027
"Ibb","Hadramaut",12,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,2.84811856195129,14,2.56494935746154,3.76120011569356
"Ibb","Hajjah",66,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,0.12449479054618,14,4.20469261939097,4.20469261939097
"Ibb","Ibb",90,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,-1.10754755629097,14,4.51085950651685,3.43398720448515
"Ibb","Marib",36,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.53514927948365,0.164219067927134,14,3.61091791264422,3.76120011569356
"Ibb","Sa'ada",12,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,0.0771080737069362,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.53514927948365,0.934634177734014,14,2.56494935746154,4.20469261939097
"Ibb","Taizz",576,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,-0.822984183412094,14,6.3578422665081,6.64509096950564
"Lahj","Abyan",66,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.143150378084592,2.8195218683669,2.68687219839288,-0.244987985884111,14,4.20469261939097,4.49980967033027
"Lahj","Aden",84,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.800150209130325,-0.836865975581499,-0.277225772621928,-0.143150378084592,2.8195218683669,2.68687219839288,-0.836645162817409,14,4.44265125649032,4.49980967033027
"Lahj","Al Bayda",24,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.143150378084592,2.8195218683669,2.68687219839288,-0.361878788894299,14,3.2188758248682,4.49980967033027
"Lahj","Al Dhale'e",18,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.143150378084592,2.8195218683669,2.68687219839288,-0.659054563246421,14,2.94443897916644,4.49980967033027
"Lahj","Amanat Al Asimah",6,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.605203924055378,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,0.497425929564287,14,1.94591014905531,4.49980967033027
"Lahj","Lahj",54,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,-1.10754755629097,14,4.00733318523247,4.49980967033027
"Marib","Al Bayda",114,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.143150378084592,2.66253131685476,2.68687219839288,-0.0873747473214432,14,4.74493212836325,1.94591014905531
"Marib","Al Hudaydah",336,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.410257638980431,-0.836865975581499,-0.277225772621928,-0.143150378084592,2.66253131685476,2.68687219839288,0.502694624625327,14,5.82008293035236,4.49980967033027
"Marib","Al Jawf",2514,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.66253131685476,2.68687219839288,-0.210399772941623,14,7.83002808253384,4.29045944114839
"Marib","Al Mahwit",6,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.66253131685476,2.68687219839288,0.0558770354064707,14,1.94591014905531,4.49980967033027
"Marib","Amanat Al Asimah",384,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.605203924055378,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.66253131685476,2.68687219839288,-0.390672459108276,14,5.95324333428778,4.11087386417331
"Marib","Amran",12,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.66253131685476,2.68687219839288,-0.0594964093953881,14,2.56494935746154,4.49980967033027
"Marib","Dhamar",330,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.66253131685476,2.68687219839288,-0.238911250991476,14,5.80211837537706,4.49980967033027
"Marib","Ibb",150,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.66253131685476,2.68687219839288,0.164219067927134,14,5.01727983681492,3.2188758248682
"Marib","Marib",2844,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.66253131685476,2.53514927948365,-1.10754755629097,14,7.95331834656043,2.56494935746154
"Marib","Sa'ada",1278,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,0.0771080737069362,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.66253131685476,2.53514927948365,0.330687729717543,14,7.15383380157884,4.49980967033027
"Marib","Sana'a",408,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.66253131685476,2.68687219839288,-0.363008398230164,14,6.0137151560428,4.49980967033027
"Marib","Taizz",120,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.66253131685476,2.68687219839288,0.438509536452073,14,4.79579054559674,4.49980967033027
"Raymah","Abyan",114,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.143150378084592,2.66253131685476,2.68687219839288,0.748335378035907,14,4.74493212836325,4.49980967033027
"Raymah","Aden",618,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.800150209130325,-0.836865975581499,-0.277225772621928,-0.143150378084592,2.66253131685476,2.68687219839288,0.616010206591784,14,6.4281052726846,4.49980967033027
"Raymah","Al Bayda",66,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.143150378084592,2.66253131685476,2.68687219839288,0.358240140839479,14,4.20469261939097,4.49980967033027
"Raymah","Al Dhale'e",36,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.143150378084592,2.66253131685476,2.68687219839288,-0.0176816772493284,14,3.61091791264422,4.49980967033027
"Raymah","Al Hudaydah",1752,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.410257638980431,-0.836865975581499,-0.277225772621928,-0.143150378084592,2.66253131685476,2.68687219839288,-0.722021309821781,14,7.46908388492123,4.49980967033027
"Raymah","Al Jawf",18,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.66253131685476,2.68687219839288,0.620566940446911,14,2.94443897916644,4.49980967033027
"Raymah","Amanat Al Asimah",2550,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.605203924055378,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.66253131685476,2.68687219839288,-0.526390265458906,14,7.84424071814181,4.49980967033027
"Raymah","Amran",294,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.66253131685476,2.68687219839288,-0.139292765012113,14,5.68697535633982,4.49980967033027
"Raymah","Dhamar",192,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.66253131685476,2.68687219839288,-0.498313996224488,14,5.26269018890489,4.49980967033027
"Raymah","Hadramaut",6,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.66253131685476,2.68687219839288,2.93875534779831,14,1.94591014905531,4.49980967033027
"Raymah","Hajjah",618,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.66253131685476,2.68687219839288,-0.549429319616733,14,6.4281052726846,4.49980967033027
"Raymah","Ibb",60,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.66253131685476,2.68687219839288,-0.36875574923515,14,4.11087386417331,4.49980967033027
"Raymah","Lahj",12,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.66253131685476,2.68687219839288,0.349777149522465,14,2.56494935746154,4.49980967033027
"Raymah","Marib",174,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.66253131685476,2.53514927948365,0.121510132453392,14,5.16478597392351,4.49980967033027
"Raymah","Raymah",6,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.66253131685476,2.53514927948365,-1.10754755629097,14,1.94591014905531,4.49980967033027
"Raymah","Sa'ada",618,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,0.0771080737069362,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.66253131685476,2.53514927948365,0.303279584566489,14,6.4281052726846,4.49980967033027
"Raymah","Sana'a",480,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.66253131685476,2.68687219839288,-0.572872099021474,14,6.17586727010576,4.49980967033027
"Raymah","Taizz",762,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.66253131685476,2.68687219839288,-0.168367813441124,14,6.63725803128446,4.49980967033027
"Sa'ada","Sa'ada",2430,Mar 2015,Dec 2014,0.137065711438331,-0.835651750825249,0.0771080737069362,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.66253131685476,2.53514927948365,-1.10754755629097,14,7.79605797431612,5.90536184805457
"Sana'a","Aden",168,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.800150209130325,-0.836865975581499,-0.277225772621928,-0.143150378084592,2.8195218683669,2.68687219839288,0.730943567094321,14,5.12989871492307,4.49980967033027
"Sana'a","Al Bayda",24,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.143150378084592,2.8195218683669,2.68687219839288,0.200090699841492,14,3.2188758248682,4.49980967033027
"Sana'a","Al Hudaydah",570,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.410257638980431,-0.836865975581499,-0.277225772621928,-0.143150378084592,2.8195218683669,2.68687219839288,-0.215753975096687,14,6.34738920965601,4.49980967033027
"Sana'a","Al Jawf",60,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,0.098951776225874,14,4.11087386417331,4.49980967033027
"Sana'a","Al Mahwit",114,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,-0.679869254264927,14,4.74493212836325,4.49980967033027
"Sana'a","Amanat Al Asimah",11358,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.605203924055378,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,-1.05773654073699,14,9.33776566023142,4.00733318523247
"Sana'a","Amran",342,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,-0.483211717893563,14,5.83773044716594,4.49980967033027
"Sana'a","Dhamar",30,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,-0.529791731010151,14,3.43398720448515,4.49980967033027
"Sana'a","Hadramaut",24,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,2.43198698992632,14,3.2188758248682,4.49980967033027
"Sana'a","Hajjah",276,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,-0.66134029686875,14,5.62401750618734,4.49980967033027
"Sana'a","Ibb",354,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,-0.157917407093604,14,5.87211778947542,4.49980967033027
"Sana'a","Lahj",42,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,0.462466691875204,14,3.76120011569356,4.49980967033027
"Sana'a","Marib",156,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.53514927948365,-0.363008398230164,14,5.05624580534831,4.29045944114839
"Sana'a","Raymah",24,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.53514927948365,-0.572872099021474,14,3.2188758248682,4.49980967033027
"Sana'a","Sa'ada",1524,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,0.0771080737069362,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.53514927948365,0.00529607426138794,14,7.32974968904151,4.49980967033027
"Sana'a","Sana'a",1458,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,-1.10754755629097,14,7.28550654852279,4.11087386417331
"Sana'a","Taizz",1380,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,0.115273928424388,14,7.23056315340929,4.49980967033027
"Shabwah","Abyan",240,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.143150378084592,2.8195218683669,2.68687219839288,-0.288253735184101,14,5.48479693349065,4.49980967033027
"Shabwah","Aden",282,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.800150209130325,-0.836865975581499,-0.277225772621928,-0.143150378084592,2.8195218683669,2.68687219839288,0.555841595721624,14,5.64544689764324,4.49980967033027
"Shabwah","Al Bayda",24,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.143150378084592,2.8195218683669,2.68687219839288,-0.299562754119095,14,3.2188758248682,4.49980967033027
"Shabwah","Al Hudaydah",30,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.410257638980431,-0.836865975581499,-0.277225772621928,-0.143150378084592,2.8195218683669,2.68687219839288,1.22194650755738,14,3.43398720448515,4.49980967033027
"Shabwah","Amanat Al Asimah",60,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.605203924055378,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,0.462193546844202,14,4.11087386417331,4.49980967033027
"Shabwah","Hadramaut",12,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,1.27013534273795,14,2.56494935746154,4.49980967033027
"Shabwah","Hajjah",6,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,0.907614177728442,14,1.94591014905531,4.49980967033027
"Shabwah","Ibb",6,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,0.530459091447909,14,1.94591014905531,4.49980967033027
"Shabwah","Shabwah",360,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,-1.10754755629097,14,5.88887795833288,4.49980967033027
"Shabwah","Taizz",24,Mar 2015,Dec 2014,-0.493875178486537,-0.835651750825249,-0.507730781517904,-0.836865975581499,-0.277225772621928,-0.291401633456757,2.8195218683669,2.68687219839288,0.722458327955002,14,3.2188758248682,4.49980967033027
"Abyan","Abyan",612,Apr 2015,Jan 2015,-1.01965925342393,-0.835651750825249,-0.995096494205272,-0.836865975581499,1.80848448781643,1.78411594175355,1.40660690475761,1.32136592820982,-1.10754755629097,15,6.41836493593621,4.29045944114839
"Abyan","Aden",834,Apr 2015,Jan 2015,-1.01965925342393,-0.835651750825249,-0.995096494205272,-0.836865975581499,1.80848448781643,1.78411594175355,1.40660690475761,1.32136592820982,-0.211009056193486,15,6.72743172485086,4.84418708645859
"Abyan","Al Bayda",270,Apr 2015,Jan 2015,-1.01965925342393,-0.835651750825249,-0.995096494205272,-0.836865975581499,1.80848448781643,1.78411594175355,1.40660690475761,1.32136592820982,-0.710021868971789,15,5.6021188208797,3.43398720448515
"Abyan","Al Hudaydah",138,Apr 2015,Jan 2015,-1.01965925342393,-0.835651750825249,-1.28751592181769,-0.836865975581499,1.80848448781643,1.63586468638139,1.40660690475761,1.32136592820982,1.07137728221228,15,4.93447393313069,3.2188758248682
"Abyan","Amanat Al Asimah",510,Apr 2015,Jan 2015,-1.01965925342393,-0.835651750825249,-0.995096494205272,-0.836865975581499,1.80848448781643,1.63586468638139,1.40660690475761,1.47308884711905,0.606526797974481,15,6.2363695902037,4.44265125649032
"Abyan","Ibb",120,Apr 2015,Jan 2015,-1.01965925342393,-0.835651750825249,-0.995096494205272,-0.836865975581499,1.80848448781643,1.63586468638139,1.40660690475761,1.47308884711905,0.162978775354269,15,4.79579054559674,4.11087386417331
