"Destination","Origin","M_Size","Date","DataDate","OrigFood","OrigFuel","OrigWage","DestFood","DestFuel","DestWage","NumMonths","OriginConflict","DestConflict","OriginConflict3","DestConflict3","OriginLon","OriginLat","DestLon","DestLat","dist","logFlow","flowLag1","se","five","ninetyfive","preds"
"Homs","Daraa",22,"Jun 2016","Mar 2016",-1.22340790513448,-0.838793066123482,-1.29201773105795,-1.12001613532991,-0.717801048843562,-0.742655332185478,5,-0.525684788482633,-0.408233413683435,-0.458569717168805,3.33343181206243,36.10331,32.62643,36.7137,34.73243,0.637171702936614,3.09104245335832,5.54517744447956,0.0602716997840571,1.79175946922805,7.68992918233963,4.65806436265051
"Homs","Hama",4539,"Jun 2016","Mar 2016",-1.41462875988655,1.44576167495849,-1.02461763751304,-1.12001613532991,-0.717801048843562,-0.742655332185478,5,-0.240445735398867,-0.408233413683435,0.0783508533418115,3.33343181206243,36.7552,35.14089,36.7137,34.73243,-0.839948338031188,8.42046200245647,4.53259949315326,0.0538164882983013,3.35051222189901,8.5167931113949,5.73416200414233
"Raqqa","Deir Ezzor",32,"Jun 2016","Mar 2016",0.382847274782917,0.738361475943259,-0.757217543968128,-1.17171413421965,0.094086084893154,0.09586318883443,5,-0.391454645854978,0.246138531626379,-0.525684788482633,-0.240445735398867,40.13503,35.32965,38.99811,35.95941,-0.244353992215216,3.46573590279973,4.20469261939097,0.0466726807957008,1.81034316514789,7.23306570420813,3.75424110329392
"Raqqa","Homs",11,"Jun 2016","Mar 2016",-1.03218705038241,-0.730943527585094,-0.489817450423219,-1.17171413421965,0.094086084893154,0.09586318883443,5,-0.408233413683435,0.246138531626379,3.33343181206243,-0.240445735398867,36.7137,34.73243,38.99811,35.95941,0.69145361781001,2.39789527279837,4.27666611901606,0.0595918756417718,1.94591014905531,8.41462554536315,4.84089373184034
"Raqqa","Rural Damascus",5,"Jun 2016","Mar 2016",-0.458524486126197,0.413653187870695,0.312382830211508,-1.17171413421965,0.094086084893154,0.09586318883443,5,-0.508906020654176,0.246138531626379,-0.559242324139546,-0.240445735398867,36.95411,33.51673,38.99811,35.95941,1.30816113611909,1.6094379124341,5.13579843705026,0.0439014567750016,1.6094379124341,5.45385963397289,3.08369752147299
"Hama","Homs",56,"Jun 2016","Mar 2016",-1.03218705038241,-0.730943527585094,-0.489817450423219,-1.63699612422734,1.63755003310979,-1.30166767953208,5,-0.408233413683435,-0.240445735398867,3.33343181206243,0.0783508533418115,36.7137,34.73243,36.7552,35.14089,-0.839948338031188,4.02535169073515,5.01063529409626,0.0510732795148813,3.39937416609422,8.35827813206367,5.56610465435154
"Tartous","Homs",256,"Jun 2016","Mar 2016",-1.03218705038241,-0.730943527585094,-0.489817450423219,-0.551338147542742,-0.826972889083275,0.09586318883443,5,-0.408233413683435,-0.59279985979646,3.33343181206243,-0.59279985979646,36.7137,34.73243,35.88665,34.89593,-0.597297472148853,5.54517744447956,4.79579054559674,0.0435313250507012,3.03053275949935,7.71033651159339,4.93125056555482
"Tartous","Edlib",36,"Jun 2016","Mar 2016",-1.03218705038241,-0.730943527585094,-0.489817450423219,-0.551338147542742,-0.826972889083275,0.09586318883443,5,-0.559242324139546,-0.59279985979646,-0.240445735398867,-0.59279985979646,36.64178,35.93103,35.88665,34.89593,-0.171944443518924,3.58351893845611,3.46573590279973,0.0410090240425476,1.79175946922805,6.21322616341061,3.69878325083917
"Aleppo","Raqqa",949,"Jun 2016","Mar 2016",-1.07043122133282,0.0193645523540097,0.312382830211508,-1.34748733044478,-0.949948065445251,-2.00043311371534,5,0.246138531626379,2.62872356326724,-0.240445735398867,1.03474061956385,38.99811,35.95941,37.13426,36.2021,0.0984345530959813,6.85540879860993,7.43838353004431,0.050247640940952,3.2188758248682,7.94900153285514,5.92962129849614
"Aleppo","Edlib",280,"Jun 2016","Mar 2016",-1.03218705038241,-0.730943527585094,-0.489817450423219,-1.34748733044478,-0.949948065445251,-2.00043311371534,5,-0.559242324139546,2.62872356326724,-0.240445735398867,1.03474061956385,36.64178,35.93103,37.13426,36.2021,-0.77961921826261,5.63478960316925,5.34710753071747,0.055992712841519,3.19149627745943,9.1208023751353,5.57459096109907
"As_Suweida","Damascus",42,"Jun 2016","Mar 2016",-0.993942879431996,-0.861986515271522,0.312382830211508,-1.17171413421965,-0.608629208603849,-0.742655332185478,5,-0.0558792892858427,-0.59279985979646,-0.290782038884238,-0.59279985979646,36.27653,33.51381,36.56629,32.7129,-0.480864632155332,3.73766961828337,3.80666248977032,0.0248926580365243,3.19163975160009,5.6004753499747,4.09509185808829
"As_Suweida","Daraa",251,"Jun 2016","Mar 2016",-1.22340790513448,-0.838793066123482,-1.29201773105795,-1.17171413421965,-0.608629208603849,-0.742655332185478,5,-0.525684788482633,-0.59279985979646,-0.458569717168805,-0.59279985979646,36.10331,32.62643,36.56629,32.7129,-0.848914885880887,5.52545293913178,5.39816270151775,0.0443300202474833,3.22266070545156,8.23266569003248,5.61485224520562
"As_Suweida","Deir Ezzor",15,"Jun 2016","Mar 2016",0.382847274782917,0.738361475943259,-0.757217543968128,-1.17171413421965,-0.608629208603849,-0.742655332185478,5,-0.391454645854978,-0.59279985979646,-0.525684788482633,-0.59279985979646,40.13503,35.32965,36.56629,32.7129,2.13598215537229,2.70805020110221,5.54517744447956,0.0435108246922624,1.94591014905531,6.55209752141485,4.3792347244759
"As_Suweida","Homs",256,"Jun 2016","Mar 2016",-1.03218705038241,-0.730943527585094,-0.489817450423219,-1.17171413421965,-0.608629208603849,-0.742655332185478,5,-0.408233413683435,-0.59279985979646,3.33343181206243,-0.59279985979646,36.7137,34.73243,36.56629,32.7129,0.516811445372715,5.54517744447956,4.57471097850338,0.0426957287458651,3.52636052461616,7.81844637121375,5.15703167672268
"As_Suweida","Edlib",12,"Jun 2016","Mar 2016",-1.03218705038241,-0.730943527585094,-0.489817450423219,-1.17171413421965,-0.608629208603849,-0.742655332185478,5,-0.559242324139546,-0.59279985979646,-0.240445735398867,-0.59279985979646,36.64178,35.93103,36.56629,32.7129,1.52215083359456,2.484906649788,5.54517744447956,0.0448099626340185,1.79128995461194,6.50520869264211,4.09288728156194
"As_Suweida","Rural Damascus",79,"Jun 2016","Mar 2016",-0.458524486126197,0.413653187870695,0.312382830211508,-1.17171413421965,-0.608629208603849,-0.742655332185478,5,-0.508906020654176,-0.59279985979646,-0.559242324139546,-0.59279985979646,36.95411,33.51673,36.56629,32.7129,-0.455547923182321,4.36944785246702,4.51085950651685,0.0318448527155809,3.2188758248682,6.39526159811545,4.65399683302493
"Edlib","Deir Ezzor",290,"Jun 2016","Mar 2016",0.382847274782917,0.738361475943259,-0.757217543968128,-1.12001613532991,-0.717801048843562,-0.742655332185478,5,-0.391454645854978,-0.559242324139546,-0.525684788482633,-0.240445735398867,40.13503,35.32965,36.64178,35.93103,1.25587748403269,5.66988092298052,4.70048036579242,0.0442905530929394,2.17259966759263,6.98790121689449,4.4497911904416
"Edlib","Hama",906,"Jun 2016","Mar 2016",-1.41462875988655,1.44576167495849,-1.02461763751304,-1.12001613532991,-0.717801048843562,-0.742655332185478,5,-0.240445735398867,-0.559242324139546,0.0783508533418115,-0.240445735398867,36.7552,35.14089,36.64178,35.93103,-0.515647856765596,6.80903930604298,6.33859407820318,0.0621528224809001,2.41880711204823,8.48919503137867,6.1562681720454
"Edlib","Homs",2148,"Jun 2016","Mar 2016",-1.03218705038241,-0.730943527585094,-0.489817450423219,-1.12001613532991,-0.717801048843562,-0.742655332185478,5,-0.408233413683435,-0.559242324139546,3.33343181206243,-0.240445735398867,36.7137,34.73243,36.64178,35.93103,-0.175465737817991,7.67229245562876,8.52218073292728,0.0394948196064402,4.74820193190774,9.33454349819877,7.44227886444047
"Edlib","Lattakia",218,"Jun 2016","Mar 2016",-0.695638346018765,-0.859667170356718,1.64938329793605,-1.12001613532991,-0.717801048843562,-0.742655332185478,5,-0.458569717168805,-0.559242324139546,-0.106215592771213,-0.240445735398867,35.79527,35.54071,36.64178,35.93103,-0.520077624506963,5.38449506278909,6.42324696353352,0.0453319795431606,3.417397170861,8.28971062517855,6.26939664079197
"Edlib","Tartous",48,"Jun 2016","Mar 2016",-0.611501169927854,-0.83183503137907,0.312382830211508,-1.12001613532991,-0.717801048843562,-0.742655332185478,5,-0.59279985979646,-0.559242324139546,-0.59279985979646,-0.240445735398867,35.88665,34.89593,36.64178,35.93103,-0.171944443518924,3.87120101090789,5.54517744447956,0.0548127320655715,2.89037175789616,8.39914206282167,6.10373393991196
"Hassakeh","Aleppo",783,"Jun 2016","Mar 2016",-1.20046140256423,-0.945482932204467,-1.69311787137531,-0.344546151983772,-0.578512838882549,-1.86068002687869,5,2.62872356326724,-0.525684788482633,1.03474061956385,-0.492127252825719,37.13426,36.2021,40.74627,36.50787,1.27498223590102,6.6631326959908,6.22851100359118,0.0386806224789214,3.15722610210684,7.01622074742946,5.28397201872596
"Raqqa","Aleppo",712,"Jun 2016","Mar 2016",-1.20046140256423,-0.945482932204467,-1.69311787137531,-1.17171413421965,0.094086084893154,0.09586318883443,5,2.62872356326724,0.246138531626379,1.03474061956385,-0.240445735398867,37.13426,36.2021,38.99811,35.95941,0.0984345530959813,6.56807791141198,4.49980967033027,0.0606893795354076,2.64582039845841,8.97044519529555,6.3856528661035
"As_Suweida","Aleppo",178,"Jun 2016","Mar 2016",-1.20046140256423,-0.945482932204467,-1.69311787137531,-1.17171413421965,-0.608629208603849,-0.742655332185478,5,2.62872356326724,-0.59279985979646,1.03474061956385,-0.59279985979646,37.13426,36.2021,36.56629,32.7129,1.775890770067,5.18178355029209,6.26339826259162,0.042491975831654,3.54136857201265,7.83255502303424,5.96461805655422
"Hama","Aleppo",15,"Jun 2016","Mar 2016",-1.20046140256423,-0.945482932204467,-1.69311787137531,-1.63699612422734,1.63755003310979,-1.30166767953208,5,2.62872356326724,-0.240445735398867,1.03474061956385,0.0783508533418115,37.13426,36.2021,36.7552,35.14089,-0.255400089568315,2.70805020110221,5.00394630594546,0.0539045098061082,2.97518010121113,8.32724260745779,5.90392097113059
"Homs","Aleppo",424,"Jun 2016","Mar 2016",-1.20046140256423,-0.945482932204467,-1.69311787137531,-1.12001613532991,-0.717801048843562,-0.742655332185478,5,2.62872356326724,-0.408233413683435,1.03474061956385,3.33343181206243,37.13426,36.2021,36.7137,34.73243,0.0844003208248961,6.04973345523196,6.50727771238501,0.0515011826266207,3.21785527500519,8.22290459286318,6.24947109162011
"Edlib","Aleppo",2449,"Jun 2016","Mar 2016",-1.20046140256423,-0.945482932204467,-1.69311787137531,-1.12001613532991,-0.717801048843562,-0.742655332185478,5,2.62872356326724,-0.559242324139546,1.03474061956385,-0.240445735398867,37.13426,36.2021,36.64178,35.93103,-0.77961921826261,7.80343505695217,8.90177508860798,0.0304183637518153,6.56714982837934,10.0757173398098,8.54157902847313
"Lattakia","Aleppo",245,"Jun 2016","Mar 2016",-1.20046140256423,-0.945482932204467,-1.69311787137531,-0.665073745100176,-0.857089258804575,1.49339405720094,5,2.62872356326724,-0.458569717168805,1.03474061956385,-0.106215592771213,37.13426,36.2021,35.79527,35.54071,-0.116042018206528,5.50125821054473,7.00306545878646,0.0359517976958116,4.38823789467317,8.2085803864196,6.68663401895497
"Rural Damascus","Aleppo",532,"Jun 2016","Mar 2016",-1.20046140256423,-0.945482932204467,-1.69311787137531,-0.344546151983772,0.520734655944906,0.09586318883443,5,2.62872356326724,-0.508906020654176,1.03474061956385,-0.559242324139546,37.13426,36.2021,36.95411,33.51673,1.07703828393187,6.27664348934164,7.01571242048723,0.0434371119034554,4.27666611901606,8.55903952007174,7.03223090147832
"Tartous","Aleppo",533,"Jun 2016","Mar 2016",-1.20046140256423,-0.945482932204467,-1.69311787137531,-0.551338147542742,-0.826972889083275,0.09586318883443,5,2.62872356326724,-0.59279985979646,1.03474061956385,-0.59279985979646,37.13426,36.2021,35.88665,34.89593,0.206452320256456,6.27852142416584,5.08759633523238,0.0487588815173444,2.9701636621976,8.1752683646438,5.21934750671939
"Aleppo","Aleppo",48387,"Jun 2016","Mar 2016",-1.20046140256423,-0.945482932204467,-1.69311787137531,-1.34748733044478,-0.949948065445251,-2.00043311371534,5,2.62872356326724,2.62872356326724,1.03474061956385,1.03474061956385,37.13426,36.2021,37.13426,36.2021,-1.1846305937876,10.7869864615853,10.267227480597,0.0270768668122161,9.73211484658347,11.4998146616471,10.7739580735707
"Hassakeh","Hassakeh",629,"Jun 2016","Mar 2016",-0.458524486126197,-0.60221988481347,-1.55941782460285,-0.344546151983772,-0.578512838882549,-1.86068002687869,5,-0.525684788482633,-0.525684788482633,-0.492127252825719,-0.492127252825719,40.74627,36.50787,40.74627,36.50787,-1.1846305937876,6.44413125670044,6.72262979485545,0.0513818598859046,4.68040038066028,10.0381918093011,7.76820451525637
"Raqqa","Raqqa",2877,"Jun 2016","Mar 2016",-1.07043122133282,0.0193645523540097,0.312382830211508,-1.17171413421965,0.094086084893154,0.09586318883443,5,0.246138531626379,0.246138531626379,-0.240445735398867,-0.240445735398867,38.99811,35.95941,38.99811,35.95941,-1.1846305937876,7.96450336355155,7.59287028784482,0.0289397142997324,5.38155652550682,8.51385842230645,7.17234497195694
"Damascus","Damascus",10,"Jun 2016","Mar 2016",-0.993942879431996,-0.861986515271522,0.312382830211508,-1.06831813644017,-0.85959895628135,0.09586318883443,5,-0.0558792892858427,-0.0558792892858427,-0.290782038884238,-0.290782038884238,36.27653,33.51381,36.27653,33.51381,-1.1846305937876,2.30258509299405,4.31748811353631,0.0467388718233283,3.2188758248682,7.92623234831617,5.00578003438451
"Daraa","Daraa",1316,"Jun 2016","Mar 2016",-1.22340790513448,-0.838793066123482,-1.29201773105795,-1.37850612977862,-0.8345019815136,-1.58117385320539,5,-0.525684788482633,-0.525684788482633,-0.458569717168805,-0.458569717168805,36.10331,32.62643,36.10331,32.62643,-1.1846305937876,7.18235211188526,7.88608140177575,0.0540561361043372,4.71778031062836,10.7614397497664,8.05354579149735
"Deir Ezzor","Deir Ezzor",913,"Jun 2016","Mar 2016",0.382847274782917,0.738361475943259,-0.757217543968128,0.792809823590564,0.872092302693407,-1.02216150585878,5,-0.391454645854978,-0.391454645854978,-0.525684788482633,-0.525684788482633,40.13503,35.32965,40.13503,35.32965,-1.1846305937876,6.81673588059497,6.64378973314767,0.0428114463721621,4.70411078065003,9.79690406713334,6.8986855742715
"Hama","Hama",3031,"Jun 2016","Mar 2016",-1.41462875988655,1.44576167495849,-1.02461763751304,-1.63699612422734,1.63755003310979,-1.30166767953208,5,-0.240445735398867,-0.240445735398867,0.0783508533418115,0.0783508533418115,36.7552,35.14089,36.7552,35.14089,-1.1846305937876,8.0166478770578,8.31434234336979,0.0367201691865895,4.49757823481713,8.44556216309884,7.05050512379698
"Homs","Homs",3028,"Jun 2016","Mar 2016",-1.03218705038241,-0.730943527585094,-0.489817450423219,-1.12001613532991,-0.717801048843562,-0.742655332185478,5,-0.408233413683435,-0.408233413683435,3.33343181206243,3.33343181206243,36.7137,34.73243,36.7137,34.73243,-1.1846305937876,8.01565761455734,7.91095738284559,0.0482943066014175,4.56564856214867,10.0215412704659,7.91395347846062
"Edlib","Edlib",35256,"Jun 2016","Mar 2016",-1.03218705038241,-0.730943527585094,-0.489817450423219,-1.12001613532991,-0.717801048843562,-0.742655332185478,5,-0.559242324139546,-0.559242324139546,-0.240445735398867,-0.240445735398867,36.64178,35.93103,36.64178,35.93103,-1.1846305937876,10.4703910065218,10.1840694784976,0.0354967890107904,7.88512266465535,11.1125672942302,9.56144959127199
"Al_Qunaytirah","Al_Qunaytirah",315,"Jun 2016","Mar 2016",-1.22340790513448,-0.838793066123482,-0.489817450423219,-1.37850612977862,-0.8345019815136,-0.742655332185478,5,-0.559242324139546,-0.559242324139546,-0.59279985979646,-0.59279985979646,35.8258,33.1263,35.8258,33.1263,-1.1846305937876,5.75257263882563,3.17805383034795,0.0337985740497736,3.1003819023069,5.68330391571697,3.97720504456718
"Rural Damascus","Rural Damascus",5585,"Jun 2016","Mar 2016",-0.458524486126197,0.413653187870695,0.312382830211508,-0.344546151983772,0.520734655944906,0.09586318883443,5,-0.508906020654176,-0.508906020654176,-0.559242324139546,-0.559242324139546,36.95411,33.51673,36.95411,33.51673,-1.1846305937876,8.6278397115033,9.8590130624343,0.0282871452124763,7.11044699716222,10.0757173398098,8.77231095709409
"Deir Ezzor","Hassakeh",352,"Jul 2016","Apr 2016",0.153382249080431,-0.439865740777188,-1.55941782460285,1.51658180804696,1.07286810083541,-1.02216150585878,6,-0.475348484997262,-0.475348484997262,-0.475348484997262,-0.458569717168805,40.74627,36.50787,40.13503,35.32965,-0.109923602218688,5.8636311755981,4.51085950651685,0.0489708385062052,2.61818733775146,8.23814310932427,4.78709547514702
"Hassakeh","Raqqa",723,"Jul 2016","Apr 2016",-0.611501169927854,0.0947432620851407,0.646632947142645,0.482621830252109,-0.402834015508298,-1.86068002687869,6,-0.576021091968003,-0.475348484997262,-0.374675878026522,-0.475348484997262,38.99811,35.95941,40.74627,36.50787,0.0876924440724189,6.58340922215876,6.72142570079064,0.0404875460265028,3.7739400073689,8.26070320684811,6.0967176959132
"Daraa","Raqqa",14,"Jul 2016","Apr 2016",-0.611501169927854,0.0947432620851407,0.646632947142645,-1.17171413421965,-0.8345019815136,-1.58117385320539,6,-0.576021091968003,-0.223666967570411,-0.374675878026522,-0.374675878026522,38.99811,35.95941,36.10331,32.62643,2.26470570632357,2.63905732961526,5.10594547390058,0.0604786451017586,1.6094379124341,7.60090245954208,4.36339041554613
"Deir Ezzor","Raqqa",188,"Jul 2016","Apr 2016",-0.611501169927854,0.0947432620851407,0.646632947142645,1.51658180804696,1.07286810083541,-1.02216150585878,6,-0.576021091968003,-0.475348484997262,-0.374675878026522,-0.458569717168805,38.99811,35.95941,40.13503,35.32965,-0.244353992215216,5.23644196282995,6.47697236288968,0.0484858621127924,2.56973408676233,6.7943152052279,4.78172275922208
"Rural Damascus","Raqqa",1500,"Jul 2016","Apr 2016",-0.611501169927854,0.0947432620851407,0.646632947142645,-0.137754156424802,0.520734655944906,0.09586318883443,6,-0.576021091968003,0.0615720855133548,-0.374675878026522,-0.542463556311089,38.99811,35.95941,36.95411,33.51673,1.30816113611909,7.3132203870903,5.10594547390058,0.056404571800658,2.33302166587333,7.70148772204322,4.87429448848557
"Al_Qunaytirah","Damascus",8,"Jul 2016","Apr 2016",-0.879210366580753,-0.86662520510113,0.312382830211508,-1.06831813644017,-0.8345019815136,-0.742655332185478,6,-0.0223217536289292,-0.274003271055781,0.648828959509342,-0.525684788482633,36.27653,33.51381,35.8258,33.1263,-0.730194465761741,2.07944154167984,5.10594547390058,0.0341938174878949,1.6094379124341,5.40816256349949,3.62267884893206
"Rural Damascus","Damascus",105,"Jul 2016","Apr 2016",-0.879210366580753,-0.86662520510113,0.312382830211508,-0.137754156424802,0.520734655944906,0.09586318883443,6,-0.0223217536289292,0.0615720855133548,0.648828959509342,-0.542463556311089,36.27653,33.51381,36.95411,33.51673,-0.709553888317339,4.65396035015752,4.34380542185368,0.0269632049474788,2.70805020110221,5.43844375236428,3.92333382942652
"Hassakeh","Deir Ezzor",3,"Jul 2016","Apr 2016",0.918265668088716,0.923909069127582,-0.757217543968128,0.482621830252109,-0.402834015508298,-1.86068002687869,6,-0.475348484997262,-0.475348484997262,-0.458569717168805,-0.475348484997262,40.13503,35.32965,40.74627,36.50787,-0.109923602218688,1.09861228866811,5.10594547390058,0.031635425052503,2.7392972263591,5.90210720399337,4.77500594670726
"Rural Damascus","Deir Ezzor",47,"Jul 2016","Apr 2016",0.918265668088716,0.923909069127582,-0.757217543968128,-0.137754156424802,0.520734655944906,0.09586318883443,6,-0.475348484997262,0.0615720855133548,-0.458569717168805,-0.542463556311089,40.13503,35.32965,36.95411,33.51673,1.49712289921115,3.85014760171006,4.0943445622221,0.0410649944400756,2.26042235104442,5.66988092298052,3.92994616400587
"Daraa","Rural Damascus",15,"Jul 2016","Apr 2016",-0.30554780232454,0.413653187870695,0.312382830211508,-1.17171413421965,-0.8345019815136,-1.58117385320539,6,0.0615720855133548,-0.223666967570411,-0.542463556311089,-0.374675878026522,36.95411,33.51673,36.10331,32.62643,-0.225464500935786,2.70805020110221,2.70805020110221,0.0498029373246995,1.64407900822495,7.22983877815125,3.79588556161636
"Al_Qunaytirah","Rural Damascus",4,"Jul 2016","Apr 2016",-0.30554780232454,0.413653187870695,0.312382830211508,-1.06831813644017,-0.8345019815136,-0.742655332185478,6,0.0615720855133548,-0.274003271055781,-0.542463556311089,-0.525684788482633,36.95411,33.51673,35.8258,33.1263,-0.326485092687498,1.38629436111989,3.52636052461616,0.0344177562615102,1.6094379124341,5.01063529409626,3.29691273446961
"Homs","Daraa",41,"Jul 2016","Apr 2016",-1.07043122133282,-0.838793066123482,-1.29201773105795,-0.964922138660682,-0.648784368232249,-1.30166767953208,6,-0.223666967570411,0.044793317684898,-0.374675878026522,0.464262513396318,36.10331,32.62643,36.7137,34.73243,0.637171702936614,3.71357206670431,3.09104245335832,0.0526572129413635,1.94591014905531,7.26243039987232,4.00074681379986
"Homs","Hama",200,"Jul 2016","Apr 2016",-0.642096506688185,1.44576167495849,0.312382830211508,-0.964922138660682,-0.648784368232249,-1.30166767953208,6,-0.408233413683435,0.044793317684898,-0.391454645854978,0.464262513396318,36.7552,35.14089,36.7137,34.73243,-0.839948338031188,5.29831736654804,8.42046200245647,0.0389165481627128,4.42329205514525,9.13986882271027,7.31122883491521
"Homs","Edlib",28,"Jul 2016","Apr 2016",-1.28459857865514,0.631671609862274,0.579782923756417,-0.964922138660682,-0.648784368232249,-1.30166767953208,6,-0.508906020654176,0.044793317684898,-0.391454645854978,0.464262513396318,36.64178,35.93103,36.7137,34.73243,-0.175465737817991,3.3322045101752,5.10594547390058,0.0501034194863117,1.81569563177156,7.22983877815125,4.13886744718414
"Homs","Lattakia",60,"Jul 2016","Apr 2016",-0.695638346018765,-0.859667170356718,0.847183017301327,-0.964922138660682,-0.648784368232249,-1.30166767953208,6,-0.425012181511892,0.044793317684898,-0.0726580571142995,0.464262513396318,35.79527,35.54071,36.7137,34.73243,-0.256763827779522,4.0943445622221,5.10594547390058,0.046666811026463,2.79915943303439,7.67859297374251,5.5168028204596
"Raqqa","Hassakeh",4,"Jul 2016","Apr 2016",0.153382249080431,-0.439865740777188,-1.55941782460285,-0.551338147542742,0.175651252888342,0.445245905926058,6,-0.475348484997262,-0.576021091968003,-0.475348484997262,-0.374675878026522,40.74627,36.50787,38.99811,35.95941,0.0876924440724189,1.38629436111989,1.6094379124341,0.0468348148278337,1.6094379124341,6.28081330107661,3.18932923407238
"Raqqa","Deir Ezzor",281,"Jul 2016","Apr 2016",0.918265668088716,0.923909069127582,-0.757217543968128,-0.551338147542742,0.175651252888342,0.445245905926058,6,-0.475348484997262,-0.576021091968003,-0.458569717168805,-0.374675878026522,40.13503,35.32965,38.99811,35.95941,-0.244353992215216,5.63835466933375,3.46573590279973,0.0305424300807916,2.30258509299405,5.33394384829328,3.67077797940571
"Raqqa","Hama",4,"Jul 2016","Apr 2016",-0.642096506688185,1.44576167495849,0.312382830211508,-0.551338147542742,0.175651252888342,0.445245905926058,6,-0.408233413683435,-0.576021091968003,-0.391454645854978,-0.374675878026522,36.7552,35.14089,38.99811,35.95941,0.497210091373817,1.38629436111989,1.94591014905531,0.0620253651509006,1.94591014905531,8.00603417874901,4.3808618290025
