"Destination","Origin","M_Size","Date","DataDate","OrigFood","OrigFuel","OrigWage","DestFood","DestFuel","DestWage","NumMonths","OriginConflict","DestConflict","OriginConflict3","DestConflict3","OriginLon","OriginLat","DestLon","DestLat","dist","logFlow","flowLag1","se","five","ninetyfive","preds"
"Daraa","Daraa",2756,"Nov 2016","Aug 2016",-0.495238890238594,0.274492492982453,-1.15831768428549,-0.394176230917925,0.370152807338405,-1.44142076636873,10,-0.458569717168805,-0.458569717168805,-0.425012181511892,-0.425012181511892,36.10331,32.62643,36.10331,32.62643,-1.1846305937876,7.92153563213355,8.5079506100493,0.0382576102783774,5.43386311096616,8.86942476597171,7.33648647119646
"Deir Ezzor","Deir Ezzor",262,"Nov 2016","Aug 2016",0.918265668088716,1.80526013675311,-0.623517497195673,1.51658180804696,2.02655314200991,-0.882408419022129,10,-0.525684788482633,-0.525684788482633,-0.290782038884238,-0.290782038884238,40.13503,35.32965,40.13503,35.32965,-1.1846305937876,5.5683445037611,6.10255859461357,0.0572729153901941,3.46573590279973,9.55598271004592,6.37059808159439
"Hama","Hama",4365,"Nov 2016","Aug 2016",-0.458524486126197,0.381646228046399,-1.02461763751304,-0.344546151983772,0.486100830765411,-1.30166767953208,10,-0.341118342369608,-0.341118342369608,-0.0726580571142995,-0.0726580571142995,36.7552,35.14089,36.7552,35.14089,-1.1846305937876,8.3813734682737,8.79603631520081,0.0392459281281147,5.29607412860155,8.90177508860798,7.37235300922639
"Homs","Homs",163,"Nov 2016","Aug 2016",-0.458524486126197,-0.630052023791119,-1.02461763751304,-0.344546151983772,-0.608629208603849,-1.30166767953208,10,-0.290782038884238,-0.290782038884238,-0.374675878026522,-0.374675878026522,36.7137,34.73243,36.7137,34.73243,-1.1846305937876,5.09375020080676,6.91373735065968,0.047552637850698,4.21950770517611,9.25684109447414,7.11564639679034
"Edlib","Edlib",3466,"Nov 2016","Aug 2016",-0.152571118522883,1.91658869266371,1.11458311084624,0.0690378391341684,2.14701862089511,0.934381709854338,10,-0.357897110198065,-0.357897110198065,-0.357897110198065,-0.357897110198065,36.64178,35.93103,36.64178,35.93103,-1.1846305937876,8.15075647027555,7.69712131728263,0.0736785887972188,3.72117402588611,10.5383136433327,7.70480341463719
"Rural Damascus","Rural Damascus",1209,"Nov 2016","Aug 2016",0.459335616683745,0.668781128499138,0.312382830211508,0.896205821370049,0.796801378390157,0.09586318883443,10,-0.441790949340349,-0.441790949340349,-0.223666967570411,-0.223666967570411,36.95411,33.51673,36.95411,33.51673,-1.1846305937876,7.09754885061479,8.28626945278307,0.0395295440250835,6.41989158365031,10.1309419749777,8.56462297361416
"Deir Ezzor","Hassakeh",35,"Dec 2016","Sep 2016",0.765288984287059,-0.27380064487722,-1.29201773105795,2.44714578806233,1.34893482328066,-0.882408419022129,11,-0.576021091968003,-0.576021091968003,-0.542463556311089,-0.00554298580047237,40.74627,36.50787,40.13503,35.32965,-0.109923602218688,3.55534806148941,3.2188758248682,0.0460850481592276,2.41334378885851,7.4031492974623,4.42413549214771
"Hassakeh","Raqqa",324,"Dec 2016","Sep 2016",0.306358932882088,-0.189376489978353,1.18143313423246,1.30978981248799,-0.223139676171207,-1.58117385320539,11,-0.341118342369608,-0.576021091968003,-0.508906020654176,-0.542463556311089,38.99811,35.95941,40.74627,36.50787,0.0876924440724189,5.78074351579233,4.969813299576,0.0380235628934216,2.65261510436592,6.77463185493125,4.77207846209981
"Deir Ezzor","Raqqa",94,"Dec 2016","Sep 2016",0.306358932882088,-0.189376489978353,1.18143313423246,2.44714578806233,1.34893482328066,-0.882408419022129,11,-0.341118342369608,-0.576021091968003,-0.508906020654176,-0.00554298580047237,38.99811,35.95941,40.13503,35.32965,-0.244353992215216,4.54329478227,4.71849887129509,0.0261403552778566,3.1098083945713,5.8636311755981,4.65249645070639
"Daraa","Damascus",8,"Dec 2016","Sep 2016",-0.244357128803877,-0.541916917028566,0.312382830211508,-0.344546151983772,0.119183059660904,-1.30166767953208,11,0.128687156827182,-0.441790949340349,0.212580995969466,-0.374675878026522,36.27653,33.51381,36.10331,32.62643,-0.428473924430582,2.07944154167984,2.07944154167984,0.0423333368040423,1.67053578172215,5.62590655907734,3.17487008928665
"Al_Qunaytirah","Daraa",42,"Dec 2016","Sep 2016",-0.458524486126197,0.04255800150205,-1.02461763751304,-0.241150154204287,-0.458047359997348,-0.742655332185478,11,-0.441790949340349,-0.576021091968003,-0.374675878026522,-0.0894368249427563,36.10331,32.62643,35.8258,33.1263,-0.720821146158074,3.73766961828337,3.85014760171006,0.0314367451490133,1.99108911440991,5.53220783794804,3.60430702617006
"Hassakeh","Deir Ezzor",1836,"Dec 2016","Sep 2016",1.60666074519617,1.17903700975602,-0.623517497195673,1.30978981248799,-0.223139676171207,-1.58117385320539,11,-0.576021091968003,-0.576021091968003,-0.00554298580047237,-0.542463556311089,40.13503,35.32965,40.74627,36.50787,-0.109923602218688,7.51534457118044,7.51914995766982,0.0508799556918013,3.29561280853992,8.39747540021824,6.08055789474947
"Rural Damascus","Deir Ezzor",20,"Dec 2016","Sep 2016",1.60666074519617,1.17903700975602,-0.623517497195673,0.896205821370049,0.771704403622407,0.09586318883443,11,-0.576021091968003,-0.508906020654176,-0.00554298580047237,-0.525684788482633,40.13503,35.32965,36.95411,33.51673,1.49712289921115,2.99573227355399,5.14749447681345,0.0461024518670578,1.99256799725373,7.11961166182233,4.12782429576799
"Deir Ezzor","Homs",12,"Dec 2016","Sep 2016",-0.0913804450022199,-0.537278227198958,-1.02461763751304,2.44714578806233,1.34893482328066,-0.882408419022129,11,1.50454611876064,-0.576021091968003,0.0112357820279844,-0.00554298580047237,36.7137,34.73243,40.13503,35.32965,1.22410022600721,2.484906649788,3.13549421592915,0.0444117592890298,2.39789527279837,6.47697236288968,4.4751269125615
"Rural Damascus","Homs",75,"Dec 2016","Sep 2016",-0.0913804450022199,-0.537278227198958,-1.02461763751304,0.896205821370049,0.771704403622407,0.09586318883443,11,1.50454611876064,-0.508906020654176,0.0112357820279844,-0.525684788482633,36.7137,34.73243,36.95411,33.51673,-0.148685197914094,4.31748811353631,3.91202300542815,0.0508309440451375,2.90092852468273,8.67431202412734,5.0269532939518
"Deir Ezzor","Edlib",10,"Dec 2016","Sep 2016",-0.152571118522883,1.91658869266371,1.24828315761869,2.44714578806233,1.34893482328066,-0.882408419022129,11,-0.206888199741954,-0.576021091968003,-0.374675878026522,-0.00554298580047237,36.64178,35.93103,40.13503,35.32965,1.25587748403269,2.30258509299405,4.31748811353631,0.0401679441009289,2.484906649788,6.74523634948436,4.42152168314459
"Daraa","Rural Damascus",61,"Dec 2016","Sep 2016",0.459335616683745,0.645587679351098,0.312382830211508,-0.344546151983772,0.119183059660904,-1.30166767953208,11,-0.508906020654176,-0.441790949340349,-0.525684788482633,-0.374675878026522,36.95411,33.51673,36.10331,32.62643,-0.225464500935786,4.11087386417331,4.11087386417331,0.0292567218158661,1.52372619570912,4.32586335490675,3.27187667220171
"Al_Qunaytirah","Rural Damascus",35,"Dec 2016","Sep 2016",0.459335616683745,0.645587679351098,0.312382830211508,-0.241150154204287,-0.458047359997348,-0.742655332185478,11,-0.508906020654176,-0.576021091968003,-0.525684788482633,-0.0894368249427563,36.95411,33.51673,35.8258,33.1263,-0.326485092687498,3.55534806148941,3.55534806148941,0.0358956599480232,1.38629436111989,5.21987508584209,3.09580466220351
"Homs","Hama",4,"Dec 2016","Sep 2016",-0.30554780232454,0.320879391278534,-1.02461763751304,0.151754637357756,-0.508241309532849,-1.30166767953208,11,-0.492127252825719,1.50454611876064,0.195802228141009,0.0112357820279844,36.7552,35.14089,36.7137,34.73243,-0.839948338031188,1.38629436111989,3.49650756146648,0.0591014949316422,2.16363939749699,8.16518254802632,4.56660223258454
"Homs","Edlib",20,"Dec 2016","Sep 2016",-0.152571118522883,1.91658869266371,1.24828315761869,0.151754637357756,-0.508241309532849,-1.30166767953208,11,-0.206888199741954,1.50454611876064,-0.374675878026522,0.0112357820279844,36.64178,35.93103,36.7137,34.73243,-0.175465737817991,2.99573227355399,2.07944154167984,0.042408007087464,1.6094379124341,5.37411863871979,3.28052300383946
"Raqqa","Deir Ezzor",126,"Dec 2016","Sep 2016",1.60666074519617,1.17903700975602,-0.623517497195673,0.689413825811079,-0.131786688016597,1.00425825327266,11,-0.576021091968003,-0.341118342369608,-0.00554298580047237,-0.508906020654176,40.13503,35.32965,38.99811,35.95941,-0.244353992215216,4.83628190695148,2.19722457733622,0.036219751877988,1.7309856169634,5.46191967068926,3.02061844212736
"Raqqa","Hama",20,"Dec 2016","Sep 2016",-0.30554780232454,0.320879391278534,-1.02461763751304,0.689413825811079,-0.131786688016597,1.00425825327266,11,-0.492127252825719,-0.341118342369608,0.195802228141009,-0.508906020654176,36.7552,35.14089,38.99811,35.95941,0.497210091373817,2.99573227355399,3.85014760171006,0.0478803680345384,1.56425134329297,6.35749756406471,3.62193676734404
"Raqqa","Homs",172,"Dec 2016","Sep 2016",-0.0913804450022199,-0.537278227198958,-1.02461763751304,0.689413825811079,-0.131786688016597,1.00425825327266,11,1.50454611876064,-0.341118342369608,0.0112357820279844,-0.508906020654176,36.7137,34.73243,38.99811,35.95941,0.69145361781001,5.14749447681345,3.55534806148941,0.0682532634269371,1.6094379124341,9.23180827859142,4.39640334468347
"Raqqa","Edlib",5,"Dec 2016","Sep 2016",-0.152571118522883,1.91658869266371,1.24828315761869,0.689413825811079,-0.131786688016597,1.00425825327266,11,-0.206888199741954,-0.341118342369608,-0.374675878026522,-0.508906020654176,36.64178,35.93103,38.99811,35.95941,0.419725622524537,1.6094379124341,1.94591014905531,0.0358536150415012,1.47098348471398,4.89034912822175,3.03562251529656
"Hama","Homs",39,"Dec 2016","Sep 2016",-0.0913804450022199,-0.537278227198958,-1.02461763751304,-0.137754156424802,0.420346756873905,-1.30166767953208,11,1.50454611876064,-0.492127252825719,0.0112357820279844,0.195802228141009,36.7137,34.73243,36.7552,35.14089,-0.839948338031188,3.66356164612965,2.83321334405622,0.05289708316152,2.42701755555858,7.22983877815125,4.65633435398264
"Hama","Edlib",42,"Dec 2016","Sep 2016",-0.152571118522883,1.91658869266371,1.24828315761869,-0.137754156424802,0.420346756873905,-1.30166767953208,11,-0.206888199741954,-0.492127252825719,-0.374675878026522,0.195802228141009,36.64178,35.93103,36.7552,35.14089,-0.515647856765596,3.73766961828337,4.88280192258637,0.0377161125424022,2.43187227796768,6.53652256174181,4.36738586609312
"Lattakia","Hama",15,"Dec 2016","Sep 2016",-0.30554780232454,0.320879391278534,-1.02461763751304,-0.22047095464839,-0.541871255721634,1.28376442694597,11,-0.492127252825719,-0.525684788482633,0.195802228141009,-0.458569717168805,36.7552,35.14089,35.79527,35.54071,-0.445269039122866,2.70805020110221,7.08590146436561,0.0494608748742967,2.80659836429738,8.21849127955371,5.44983988445832
"Lattakia","Edlib",60,"Dec 2016","Sep 2016",-0.152571118522883,1.91658869266371,1.24828315761869,-0.22047095464839,-0.541871255721634,1.28376442694597,11,-0.206888199741954,-0.525684788482633,-0.374675878026522,-0.458569717168805,36.64178,35.93103,35.79527,35.54071,-0.520077624506963,4.0943445622221,4.89034912822175,0.0389194127526259,2.23659621574396,7.0184017990692,4.71156302923513
"Tartous","Hama",71,"Dec 2016","Sep 2016",-0.30554780232454,0.320879391278534,-1.02461763751304,0.0690378391341684,-0.488163729718649,0.445245905926058,11,-0.492127252825719,-0.542463556311089,0.195802228141009,-0.559242324139546,36.7552,35.14089,35.88665,34.89593,-0.551979458278626,4.26267987704132,4.59511985013459,0.0607943113673914,1.84424208933516,7.6056416436529,4.88518904787481
"Tartous","Homs",5,"Dec 2016","Sep 2016",-0.0913804450022199,-0.537278227198958,-1.02461763751304,0.0690378391341684,-0.488163729718649,0.445245905926058,11,1.50454611876064,-0.542463556311089,0.0112357820279844,-0.559242324139546,36.7137,34.73243,35.88665,34.89593,-0.597297472148853,1.6094379124341,2.99573227355399,0.0640979067929161,2.07836589966088,8.22112647926278,4.65354963672832
"Tartous","Edlib",40,"Dec 2016","Sep 2016",-0.152571118522883,1.91658869266371,1.24828315761869,0.0690378391341684,-0.488163729718649,0.445245905926058,11,-0.206888199741954,-0.542463556311089,-0.374675878026522,-0.559242324139546,36.64178,35.93103,35.88665,34.89593,-0.171944443518924,3.68887945411394,2.484906649788,0.0330228589499144,1.8944050005052,4.88280192258637,3.24158849957141
"Aleppo","Raqqa",469,"Dec 2016","Sep 2016",0.306358932882088,-0.189376489978353,1.18143313423246,1.30978981248799,-0.0815927384810967,0.09586318883443,11,-0.341118342369608,5.78313191501712,-0.508906020654176,3.90390991822996,38.99811,35.95941,37.13426,36.2021,0.0984345530959813,6.15060276844628,7.72841577984104,0.0594357520491065,2.484906649788,8.54264707685024,5.60014815129422
"Aleppo","Edlib",660,"Dec 2016","Sep 2016",-0.152571118522883,1.91658869266371,1.24828315761869,1.30978981248799,-0.0815927384810967,0.09586318883443,11,-0.206888199741954,5.78313191501712,-0.374675878026522,3.90390991822996,36.64178,35.93103,37.13426,36.2021,-0.77961921826261,6.49223983502047,6.74523634948436,0.0558622469675224,2.91841863955757,8.69667739339003,5.36389917336715
"As_Suweida","Hassakeh",20,"Dec 2016","Sep 2016",0.765288984287059,-0.27380064487722,-1.29201773105795,0.0690378391341684,-0.307465511390848,0.09586318883443,11,-0.576021091968003,-0.576021091968003,-0.542463556311089,-0.59279985979646,40.74627,36.50787,36.56629,32.7129,3.1218841499723,2.99573227355399,2.99573227355399,0.0291831715287247,1.6094379124341,4.50386767237876,3.20377537246786
"As_Suweida","Damascus",103,"Dec 2016","Sep 2016",-0.244357128803877,-0.541916917028566,0.312382830211508,0.0690378391341684,-0.307465511390848,0.09586318883443,11,0.128687156827182,-0.576021091968003,0.212580995969466,-0.59279985979646,36.27653,33.51381,36.56629,32.7129,-0.480864632155332,4.63472898822964,4.63472898822964,0.028806388983766,2.6203008259542,5.75592640072265,4.36892349608511
"As_Suweida","Daraa",130,"Dec 2016","Sep 2016",-0.458524486126197,0.04255800150205,-1.02461763751304,0.0690378391341684,-0.307465511390848,0.09586318883443,11,-0.441790949340349,-0.576021091968003,-0.374675878026522,-0.59279985979646,36.10331,32.62643,36.56629,32.7129,-0.848914885880887,4.86753445045558,4.86753445045558,0.0280334965232974,3.29973016968141,5.85216809517834,4.60464483846191
"As_Suweida","Deir Ezzor",21,"Dec 2016","Sep 2016",1.60666074519617,1.17903700975602,-0.623517497195673,0.0690378391341684,-0.307465511390848,0.09586318883443,11,-0.576021091968003,-0.576021091968003,-0.00554298580047237,-0.59279985979646,40.13503,35.32965,36.56629,32.7129,2.13598215537229,3.04452243772342,3.04452243772342,0.0300597754485486,1.6094379124341,4.81218435537242,3.08395370548091
"As_Suweida","Homs",50,"Dec 2016","Sep 2016",-0.0913804450022199,-0.537278227198958,-1.02461763751304,0.0690378391341684,-0.307465511390848,0.09586318883443,11,1.50454611876064,-0.576021091968003,0.0112357820279844,-0.59279985979646,36.7137,34.73243,36.56629,32.7129,0.516811445372715,3.91202300542815,3.91202300542815,0.0463231367058485,3.23890684762122,8.74226448192201,5.12420454397388
"As_Suweida","Edlib",100,"Dec 2016","Sep 2016",-0.152571118522883,1.91658869266371,1.24828315761869,0.0690378391341684,-0.307465511390848,0.09586318883443,11,-0.206888199741954,-0.576021091968003,-0.374675878026522,-0.59279985979646,36.64178,35.93103,36.56629,32.7129,1.52215083359456,4.60517018598809,4.60517018598809,0.0267093449004173,2.39789527279837,5.03091507838217,4.27412009352459
"As_Suweida","Al_Qunaytirah",75,"Dec 2016","Sep 2016",-0.382036144225368,-0.490891328902877,-0.489817450423219,0.0690378391341684,-0.307465511390848,0.09586318883443,11,-0.576021091968003,-0.576021091968003,-0.0894368249427563,-0.59279985979646,35.8258,33.1263,36.56629,32.7129,-0.55685916018285,4.31748811353631,4.31748811353631,0.0336213332236788,2.99573227355399,6.39530025735784,4.93419429364685
"As_Suweida","Rural Damascus",85,"Dec 2016","Sep 2016",0.459335616683745,0.645587679351098,0.312382830211508,0.0690378391341684,-0.307465511390848,0.09586318883443,11,-0.508906020654176,-0.576021091968003,-0.525684788482633,-0.59279985979646,36.95411,33.51673,36.56629,32.7129,-0.455547923182321,4.44265125649032,4.44265125649032,0.0312759992562879,2.30258509299405,5.48077560650051,4.13410739785563
"Edlib","Raqqa",42,"Dec 2016","Sep 2016",0.306358932882088,-0.189376489978353,1.18143313423246,0.0690378391341684,2.14701862089511,1.07413479669099,11,-0.341118342369608,-0.206888199741954,-0.508906020654176,-0.374675878026522,38.99811,35.95941,36.64178,35.93103,0.419725622524537,3.73766961828337,3.55534806148941,0.0427298181038499,2.91408473562173,7.35969537056381,4.13309209285999
"Edlib","Damascus",40,"Dec 2016","Sep 2016",-0.244357128803877,-0.541916917028566,0.312382830211508,0.0690378391341684,2.14701862089511,1.07413479669099,11,0.128687156827182,-0.206888199741954,0.212580995969466,-0.374675878026522,36.27653,33.51381,36.64178,35.93103,0.86373253513719,3.68887945411394,5.66296048013595,0.0550305925051989,2.30258509299405,8.09085194825318,5.01568948703798
"Edlib","Deir Ezzor",16,"Dec 2016","Sep 2016",1.60666074519617,1.17903700975602,-0.623517497195673,0.0690378391341684,2.14701862089511,1.07413479669099,11,-0.576021091968003,-0.206888199741954,-0.00554298580047237,-0.374675878026522,40.13503,35.32965,36.64178,35.93103,1.25587748403269,2.77258872223978,6.04500531403601,0.0560793041989287,2.4517410142965,8.17131687471973,5.44997481667359
"Edlib","Hama",1318,"Dec 2016","Sep 2016",-0.30554780232454,0.320879391278534,-1.02461763751304,0.0690378391341684,2.14701862089511,1.07413479669099,11,-0.492127252825719,-0.206888199741954,0.195802228141009,-0.374675878026522,36.7552,35.14089,36.64178,35.93103,-0.515647856765596,7.18387071506245,10.2097214703824,0.0305599738610421,7.69712131728263,10.8290861041512,9.61024695930474
"Edlib","Homs",14,"Dec 2016","Sep 2016",-0.0913804450022199,-0.537278227198958,-1.02461763751304,0.0690378391341684,2.14701862089511,1.07413479669099,11,1.50454611876064,-0.206888199741954,0.0112357820279844,-0.374675878026522,36.7137,34.73243,36.64178,35.93103,-0.175465737817991,2.63905732961526,4.46590811865458,0.0539739244411553,3.64161534860582,9.23180827859142,6.21824930230772
"Edlib","Lattakia",24,"Dec 2016","Sep 2016",-0.366738475845203,-0.568357449057332,1.44883322777737,0.0690378391341684,2.14701862089511,1.07413479669099,11,-0.525684788482633,-0.206888199741954,-0.458569717168805,-0.374675878026522,35.79527,35.54071,36.64178,35.93103,-0.520077624506963,3.17805383034795,4.65396035015752,0.0352260089332444,3.14864462748701,6.75126560497155,4.51088599693984
"Edlib","Rural Damascus",6127,"Dec 2016","Sep 2016",0.459335616683745,0.645587679351098,0.312382830211508,0.0690378391341684,2.14701862089511,1.07413479669099,11,-0.508906020654176,-0.206888199741954,-0.525684788482633,-0.374675878026522,36.95411,33.51673,36.64178,35.93103,0.857105992617798,8.72046051272565,7.78779687818117,0.0532830596035623,4.07753744390572,9.826541237235,6.84067605030058
"Hassakeh","Aleppo",63,"Dec 2016","Sep 2016",0.765288984287059,-0.142989591682272,0.312382830211508,1.30978981248799,-0.223139676171207,-1.58117385320539,11,5.78313191501712,-0.576021091968003,3.90390991822996,-0.542463556311089,37.13426,36.2021,40.74627,36.50787,1.27498223590102,4.14313472639153,5.94803498918065,0.0393985819837351,3.48334442302961,7.57680656128391,5.67226754885483
"Raqqa","Aleppo",275,"Dec 2016","Sep 2016",0.765288984287059,-0.142989591682272,0.312382830211508,0.689413825811079,-0.131786688016597,1.00425825327266,11,5.78313191501712,-0.341118342369608,3.90390991822996,-0.508906020654176,37.13426,36.2021,38.99811,35.95941,0.0984345530959813,5.61677109766657,5.66988092298052,0.0427277590482463,3.4290046790729,8.04455150920404,5.87618514359732
"As_Suweida","Aleppo",615,"Dec 2016","Sep 2016",0.765288984287059,-0.142989591682272,0.312382830211508,0.0690378391341684,-0.307465511390848,0.09586318883443,11,5.78313191501712,-0.576021091968003,3.90390991822996,-0.59279985979646,37.13426,36.2021,36.56629,32.7129,1.775890770067,6.42162226780652,6.42162226780652,0.0342513785355218,3.85776876174127,7.63702296009031,5.85481340105193
"Damascus","Aleppo",2702,"Dec 2016","Sep 2016",0.765288984287059,-0.142989591682272,0.312382830211508,-0.0550373582012137,-0.513260704486399,0.09586318883443,11,5.78313191501712,0.128687156827182,3.90390991822996,0.212580995969466,37.13426,36.2021,36.27653,33.51381,1.15223927110924,7.90174751852014,7.81520706218909,0.0482448676682605,4.17245027337584,8.94042079213193,6.81154965651759
"Deir Ezzor","Aleppo",49,"Dec 2016","Sep 2016",0.765288984287059,-0.142989591682272,0.312382830211508,2.44714578806233,1.34893482328066,-0.882408419022129,11,5.78313191501712,-0.576021091968003,3.90390991822996,-0.00554298580047237,37.13426,36.2021,40.13503,35.32965,0.990310551779744,3.89182029811063,4.76217393479776,0.0297606097208151,3.44542785520759,6.39692965521615,4.74053151244392
"Homs","Aleppo",124,"Dec 2016","Sep 2016",0.765288984287059,-0.142989591682272,0.312382830211508,0.151754637357756,-0.508241309532849,-1.30166767953208,11,5.78313191501712,1.50454611876064,3.90390991822996,0.0112357820279844,37.13426,36.2021,36.7137,34.73243,0.0844003208248961,4.82028156560504,6.69950034016168,0.0445152075637821,4.17705559465237,8.51706249247152,6.23038351936635
"Edlib","Aleppo",21686,"Dec 2016","Sep 2016",0.765288984287059,-0.142989591682272,0.312382830211508,0.0690378391341684,2.14701862089511,1.07413479669099,11,5.78313191501712,-0.206888199741954,3.90390991822996,-0.374675878026522,37.13426,36.2021,36.64178,35.93103,-0.77961921826261,9.98442217003213,9.33943694531059,0.0278819920382924,7.80902675943971,10.3573373171946,9.31168500947113
"Lattakia","Aleppo",817,"Dec 2016","Sep 2016",0.765288984287059,-0.142989591682272,0.312382830211508,-0.22047095464839,-0.541871255721634,1.28376442694597,11,5.78313191501712,-0.525684788482633,3.90390991822996,-0.458569717168805,37.13426,36.2021,35.79527,35.54071,-0.116042018206528,6.70563909486,7.900636613018,0.047207151847575,4.27666611901606,9.1882590236764,6.38617419245717
"Rural Damascus","Aleppo",196,"Dec 2016","Sep 2016",0.765288984287059,-0.142989591682272,0.312382830211508,0.896205821370049,0.771704403622407,0.09586318883443,11,5.78313191501712,-0.508906020654176,3.90390991822996,-0.525684788482633,37.13426,36.2021,36.95411,33.51673,1.07703828393187,5.27811465923052,6.39692965521615,0.0399453720623241,3.77656037466616,7.74109909003537,5.67718902770997
"Tartous","Aleppo",431,"Dec 2016","Sep 2016",0.765288984287059,-0.142989591682272,0.312382830211508,0.0690378391341684,-0.488163729718649,0.445245905926058,11,5.78313191501712,-0.542463556311089,3.90390991822996,-0.559242324139546,37.13426,36.2021,35.88665,34.89593,0.206452320256456,6.06610809010375,7.74109909003537,0.0458727910620918,3.28266796683208,8.09357859787981,5.62308357079327
"Aleppo","Aleppo",120591,"Dec 2016","Sep 2016",0.765288984287059,-0.142989591682272,0.312382830211508,1.30978981248799,-0.0815927384810967,0.09586318883443,11,5.78313191501712,5.78313191501712,3.90390991822996,3.90390991822996,37.13426,36.2021,37.13426,36.2021,-1.1846305937876,11.7001599336248,10.9110804428171,0.0237800010637261,8.70778439479253,11.4462702848081,10.327995999317
"Hassakeh","Hassakeh",805,"Dec 2016","Sep 2016",0.765288984287059,-0.27380064487722,-1.29201773105795,1.30978981248799,-0.223139676171207,-1.58117385320539,11,-0.576021091968003,-0.576021091968003,-0.542463556311089,-0.542463556311089,40.74627,36.50787,40.74627,36.50787,-1.1846305937876,6.69084227741856,7.60837447438078,0.0583180529711985,3.63201507144976,9.17375984841115,6.40536416664281
"Raqqa","Raqqa",10140,"Dec 2016","Sep 2016",0.306358932882088,-0.189376489978353,1.18143313423246,0.689413825811079,-0.131786688016597,1.00425825327266,11,-0.341118342369608,-0.341118342369608,-0.508906020654176,-0.508906020654176,38.99811,35.95941,38.99811,35.95941,-1.1846305937876,9.22424327714517,8.69667739339003,0.0383136191903238,5.83862586536887,9.9196266286918,7.80339631480976
"Daraa","Daraa",2270,"Dec 2016","Sep 2016",-0.458524486126197,0.04255800150205,-1.02461763751304,-0.344546151983772,0.119183059660904,-1.30166767953208,11,-0.441790949340349,-0.441790949340349,-0.374675878026522,-0.374675878026522,36.10331,32.62643,36.10331,32.62643,-1.1846305937876,7.72753511047545,7.92153563213355,0.0341628251769781,5.56880949198243,8.61438096162816,7.38735154335372
"Deir Ezzor","Deir Ezzor",396,"Dec 2016","Sep 2016",1.60666074519617,1.17903700975602,-0.623517497195673,2.44714578806233,1.34893482328066,-0.882408419022129,11,-0.576021091968003,-0.576021091968003,-0.00554298580047237,-0.00554298580047237,40.13503,35.32965,40.13503,35.32965,-1.1846305937876,5.98141421125448,5.5683445037611,0.06345625850593,3.7395907896365,10.0455724719613,6.73414394508142
"Hama","Hama",335,"Dec 2016","Sep 2016",-0.30554780232454,0.320879391278534,-1.02461763751304,-0.137754156424802,0.420346756873905,-1.30166767953208,11,-0.492127252825719,-0.492127252825719,0.195802228141009,0.195802228141009,36.7552,35.14089,36.7552,35.14089,-1.1846305937876,5.81413053182507,8.3813734682737,0.0433011762276717,4.3069505092394,8.5173930594769,7.18001535562898
"Homs","Homs",835,"Dec 2016","Sep 2016",-0.0913804450022199,-0.537278227198958,-1.02461763751304,0.151754637357756,-0.508241309532849,-1.30166767953208,11,1.50454611876064,1.50454611876064,0.0112357820279844,0.0112357820279844,36.7137,34.73243,36.7137,34.73243,-1.1846305937876,6.72743172485086,5.09375020080676,0.0735157617686619,3.24609821958644,11.3808279886091,7.19893506278569
"Edlib","Edlib",1394,"Dec 2016","Sep 2016",-0.152571118522883,1.91658869266371,1.24828315761869,0.0690378391341684,2.14701862089511,1.07413479669099,11,-0.206888199741954,-0.206888199741954,-0.374675878026522,-0.374675878026522,36.64178,35.93103,36.64178,35.93103,-1.1846305937876,7.23993259132047,8.15075647027555,0.040679697637566,5.76333656523412,10.1840694784976,8.40227288461145
"Rural Damascus","Rural Damascus",516,"Dec 2016","Sep 2016",0.459335616683745,0.645587679351098,0.312382830211508,0.896205821370049,0.771704403622407,0.09586318883443,11,-0.508906020654176,-0.508906020654176,-0.525684788482633,-0.525684788482633,36.95411,33.51673,36.95411,33.51673,-1.1846305937876,6.24610676548156,7.09754885061479,0.0608311337378489,3.70109942916283,10.024686967938,6.72196788103947
"Tartous","Tartous",4,"Dec 2016","Sep 2016",-0.152571118522883,-0.518723467880525,0.646632947142645,0.0690378391341684,-0.488163729718649,0.445245905926058,11,-0.542463556311089,-0.542463556311089,-0.559242324139546,-0.559242324139546,35.88665,34.89593,35.88665,34.89593,-1.1846305937876,1.38629436111989,1.94591014905531,0.0612239029388972,2.12424762102468,8.68460463000395,6.58074635685483
"Al_Qunaytirah","Rural Damascus",4,"Jan 2017","Oct 2016",0.153382249080431,-0.189376489978353,0.312382830211508,-0.551338147542742,-0.453027965043798,-0.742655332185478,12,1.22726980639367,-0.773850845211464,-0.525684788482633,-0.59279985979646,36.95411,33.51673,35.8258,33.1263,-0.326485092687498,1.38629436111989,3.55534806148941,0.0465265829854754,1.38629436111989,6.02623303062648,3.33869817633783
"Daraa","Rural Damascus",5,"Jan 2017","Oct 2016",0.153382249080431,-0.189376489978353,0.312382830211508,-0.344546151983772,-0.470595847381223,-0.882408419022129,12,1.22726980639367,0.479863297962838,-0.525684788482633,-0.408233413683435,36.95411,33.51673,36.10331,32.62643,-0.225464500935786,1.6094379124341,4.11087386417331,0.0582898137355716,1.48705519532186,7.29787810309131,3.82243613651426
