"NumMonths","Origin","Destination","Flow","Date","DataDate","DestFood","DestFuel","OrigFood","OrigFuel","DestConflict3","OrigConflict3","DestConflict","OrigConflict","dist","logFlow","flowLag1","preds"
24,"Abyan","Aden",276,"Jan 2016","Oct 2015",1.29379067630059,0.0951835925540746,1.29552235542535,1.03318170924427,-0.426205076938954,-0.439652888828922,-0.634270264900243,-0.651032017610164,-0.211009056193486,5.62401750618734,5.32300997913841,293.142302944336
24,"Al Bayda","Aden",984,"Jan 2016","Oct 2015",1.29379067630059,0.0951835925540746,1.29552235542535,1.03318170924427,-0.426205076938954,-0.439652888828922,-0.634270264900243,-0.651032017610164,-0.210412654227488,6.89264164117209,7.07580886397839,457.832782723875
24,"Al Hudaydah","Aden",138,"Jan 2016","Oct 2015",1.29379067630059,0.0951835925540746,1.44173206923156,1.40760383257121,-0.426205076938954,-0.439652888828922,-0.634270264900243,-0.499309098700934,0.811493873733368,4.93447393313069,5.68697535633982,214.174631874377
24,"Lahj","Aden",48,"Jan 2016","Oct 2015",1.29379067630059,0.0951835925540746,1.29552235542535,1.03318170924427,-0.426205076938954,-0.291401633456757,-0.634270264900243,-0.651032017610164,-0.836645162817409,3.89182029811063,6.86797440897029,910.60890521815
24,"Taizz","Aden",588,"Jan 2016","Oct 2015",1.29379067630059,0.0951835925540746,1.29552235542535,1.03318170924427,-0.426205076938954,-0.439652888828922,-0.634270264900243,-0.651032017610164,-0.254238889079942,6.37842618365159,8.29179710504873,2913.88097850806
24,"Al Bayda","Al Bayda",66,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.439652888828922,-0.634270264900243,-0.651032017610164,-1.10754755629097,4.20469261939097,5.85507192220243,253.549053370459
24,"Al Dhale'e","Al Bayda",126,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.439652888828922,-0.634270264900243,-0.499309098700934,-0.564340555283804,4.84418708645859,3.61091791264422,214.66672066969
24,"Amanat Al Asimah","Al Bayda",522,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,-0.0203650688305373,1.1229192429342,-0.426205076938954,-0.291401633456757,-0.634270264900243,-0.499309098700934,0.214464544923551,6.25958146406492,6.49375383985169,221.847920247063
24,"Dhamar","Al Bayda",12,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.291401633456757,-0.634270264900243,-0.499309098700934,-0.25021221884608,2.56494935746154,3.43398720448515,213.706118567089
24,"Ibb","Al Bayda",24,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.291401633456757,-0.634270264900243,-0.499309098700934,-0.174777276418026,3.2188758248682,4.00733318523247,213.376175414281
24,"Marib","Al Bayda",84,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.291401633456757,-0.634270264900243,-0.651032017610164,-0.0873747473214432,4.44265125649032,3.61091791264422,215.025845001253
24,"Sana'a","Al Bayda",6,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.291401633456757,-0.634270264900243,-0.651032017610164,0.200090699841492,1.94591014905531,3.2188758248682,213.648888217229
24,"Shabwah","Al Bayda",12,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.439652888828922,-0.634270264900243,-0.651032017610164,-0.299562754119095,2.56494935746154,3.2188758248682,213.883865234531
24,"Taizz","Al Bayda",138,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.439652888828922,-0.634270264900243,-0.651032017610164,-0.0412689804310788,4.93447393313069,5.7268477475872,221.211844417261
24,"Aden","Al Dhale'e",156,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.14931264161914,0.0666981567446854,-0.426205076938954,-0.439652888828922,-0.4772797133881,-0.651032017610164,-0.396428613901635,5.05624580534831,4.51085950651685,215.740576485436
24,"Al Dhale'e","Al Dhale'e",120,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.439652888828922,-0.4772797133881,-0.499309098700934,-1.10754755629097,4.79579054559674,3.61091791264422,221.495603032453
24,"Amanat Al Asimah","Al Dhale'e",162,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,-0.0203650688305373,1.1229192429342,-0.426205076938954,-0.291401633456757,-0.4772797133881,-0.499309098700934,0.0555447756281517,5.09375020080676,4.69134788222914,220.399914357612
24,"Lahj","Al Dhale'e",114,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.291401633456757,-0.4772797133881,-0.651032017610164,-0.659054563246421,4.74493212836325,1.94591014905531,214.049553394555
24,"Sa'ada","Al Dhale'e",6,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,4.36592634535577,1.019772652486,-0.426205076938954,-0.291401633456757,-0.4772797133881,-0.651032017610164,1.13357334551963,1.94591014905531,4.29045944114839,213.388123423819
24,"Taizz","Al Dhale'e",312,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.439652888828922,-0.4772797133881,-0.651032017610164,-0.583927419290768,5.74620319054015,3.89182029811063,236.105613620396
24,"Aden","Al Hudaydah",18,"Jan 2016","Oct 2015",1.60926112126302,1.47656024368777,1.14931264161914,0.0666981567446854,-0.426205076938954,-0.439652888828922,-0.4772797133881,-0.651032017610164,0.811493873733368,2.94443897916644,2.56494935746154,213.303435713348
24,"Al Dhale'e","Al Hudaydah",18,"Jan 2016","Oct 2015",1.60926112126302,1.47656024368777,1.29552235542535,1.03318170924427,-0.426205076938954,-0.439652888828922,-0.4772797133881,-0.499309098700934,0.256577828569781,2.94443897916644,1.94591014905531,213.523086721827
24,"Al Hudaydah","Al Hudaydah",138,"Jan 2016","Oct 2015",1.60926112126302,1.47656024368777,1.44173206923156,1.40760383257121,-0.426205076938954,-0.439652888828922,-0.4772797133881,-0.499309098700934,-1.10754755629097,4.93447393313069,4.36944785246702,243.597936386714
24,"Hajjah","Al Hudaydah",66,"Jan 2016","Oct 2015",1.60926112126302,1.47656024368777,1.44173206923156,1.04659076600253,-0.426205076938954,-0.291401633456757,-0.4772797133881,-0.499309098700934,-0.361661717349873,4.20469261939097,4.79579054559674,387.249901487118
24,"Sa'ada","Al Hudaydah",6,"Jan 2016","Oct 2015",1.60926112126302,1.47656024368777,4.36592634535577,1.019772652486,-0.426205076938954,-0.291401633456757,-0.4772797133881,-0.651032017610164,0.445469994211683,1.94591014905531,2.56494935746154,223.166203358312
24,"Taizz","Al Hudaydah",192,"Jan 2016","Oct 2015",1.60926112126302,1.47656024368777,1.29552235542535,1.03318170924427,-0.426205076938954,-0.439652888828922,-0.4772797133881,-0.651032017610164,-0.0326936080836038,5.26269018890489,2.94443897916644,233.119995910121
24,"Al Jawf","Al Jawf",1902,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.439652888828922,-0.4772797133881,-0.499309098700934,-1.10754755629097,7.55118686729615,5.01727983681492,340.322040613272
24,"Abyan","Al Maharah",360,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.439652888828922,-0.4772797133881,-0.651032017610164,3.07340582789782,5.88887795833288,4.74493212836325,213.108150179973
24,"Aden","Al Maharah",516,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.14931264161914,0.0666981567446854,-0.426205076938954,-0.439652888828922,-0.4772797133881,-0.651032017610164,3.95584060667873,6.24804287450843,1.94591014905531,213.108105366019
24,"Al Dhale'e","Al Maharah",12,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.439652888828922,-0.4772797133881,-0.499309098700934,3.78427361297727,2.56494935746154,2.56494935746154,213.108105273331
24,"Al Hudaydah","Al Maharah",66,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.44173206923156,1.40760383257121,-0.426205076938954,-0.439652888828922,-0.4772797133881,-0.499309098700934,4.71247911895799,4.20469261939097,3.43398720448515,213.108103531658
24,"Amanat Al Asimah","Al Maharah",210,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,-0.0203650688305373,1.1229192429342,-0.426205076938954,-0.291401633456757,-0.4772797133881,-0.499309098700934,3.81769393881502,5.35185813347607,1.94591014905531,213.108136232591
24,"Amran","Al Maharah",54,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,-0.0203650688305373,0.865052766813711,-0.426205076938954,-0.291401633456757,-0.4772797133881,-0.499309098700934,3.94068223304882,4.00733318523247,7.55066124310534,213.108131695352
24,"Dhamar","Al Maharah",6,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.291401633456757,-0.4772797133881,-0.499309098700934,3.84046604679178,1.94591014905531,7.55066124310534,213.108112967036
24,"Hajjah","Al Maharah",24,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.44173206923156,1.04659076600253,-0.426205076938954,-0.291401633456757,-0.4772797133881,-0.499309098700934,4.1956599737891,3.2188758248682,1.94591014905531,213.108111664419
24,"Ibb","Al Maharah",6,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.291401633456757,-0.4772797133881,-0.499309098700934,4.11814810956852,1.94591014905531,1.94591014905531,213.108103742647
24,"Lahj","Al Maharah",198,"Jan 2016","Oct 2015",1.45152589878181,1.09083737879429,1.29552235542535,1.03318170924427,-0.426205076938954,-0.291401633456757,-0.4772797133881,-0.651032017610164,3.93153676676241,5.29330482472449,2.56494935746154,213.108104429171
