"Destination","Origin","M_Size","Date","DataDate","OrigFood","OrigFuel","OrigWage","DestFood","DestFuel","DestWage","NumMonths","OriginConflict","DestConflict","OriginConflict3","DestConflict3","OriginLon","OriginLat","DestLon","DestLat","dist"
"Hama","Deir Ezzor",51,Oct 2017,Jul 2017,1000,4250,1150,575,1687.5,1900,21,1.93449316920994,1.29156283937697,0.246801053398384,1.33174598499153,40.13503,35.32965,36.7552,35.14089,308012.212878555
"Hama","Edlib",1412,Oct 2017,Jul 2017,350,4385,2000,575,1687.5,1900,21,0.134288245677614,1.29156283937697,0.246801053398384,1.33174598499153,36.64178,35.93103,36.7552,35.14089,88555.9919923042
"Hama","Homs",361,Oct 2017,Jul 2017,500,1412.5,1700,575,1687.5,1900,21,0.295020828135858,1.29156283937697,0.110178358308877,1.33174598499153,36.7137,34.73243,36.7552,35.14089,45627.005588412
"Hama","Raqqa",109,Oct 2017,Jul 2017,500,1525,1850,575,1687.5,1900,21,-0.838143878194761,1.29156283937697,0.182508020415087,1.33174598499153,38.99811,35.95941,36.7552,35.14089,222632.157760129
"Hama","Edlib",4326,Nov 2017,Aug 2017,450,3890,2000,590,1687.5,2000,22,0.0378486962026675,1.73357744113714,-0.251469952222171,3.07569450466348,36.64178,35.93103,36.7552,35.14089,88555.9919923042
"Hama","Deir Ezzor",118,Nov 2017,Aug 2017,1000,4500,1150,590,1687.5,2000,22,1.28352621025406,1.73357744113714,0.286984199012945,3.07569450466348,40.13503,35.32965,36.7552,35.14089,308012.212878555
"Hama","Homs",23,Dec 2017,Sep 2017,508,1412.5,1900,550,1575,2000,23,-0.259506581345084,0.536119701823223,0.214654536906736,2.38454440009303,36.7137,34.73243,36.7552,35.14089,45627.005588412
"Hama","Edlib",2564,Dec 2017,Sep 2017,460,3895,2000,550,1575,2000,23,0.81740172112515,0.536119701823223,1.62910126253928,2.38454440009303,36.64178,35.93103,36.7552,35.14089,88555.9919923042
"Lattakia","Edlib",75,Mar 2016,Dec 2015,331.25,1148.75,1090,350,1101.5,1080,2,-0.240445735398867,-0.106215592771213,0.044793317684898,0.179023460312552,36.64178,35.93103,35.79527,35.54071,87969.6054461004
"Lattakia","Edlib",35,Apr 2016,Jan 2016,300,1140,1150,275,1130,2000,3,-0.391454645854978,-0.0726580571142995,0.34681113859712,0.497820049053231,36.64178,35.93103,35.79527,35.54071,87969.6054461004
"Lattakia","Edlib",1117,Jul 2016,Apr 2016,265,2735,1600,361.25,1127.5,1700,6,-0.508906020654176,-0.425012181511892,-0.391454645854978,-0.0726580571142995,36.64178,35.93103,35.79527,35.54071,87969.6054461004
"Lattakia","Hassakeh",5,Oct 2016,Jul 2016,680,2380,900,422.5,1490,1700,9,-0.307560806712694,-0.525684788482633,-0.475348484997262,-0.425012181511892,40.74627,36.50787,35.79527,35.54071,458504.585132226
"Lattakia","Raqqa",5,Oct 2016,Jul 2016,525,875,1750,422.5,1490,1700,9,-0.492127252825719,-0.525684788482633,-0.576021091968003,-0.425012181511892,38.99811,35.95941,35.79527,35.54071,293072.716282021
"Lattakia","Deir Ezzor",11,Oct 2016,Jul 2016,850,4150,1050,422.5,1490,1700,9,-0.525684788482633,-0.525684788482633,-0.475348484997262,-0.425012181511892,40.13503,35.32965,35.79527,35.54071,394284.678998193
"Lattakia","Hama",1195,Oct 2016,Jul 2016,400,2465.5,1000,422.5,1490,1700,9,0.0112357820279844,-0.525684788482633,-0.408233413683435,-0.425012181511892,36.7552,35.14089,35.79527,35.54071,97872.3250853544
"Lattakia","Edlib",80,Oct 2016,Jul 2016,440,2862.5,1750,422.5,1490,1700,9,-0.240445735398867,-0.525684788482633,-0.508906020654176,-0.425012181511892,36.64178,35.93103,35.79527,35.54071,87969.6054461004
"Lattakia","Deir Ezzor",5,Nov 2016,Aug 2016,625,4000,1150,411.5,1445,1850,10,-0.525684788482633,-0.475348484997262,-0.290782038884238,-0.441790949340349,40.13503,35.32965,35.79527,35.54071,394284.678998193
"Lattakia","Edlib",133,Nov 2016,Aug 2016,450,4120,1800,411.5,1445,1850,10,-0.357897110198065,-0.475348484997262,-0.357897110198065,-0.441790949340349,36.64178,35.93103,35.79527,35.54071,87969.6054461004
"Lattakia","Hama",15,Dec 2016,Sep 2016,425,2400,1000,415,1441.5,1925,11,-0.492127252825719,-0.525684788482633,0.195802228141009,-0.458569717168805,36.7552,35.14089,35.79527,35.54071,97872.3250853544
"Lattakia","Edlib",60,Dec 2016,Sep 2016,450,4120,1850,415,1441.5,1925,11,-0.206888199741954,-0.525684788482633,-0.374675878026522,-0.458569717168805,36.64178,35.93103,35.79527,35.54071,87969.6054461004
"Lattakia","Hassakeh",25,Jan 2017,Oct 2016,550,1212.5,900,400,1442.5,1900,12,-0.822070619948937,-0.61311826275322,-0.307560806712694,-0.525684788482633,40.74627,36.50787,35.79527,35.54071,458504.585132226
"Lattakia","Rural Damascus",39,Jan 2017,Oct 2016,500,1850,1500,400,1442.5,1900,12,1.22726980639367,-0.61311826275322,-0.525684788482633,-0.525684788482633,36.95411,33.51673,35.79527,35.54071,249109.794291478
"Lattakia","Raqqa",54,Jan 2017,Oct 2016,512.5,1725,1650,400,1442.5,1900,12,-0.0907373697639276,-0.61311826275322,-0.492127252825719,-0.525684788482633,38.99811,35.95941,35.79527,35.54071,293072.716282021
"Lattakia","Deir Ezzor",55,Jan 2017,Oct 2016,800,2737.5,1150,400,1442.5,1900,12,0.905804641477184,-0.61311826275322,-0.525684788482633,-0.525684788482633,40.13503,35.32965,35.79527,35.54071,394284.678998193
"Lattakia","Damascus",60,Jan 2017,Oct 2016,431.25,1470,1500,400,1442.5,1900,12,-0.556861858892835,-0.61311826275322,-0.156551896256583,-0.525684788482633,36.27653,33.51381,35.79527,35.54071,229908.771141002
"Lattakia","Hama",100,Jan 2017,Oct 2016,420,2430,1000,400,1442.5,1900,12,0.616485993052345,-0.61311826275322,0.0112357820279844,-0.525684788482633,36.7552,35.14089,35.79527,35.54071,97872.3250853544
"Lattakia","Edlib",156,Jan 2017,Oct 2016,375,3730,2000,400,1442.5,1900,12,0.56022958919196,-0.61311826275322,-0.240445735398867,-0.525684788482633,36.64178,35.93103,35.79527,35.54071,87969.6054461004
"Lattakia","Homs",10,Feb 2017,Nov 2016,485,1455,2000,412.5,1496,1800,13,0.873658124985535,-0.532751971524098,-0.290782038884238,-0.475348484997262,36.7137,34.73243,35.79527,35.54071,122825.533983598
"Lattakia","Raqqa",30,Feb 2017,Nov 2016,512.5,1262.5,1600,412.5,1496,1800,13,-0.275579839590908,-0.532751971524098,-0.324339574541151,-0.475348484997262,38.99811,35.95941,35.79527,35.54071,293072.716282021
"Lattakia","Tartous",30,Feb 2017,Nov 2016,412.5,1545,1625,412.5,1496,1800,13,-0.902436911178059,-0.532751971524098,-0.576021091968003,-0.475348484997262,35.88665,34.89593,35.79527,35.54071,72256.0656805432
"Lattakia","Damascus",40,Feb 2017,Nov 2016,450,1470,1500,412.5,1496,1800,13,-0.380056018188766,-0.532751971524098,-0.0391005214573859,-0.475348484997262,36.27653,33.51381,35.79527,35.54071,229908.771141002
"Lattakia","Deir Ezzor",40,Feb 2017,Nov 2016,1000,4250,1150,412.5,1496,1800,13,-0.28361646871382,-0.532751971524098,-0.525684788482633,-0.475348484997262,40.13503,35.32965,35.79527,35.54071,394284.678998193
"Lattakia","Hama",105,Feb 2017,Nov 2016,525,1800,2000,412.5,1496,1800,13,0.680779026035643,-0.532751971524098,-0.341118342369608,-0.475348484997262,36.7552,35.14089,35.79527,35.54071,97872.3250853544
"Lattakia","Rural Damascus",133,Feb 2017,Nov 2016,500,1600,1500,412.5,1496,1800,13,0.431643523225365,-0.532751971524098,-0.441790949340349,-0.475348484997262,36.95411,33.51673,35.79527,35.54071,249109.794291478
"Lattakia","Edlib",155,Feb 2017,Nov 2016,412.5,3512.5,2000,412.5,1496,1800,13,0.383423748487892,-0.532751971524098,-0.357897110198065,-0.475348484997262,36.64178,35.93103,35.79527,35.54071,87969.6054461004
"Lattakia","Deir Ezzor",10,Mar 2017,Dec 2016,1000,4250,1150,419,1500,1900,14,-0.372019389065854,-0.781887474334376,-0.576021091968003,-0.525684788482633,40.13503,35.32965,35.79527,35.54071,394284.678998193
"Lattakia","Tartous",15,Mar 2017,Dec 2016,425,1595,1650,419,1500,1900,14,-0.918510169423883,-0.781887474334376,-0.542463556311089,-0.525684788482633,35.88665,34.89593,35.79527,35.54071,72256.0656805432
"Lattakia","Homs",20,Mar 2017,Dec 2016,450,1462.5,1100,419,1500,1900,14,0.278947569890033,-0.781887474334376,1.50454611876064,-0.525684788482633,36.7137,34.73243,35.79527,35.54071,122825.533983598
"Lattakia","Rural Damascus",24,Mar 2017,Dec 2016,510,1700,1500,419,1500,1900,14,0.270910940767121,-0.781887474334376,-0.508906020654176,-0.525684788482633,36.95411,33.51673,35.79527,35.54071,249109.794291478
"Lattakia","Damascus",35,Mar 2017,Dec 2016,450,1545,1500,419,1500,1900,14,0.0941051000630528,-0.781887474334376,0.128687156827182,-0.525684788482633,36.27653,33.51381,35.79527,35.54071,229908.771141002
"Lattakia","Edlib",50,Mar 2017,Dec 2016,450,4075,1700,419,1500,1900,14,0.319130715504594,-0.781887474334376,-0.206888199741954,-0.525684788482633,36.64178,35.93103,35.79527,35.54071,87969.6054461004
"Lattakia","Hama",250,Mar 2017,Dec 2016,465,2475,1600,419,1500,1900,14,0.528083072700311,-0.781887474334376,-0.492127252825719,-0.525684788482633,36.7552,35.14089,35.79527,35.54071,97872.3250853544
"Lattakia","Rural Damascus",56,Apr 2017,Jan 2017,510,1675,1500,387.5,1425,1900,15,0.319130715504594,-0.677411295736517,1.22726980639367,-0.61311826275322,36.95411,33.51673,35.79527,35.54071,249109.794291478
"Lattakia","Hama",109,Apr 2017,Jan 2017,525,1592.5,1300,387.5,1425,1900,15,1.21119654814785,-0.677411295736517,0.616485993052345,-0.61311826275322,36.7552,35.14089,35.79527,35.54071,97872.3250853544
"Lattakia","Edlib",3059,Apr 2017,Jan 2017,400,4082.5,1700,387.5,1425,1900,15,0.833474979370974,-0.677411295736517,0.56022958919196,-0.61311826275322,36.64178,35.93103,35.79527,35.54071,87969.6054461004
"Lattakia","Damascus",3,May 2017,Feb 2017,450,1647.5,1500,396.5,1387.5,1900,16,-0.621154891876132,-0.789924103457288,-0.380056018188766,-0.532751971524098,36.27653,33.51381,35.79527,35.54071,229908.771141002
"Lattakia","Homs",81,May 2017,Feb 2017,440,1460,1150,396.5,1387.5,1900,16,0.278947569890033,-0.789924103457288,0.873658124985535,-0.532751971524098,36.7137,34.73243,35.79527,35.54071,122825.533983598
"Lattakia","Rural Damascus",86,May 2017,Feb 2017,475,1665,1500,396.5,1387.5,1900,16,-0.380056018188766,-0.789924103457288,0.431643523225365,-0.532751971524098,36.95411,33.51673,35.79527,35.54071,249109.794291478
"Lattakia","Hama",136,May 2017,Feb 2017,540,1575,1400,396.5,1387.5,1900,16,0.174471391292175,-0.789924103457288,0.680779026035643,-0.532751971524098,36.7552,35.14089,35.79527,35.54071,97872.3250853544
"Lattakia","Edlib",187,May 2017,Feb 2017,400,5845,1700,396.5,1387.5,1900,16,-0.621154891876132,-0.789924103457288,0.383423748487892,-0.532751971524098,36.64178,35.93103,35.79527,35.54071,87969.6054461004
"Lattakia","Rural Damascus",55,Jun 2017,Mar 2017,475,1200,1500,409,1537.5,1925,17,0.142324874800526,-0.822070619948937,0.270910940767121,-0.781887474334376,36.95411,33.51673,35.79527,35.54071,249109.794291478
"Lattakia","Tartous",90,Jun 2017,Mar 2017,420,1537.5,1675,409,1537.5,1925,17,-0.918510169423883,-0.822070619948937,-0.918510169423883,-0.781887474334376,35.88665,34.89593,35.79527,35.54071,72256.0656805432
"Lattakia","Damascus",181,Jun 2017,Mar 2017,450,1075,1500,409,1537.5,1925,17,-0.516678713278274,-0.822070619948937,0.0941051000630528,-0.781887474334376,36.27653,33.51381,35.79527,35.54071,229908.771141002
"Lattakia","Hama",337,Jun 2017,Mar 2017,550,1575,1450,409,1537.5,1925,17,0.150361503923438,-0.822070619948937,0.528083072700311,-0.781887474334376,36.7552,35.14089,35.79527,35.54071,97872.3250853544
"Lattakia","Homs",430,Jun 2017,Mar 2017,450,1460,1200,409,1537.5,1925,17,0.503973185331575,-0.822070619948937,0.278947569890033,-0.781887474334376,36.7137,34.73243,35.79527,35.54071,122825.533983598
"Lattakia","Rural Damascus",35,Jul 2017,Apr 2017,475,1637.5,1500,412.5,1650,1925,18,0.528083072700311,-0.822070619948937,0.319130715504594,-0.677411295736517,36.95411,33.51673,35.79527,35.54071,249109.794291478
"Lattakia","Deir Ezzor",40,Jul 2017,Apr 2017,1000,4525,1150,412.5,1650,1925,18,0.246801053398384,-0.822070619948937,-0.404165905557503,-0.677411295736517,40.13503,35.32965,35.79527,35.54071,394284.678998193
"Lattakia","Tartous",60,Jul 2017,Apr 2017,425,1675,1700,412.5,1650,1925,18,-0.910473540300971,-0.822070619948937,-0.918510169423883,-0.677411295736517,35.88665,34.89593,35.79527,35.54071,72256.0656805432
"Lattakia","Edlib",120,Jul 2017,Apr 2017,400,4837.5,1850,412.5,1650,1925,18,0.246801053398384,-0.822070619948937,0.833474979370974,-0.677411295736517,36.64178,35.93103,35.79527,35.54071,87969.6054461004
"Lattakia","Damascus",196,Jul 2017,Apr 2017,450,1175,1500,412.5,1650,1925,18,-0.556861858892835,-0.822070619948937,-0.259506581345084,-0.677411295736517,36.27653,33.51381,35.79527,35.54071,229908.771141002
"Lattakia","Homs",245,Jul 2017,Apr 2017,450,1460,1300,412.5,1650,1925,18,0.110178358308877,-0.822070619948937,0.126251616554702,-0.677411295736517,36.7137,34.73243,35.79527,35.54071,122825.533983598
"Lattakia","Hama",310,Jul 2017,Apr 2017,510,1675,1500,412.5,1650,1925,18,1.33174598499153,-0.822070619948937,1.21119654814785,-0.677411295736517,36.7552,35.14089,35.79527,35.54071,97872.3250853544
"Lattakia","Rural Damascus",41,Aug 2017,May 2017,475,1550,1500,406.5,1650,2000,19,0.801328462879326,-0.733667699596903,-0.380056018188766,-0.789924103457288,36.95411,33.51673,35.79527,35.54071,249109.794291478
"Lattakia","Damascus",80,Aug 2017,May 2017,450,1512.5,1500,406.5,1650,2000,19,-0.548825229769922,-0.733667699596903,-0.621154891876132,-0.789924103457288,36.27653,33.51381,35.79527,35.54071,229908.771141002
"Lattakia","Tartous",110,Aug 2017,May 2017,425,1662.5,1850,406.5,1650,2000,19,-0.918510169423883,-0.733667699596903,-0.910473540300971,-0.789924103457288,35.88665,34.89593,35.79527,35.54071,72256.0656805432
"Lattakia","Edlib",150,Aug 2017,May 2017,312.5,4787.5,1950,406.5,1650,2000,19,-0.251469952222171,-0.733667699596903,-0.621154891876132,-0.789924103457288,36.64178,35.93103,35.79527,35.54071,87969.6054461004
"Lattakia","Homs",154,Aug 2017,May 2017,450,1412.5,1500,406.5,1650,2000,19,1.06653722393543,-0.733667699596903,0.278947569890033,-0.789924103457288,36.7137,34.73243,35.79527,35.54071,122825.533983598
"Lattakia","Hama",259,Aug 2017,May 2017,550,1937.5,1700,406.5,1650,2000,19,3.07569450466348,-0.733667699596903,0.174471391292175,-0.789924103457288,36.7552,35.14089,35.79527,35.54071,97872.3250853544
"Lattakia","Hama",360,Sep 2017,Jun 2017,575,1787.5,1800,412.5,1650,2000,20,2.38454440009303,-0.693484553982342,0.150361503923438,-0.822070619948937,36.7552,35.14089,35.79527,35.54071,97872.3250853544
"Lattakia","Damascus",130,Sep 2017,Jun 2017,450,1507.5,1500,412.5,1650,2000,20,-0.580971746261571,-0.693484553982342,-0.516678713278274,-0.822070619948937,36.27653,33.51381,35.79527,35.54071,229908.771141002
"Lattakia","Tartous",90,Sep 2017,Jun 2017,425,1650,1850,412.5,1650,2000,20,-0.918510169423883,-0.693484553982342,-0.918510169423883,-0.822070619948937,35.88665,34.89593,35.79527,35.54071,72256.0656805432
"Lattakia","Homs",55,Sep 2017,Jun 2017,475,1412.5,1600,412.5,1650,2000,20,0.214654536906736,-0.693484553982342,0.503973185331575,-0.822070619948937,36.7137,34.73243,35.79527,35.54071,122825.533983598
"Lattakia","Rural Damascus",50,Sep 2017,Jun 2017,475,1525,1500,412.5,1650,2000,20,0.536119701823223,-0.693484553982342,0.142324874800526,-0.822070619948937,36.95411,33.51673,35.79527,35.54071,249109.794291478
"Lattakia","Damascus",225,Oct 2017,Jul 2017,450,1500,1550,400,1650,2000,21,-0.323799614328381,-0.830107249071849,-0.556861858892835,-0.822070619948937,36.27653,33.51381,35.79527,35.54071,229908.771141002
"Lattakia","Raqqa",653,Oct 2017,Jul 2017,500,1525,1850,400,1650,2000,21,-0.838143878194761,-0.830107249071849,0.182508020415087,-0.822070619948937,38.99811,35.95941,35.79527,35.54071,293072.716282021
"Lattakia","Homs",59,Oct 2017,Jul 2017,500,1412.5,1700,400,1650,2000,21,0.295020828135858,-0.830107249071849,0.110178358308877,-0.822070619948937,36.7137,34.73243,35.79527,35.54071,122825.533983598
"Lattakia","Edlib",128,Oct 2017,Jul 2017,350,4385,2000,400,1650,2000,21,0.134288245677614,-0.830107249071849,0.246801053398384,-0.822070619948937,36.64178,35.93103,35.79527,35.54071,87969.6054461004
"Lattakia","Hama",148,Oct 2017,Jul 2017,575,1687.5,1900,400,1650,2000,21,1.29156283937697,-0.830107249071849,1.33174598499153,-0.822070619948937,36.7552,35.14089,35.79527,35.54071,97872.3250853544
"Lattakia","Tartous",83,Oct 2017,Jul 2017,425,1650,1900,400,1650,2000,21,-0.918510169423883,-0.830107249071849,-0.910473540300971,-0.822070619948937,35.88665,34.89593,35.79527,35.54071,72256.0656805432
"Lattakia","Rural Damascus",21,Oct 2017,Jul 2017,475,1525,1600,400,1650,2000,21,0.672742396912731,-0.830107249071849,0.528083072700311,-0.822070619948937,36.95411,33.51673,35.79527,35.54071,249109.794291478
"Lattakia","Hama",180,Nov 2017,Aug 2017,590,1687.5,2000,391.5,1650,2000,22,1.73357744113714,-0.886363652932235,3.07569450466348,-0.733667699596903,36.7552,35.14089,35.79527,35.54071,97872.3250853544
"Lattakia","Damascus",581,Nov 2017,Aug 2017,450,1500,1600,391.5,1650,2000,22,-0.275579839590908,-0.886363652932235,-0.548825229769922,-0.733667699596903,36.27653,33.51381,35.79527,35.54071,229908.771141002
"Lattakia","Homs",255,Nov 2017,Aug 2017,510,1412.5,1800,391.5,1650,2000,22,-0.130920515378489,-0.886363652932235,1.06653722393543,-0.733667699596903,36.7137,34.73243,35.79527,35.54071,122825.533983598
"Lattakia","Tartous",130,Nov 2017,Aug 2017,412.5,1650,1900,391.5,1650,2000,22,-0.918510169423883,-0.886363652932235,-0.918510169423883,-0.733667699596903,35.88665,34.89593,35.79527,35.54071,72256.0656805432
"Lattakia","Rural Damascus",50,Nov 2017,Aug 2017,475,1525,1700,391.5,1650,2000,22,1.34781924323735,-0.886363652932235,0.801328462879326,-0.733667699596903,36.95411,33.51673,35.79527,35.54071,249109.794291478
"Damascus","Rural Damascus",1955,Feb 2016,Nov 2015,437.5,2627.5,1475,221,1080,1475,1,-0.190109431913497,1.03474061956385,-0.17333066408504,0.615271423852429,36.95411,33.51673,36.27653,33.51381,62887.8543452922
"Damascus","Rural Damascus",1507,Mar 2016,Dec 2015,564,3435,1475,303,1080,1500,2,-0.559242324139546,-0.290782038884238,-0.0894368249427563,1.85690024315823,36.95411,33.51673,36.27653,33.51381,62887.8543452922
"Damascus","Rural Damascus",1036,Apr 2016,Jan 2016,529.1667,4741.66665,1500,312.5,1111.66665,1500,3,-0.542463556311089,0.648828959509342,-0.0223217536289292,0.934068012593107,36.95411,33.51673,36.27653,33.51381,62887.8543452922
"Damascus","Rural Damascus",3507,Jul 2016,Apr 2016,425,2500,1500,331.25,1120,1500,6,0.0615720855133548,-0.0223217536289292,-0.542463556311089,0.648828959509342,36.95411,33.51673,36.27653,33.51381,62887.8543452922
"Damascus","Rural Damascus",2374,Oct 2016,Jul 2016,525,2775,1500,434,1370,1500,9,-0.525684788482633,-0.156551896256583,0.0615720855133548,-0.0223217536289292,36.95411,33.51673,36.27653,33.51381,62887.8543452922
"Damascus","Daraa",6,Jan 2017,Oct 2016,400,1512.5,1150,431.25,1470,1500,12,0.479863297962838,-0.556861858892835,-0.408233413683435,-0.156551896256583,36.10331,32.62643,36.27653,33.51381,100095.563384179
"Damascus","Deir Ezzor",15,Jan 2017,Oct 2016,800,2737.5,1150,431.25,1470,1500,12,0.905804641477184,-0.556861858892835,-0.525684788482633,-0.156551896256583,40.13503,35.32965,36.27653,33.51381,407871.512206207
"Damascus","Hama",44,Jan 2017,Oct 2016,420,2430,1000,431.25,1470,1500,12,0.616485993052345,-0.556861858892835,0.0112357820279844,-0.156551896256583,36.7552,35.14089,36.27653,33.51381,186393.698092565
"Damascus","Edlib",89,Jan 2017,Oct 2016,375,3730,2000,431.25,1470,1500,12,0.56022958919196,-0.556861858892835,-0.240445735398867,-0.156551896256583,36.64178,35.93103,36.27653,33.51381,271150.238718982
"Damascus","Hassakeh",194,Jan 2017,Oct 2016,550,1212.5,900,431.25,1470,1500,12,-0.822070619948937,-0.556861858892835,-0.307560806712694,-0.156551896256583,40.74627,36.50787,36.27653,33.51381,526352.757196946
"Damascus","Rural Damascus",963,Jan 2017,Oct 2016,500,1850,1500,431.25,1470,1500,12,1.22726980639367,-0.556861858892835,-0.525684788482633,-0.156551896256583,36.95411,33.51673,36.27653,33.51381,62887.8543452922
"Damascus","Edlib",12,Feb 2017,Nov 2016,412.5,3512.5,2000,450,1470,1500,13,0.383423748487892,-0.380056018188766,-0.357897110198065,-0.0391005214573859,36.64178,35.93103,36.27653,33.51381,271150.238718982
"Damascus","Homs",16,Feb 2017,Nov 2016,485,1455,2000,450,1470,1500,13,0.873658124985535,-0.380056018188766,-0.290782038884238,-0.0391005214573859,36.7137,34.73243,36.27653,33.51381,141511.437481724
"Damascus","Lattakia",17,Feb 2017,Nov 2016,412.5,1496,1800,450,1470,1500,13,-0.532751971524098,-0.380056018188766,-0.475348484997262,-0.0391005214573859,35.79527,35.54071,36.27653,33.51381,229908.771141002
"Damascus","Hama",20,Feb 2017,Nov 2016,525,1800,2000,450,1470,1500,13,0.680779026035643,-0.380056018188766,-0.341118342369608,-0.0391005214573859,36.7552,35.14089,36.27653,33.51381,186393.698092565
"Damascus","Deir Ezzor",26,Feb 2017,Nov 2016,1000,4250,1150,450,1470,1500,13,-0.28361646871382,-0.380056018188766,-0.525684788482633,-0.0391005214573859,40.13503,35.32965,36.27653,33.51381,407871.512206207
"Damascus","Hassakeh",98,Feb 2017,Nov 2016,531.25,1262.5,900,450,1470,1500,13,-0.765814216088552,-0.380056018188766,-0.559242324139546,-0.0391005214573859,40.74627,36.50787,36.27653,33.51381,526352.757196946
"Damascus","Rural Damascus",424,Feb 2017,Nov 2016,500,1600,1500,450,1470,1500,13,0.431643523225365,-0.380056018188766,-0.441790949340349,-0.0391005214573859,36.95411,33.51673,36.27653,33.51381,62887.8543452922
"Damascus","Raqqa",3,Mar 2017,Dec 2016,537.5,1625,1600,450,1545,1500,14,-0.0184077076577179,0.0941051000630528,-0.341118342369608,0.128687156827182,38.99811,35.95941,36.27653,33.51381,368884.501934738
"Damascus","Daraa",12,Mar 2017,Dec 2016,400,1562.5,1050,450,1545,1500,14,0.222691166029648,0.0941051000630528,-0.441790949340349,0.128687156827182,36.10331,32.62643,36.27653,33.51381,100095.563384179
"Damascus","Edlib",16,Mar 2017,Dec 2016,450,4075,1700,450,1545,1500,14,0.319130715504594,0.0941051000630528,-0.206888199741954,0.128687156827182,36.64178,35.93103,36.27653,33.51381,271150.238718982
"Damascus","Hassakeh",45,Mar 2017,Dec 2016,512.5,1187.5,900,450,1545,1500,14,-0.814033990826025,0.0941051000630528,-0.576021091968003,0.128687156827182,40.74627,36.50787,36.27653,33.51381,526352.757196946
"Damascus","Deir Ezzor",48,Mar 2017,Dec 2016,1000,4250,1150,450,1545,1500,14,-0.372019389065854,0.0941051000630528,-0.576021091968003,0.128687156827182,40.13503,35.32965,36.27653,33.51381,407871.512206207
"Damascus","Homs",97,Mar 2017,Dec 2016,450,1462.5,1100,450,1545,1500,14,0.278947569890033,0.0941051000630528,1.50454611876064,0.128687156827182,36.7137,34.73243,36.27653,33.51381,141511.437481724
"Damascus","Hama",101,Mar 2017,Dec 2016,465,2475,1600,450,1545,1500,14,0.528083072700311,0.0941051000630528,-0.492127252825719,0.128687156827182,36.7552,35.14089,36.27653,33.51381,186393.698092565
"Damascus","Rural Damascus",209,Mar 2017,Dec 2016,510,1700,1500,450,1545,1500,14,0.270910940767121,0.0941051000630528,-0.508906020654176,0.128687156827182,36.95411,33.51673,36.27653,33.51381,62887.8543452922
"Damascus","Homs",1,Apr 2017,Jan 2017,450,1455,1150,450,1620,1500,15,0.126251616554702,-0.259506581345084,0.849548237616799,-0.556861858892835,36.7137,34.73243,36.27653,33.51381,141511.437481724
"Damascus","Hama",5,Apr 2017,Jan 2017,525,1592.5,1300,450,1620,1500,15,1.21119654814785,-0.259506581345084,0.616485993052345,-0.556861858892835,36.7552,35.14089,36.27653,33.51381,186393.698092565
"Damascus","Edlib",28,Apr 2017,Jan 2017,400,4082.5,1700,450,1620,1500,15,0.833474979370974,-0.259506581345084,0.56022958919196,-0.556861858892835,36.64178,35.93103,36.27653,33.51381,271150.238718982
"Damascus","Hassakeh",101,Apr 2017,Jan 2017,487.5,1250,900,450,1620,1500,15,-0.854217136440586,-0.259506581345084,-0.822070619948937,-0.556861858892835,40.74627,36.50787,36.27653,33.51381,526352.757196946
"Damascus","Deir Ezzor",106,Apr 2017,Jan 2017,1125,4250,1150,450,1620,1500,15,-0.404165905557503,-0.259506581345084,0.905804641477184,-0.556861858892835,40.13503,35.32965,36.27653,33.51381,407871.512206207
"Damascus","Rural Damascus",193,Apr 2017,Jan 2017,510,1675,1500,450,1620,1500,15,0.319130715504594,-0.259506581345084,1.22726980639367,-0.556861858892835,36.95411,33.51673,36.27653,33.51381,62887.8543452922
"Damascus","Tartous",579,Apr 2017,Jan 2017,412.5,1545,1650,450,1620,1500,15,-0.918510169423883,-0.259506581345084,-0.902436911178059,-0.556861858892835,35.88665,34.89593,36.27653,33.51381,157987.944649633
"Damascus","Hama",2,May 2017,Feb 2017,540,1575,1400,450,1647.5,1500,16,0.174471391292175,-0.621154891876132,0.680779026035643,-0.380056018188766,36.7552,35.14089,36.27653,33.51381,186393.698092565
"Damascus","Deir Ezzor",22,May 2017,Feb 2017,1000,4000,1150,450,1647.5,1500,16,0.00570217971101871,-0.621154891876132,-0.28361646871382,-0.380056018188766,40.13503,35.32965,36.27653,33.51381,407871.512206207
"Damascus","Rural Damascus",58,May 2017,Feb 2017,475,1665,1500,450,1647.5,1500,16,-0.380056018188766,-0.621154891876132,0.431643523225365,-0.380056018188766,36.95411,33.51673,36.27653,33.51381,62887.8543452922
"Damascus","Hassakeh",64,May 2017,Feb 2017,437.5,1200,900,450,1647.5,1500,16,-0.822070619948937,-0.621154891876132,-0.765814216088552,-0.380056018188766,40.74627,36.50787,36.27653,33.51381,526352.757196946
"Damascus","Lattakia",89,May 2017,Feb 2017,396.5,1387.5,1900,450,1647.5,1500,16,-0.789924103457288,-0.621154891876132,-0.532751971524098,-0.380056018188766,35.79527,35.54071,36.27653,33.51381,229908.771141002
"Damascus","Daraa",201,May 2017,Feb 2017,400,1550,1050,450,1647.5,1500,16,-0.331836243451293,-0.621154891876132,0.512009814454487,-0.380056018188766,36.10331,32.62643,36.27653,33.51381,100095.563384179
"Damascus","Edlib",337,May 2017,Feb 2017,400,5845,1700,450,1647.5,1500,16,-0.621154891876132,-0.621154891876132,0.383423748487892,-0.380056018188766,36.64178,35.93103,36.27653,33.51381,271150.238718982
